"cohort","hgrades","hgrades_c","Cgrades","bparented","bparented_c","pell","hapcl","hprecalc13","hchallenge","hchallenge_c","cSFcareer","cSFcareer_c","firstgen","re_all","living18","sex","StemMaj","trnsfr_cr","x_FASt","credit_dose","credit_dose_c","XZ_c","r","r_minus","r_plus","sbmyself","sbvalued","sbcommunity","pgthink","pganalyze","pgwork","pgvalues","pgprobsolve","SEwellness","SEnonacad","SEactivities","SEacademic","SEdiverse","evalexp","sameinst","MHWdacad","MHWdlonely","MHWdmental","MHWdexhaust","MHWdsleep","MHWdfinancial","QIstudent","QIadvisor","QIfaculty","QIstaff","QIadmin","SFcareer","SFotherwork","SFdiscuss","SFperform","id","DE_group_temp","hdc17","DC_student","archetype_id","archetype_name","credit_band","psw"
1,4,-2.2916,7,3,-1.2154,0,0,1,5,0.5182,2,-0.293,1,"White","Off-campus (rent/apartment)","Female",0,8,0,-0.4,-0.927780000000004,0,-12,-1.7,-0.7,3,3,3,2,2,2,3,2,2,2,4,3,3,2,2,5,4,5,4,4,4,4,4,4,4,5,2,3,3,2,1567,1,3,1,7,"White Commuter Working","non_FASt_1_11",0.412777572744823
0,6,-0.2916,7,7,2.7846,0,0,1,3,-1.4818,3,0.707,0,"Asian","With family (commuting)","Male",0,29,1,1.7,1.17222,1.17222,6,0.1,1.1,2,2,3,2,3,3,3,3,2,3,3,2,2,3,3,4,5,4,4,5,4,4,5,5,5,6,3,2,2,3,1568,2,5,1,3,"Asian High-Pressure Achiever","FASt_12plus",1.13558019518708
0,8,1.7084,7,7,2.7846,1,1,1,5,0.5182,3,0.707,0,"Other/Multiracial/Unknown","With family (commuting)","Female",0,1,0,-1.1,-1.62778,0,10,0.5,1.5,3,3,2,3,3,3,3,3,3,3,3,3,3,4,4,2,3,2,3,3,3,5,5,5,5,5,3,3,1,2,1569,1,2,1,8,"Multiracial Bridge-Builder","non_FASt_1_11",1.91077124325912
0,6,-0.2916,6,5,0.7846,0,1,0,2,-2.4818,1,-1.293,0,"Asian","With family (commuting)","Female",0,0,0,-1.2,-1.72778,0,4,-0.1,0.9,3,4,3,3,2,3,2,3,4,4,4,3,4,4,4,3,3,3,3,3,2,5,6,6,6,7,1,2,3,3,1570,0,3,1,10,"Continuing-Gen Cruiser","non_DE",1.25959104030469
0,7,0.7084,7,8,3.7846,0,0,1,6,1.5182,3,0.707,0,"Asian","On-campus (residence hall)","Female",0,37,1,2.5,1.97222,1.97222,18,1.3,2.3,3,3,3,3,3,2,2,3,3,3,2,2,2,4,4,4,3,3,3,3,4,6,6,6,6,6,3,3,2,2,1571,2,7,1,10,"Continuing-Gen Cruiser","FASt_12plus",0.818059588719142
1,6,-0.2916,6,6,1.7846,0,0,1,4,-0.4818,1,-1.293,0,"Asian","With family (commuting)","Male",0,7,0,-0.5,-1.02778,0,-10,-1.5,-0.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,1,3,2,2,1572,1,1,0,3,"Asian High-Pressure Achiever","non_FASt_1_11",1.18563513373332
0,5,-1.2916,6,4,-0.2154,0,0,0,4,-0.4818,2,-0.293,1,"White","Off-campus (rent/apartment)","Female",0,41,1,2.9,2.37222,2.37222,-5,-1,0,2,1,2,3,3,3,2,3,3,3,2,2,3,3,3,4,3,3,4,3,3,6,5,6,6,5,2,3,2,2,1573,2,7,1,7,"White Commuter Working","FASt_12plus",1.85604680068578
0,5,-1.2916,7,3,-1.2154,1,0,0,2,-2.4818,1,-1.293,1,"Hispanic/Latino","With family (commuting)","Female",1,5,0,-0.7,-1.22778,0,2,-0.3,0.7,2,2,2,2,3,2,3,3,3,3,2,2,2,3,3,NA,5,5,5,NA,5,4,4,4,4,5,1,3,2,2,1574,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.525712365362789
1,4,-2.2916,6,3,-1.2154,1,0,0,5,0.5182,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Female",0,0,0,-1.2,-1.72778,0,-14,-1.9,-0.9,2,3,3,3,2,2,3,4,2,2,2,3,3,2,2,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3,1575,0,2,1,1,"Latina Commuter Caretaker","non_DE",0.383896649475668
0,4,-2.2916,7,2,-2.2154,1,0,1,4,-0.4818,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Female",0,7,0,-0.5,-1.02778,0,-2,-0.7,0.3,2,2,2,4,3,4,4,4,2,2,3,2,3,2,2,4,4,4,4,NA,4,4,4,4,NA,4,2,2,3,2,1576,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.327449295359465
0,6,-0.2916,7,5,0.7846,0,1,0,3,-1.4818,1,-1.293,0,"Asian","With family (commuting)","Female",0,8,0,-0.4,-0.927780000000004,0,11,0.6,1.6,2,1,2,2,3,2,2,2,4,3,3,3,3,3,3,4,4,4,NA,4,3,5,4,5,4,3,1,2,3,2,1577,1,1,0,3,"Asian High-Pressure Achiever","non_FASt_1_11",1.24791142944412
0,5,-1.2916,7,2,-2.2154,1,0,0,5,0.5182,1,-1.293,1,"Asian","With family (commuting)","Female",0,25,1,1.3,0.772219999999996,0.772219999999996,31,2.6,3.6,2,2,3,3,3,3,3,2,3,3,3,2,3,4,3,5,5,5,5,5,5,NA,3,3,3,4,1,2,2,2,1578,2,5,1,4,"Asian First-Gen Navigator","FASt_12plus",2.08606081976323
0,7,0.7084,7,6,1.7846,0,0,1,3,-1.4818,2,-0.293,0,"Asian","With family (commuting)","Female",0,30,1,1.8,1.27222,1.27222,8,0.3,1.3,2,3,3,3,4,4,3,4,2,2,3,2,3,2,2,4,4,4,3,4,NA,5,4,5,5,5,2,1,2,2,1579,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus",1.11053026064011
0,6,-0.2916,7,3,-1.2154,1,0,1,1,-3.4818,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Male",1,6,0,-0.6,-1.12778,0,9,0.4,1.4,1,2,2,3,3,2,2,3,3,3,3,3,3,2,2,NA,4,4,4,4,4,4,4,3,4,4,2,3,2,2,1580,1,1,0,2,"Latino First-Gen Striver","non_FASt_1_11",0.705074754068231
0,5,-1.2916,6,4,-0.2154,1,0,0,6,1.5182,3,0.707,1,"Hispanic/Latino","With family (commuting)","Male",0,3,0,-0.9,-1.42778,0,22,1.7,2.7,2,2,2,4,4,4,3,3,3,3,2,3,3,3,2,4,5,5,4,5,4,5,5,5,NA,5,3,2,3,4,1581,1,3,1,2,"Latino First-Gen Striver","non_FASt_1_11",0.598901409103976
1,6,-0.2916,7,4,-0.2154,0,1,0,3,-1.4818,2,-0.293,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,20,1,0.8,0.272219999999996,0.272219999999996,11,0.6,1.6,3,3,3,3,3,3,4,4,4,4,3,3,3,2,2,2,2,NA,3,2,2,6,5,6,6,6,2,1,2,2,1582,2,4,1,9,"Hispanic On-Campus Transitioner","FASt_12plus",1.42574217190202
0,7,0.7084,7,1,-3.2154,1,0,0,6,1.5182,3,0.707,1,"Hispanic/Latino","With family (commuting)","Male",0,10,0,-0.2,-0.727780000000004,0,7,0.2,1.2,3,3,2,3,3,3,2,3,3,4,4,3,3,3,3,3,NA,3,3,3,4,4,4,4,4,5,3,3,2,4,1583,1,2,1,2,"Latino First-Gen Striver","non_FASt_1_11",0.491630999423686
0,4,-2.2916,7,2,-2.2154,1,0,1,5,0.5182,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Female",0,1,0,-1.1,-1.62778,0,1,-0.4,0.6,3,4,3,3,2,3,2,3,2,1,2,2,2,4,3,5,5,5,5,5,NA,NA,5,5,NA,5,2,1,4,3,1584,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.322136674337375
1,8,1.7084,7,6,1.7846,0,0,0,3,-1.4818,2,-0.293,0,"Asian","With family (commuting)","Male",0,2,0,-1,-1.52778,0,31,2.6,3.6,2,2,2,3,3,4,3,3,3,4,3,3,3,3,3,4,5,4,5,5,5,5,5,5,5,5,2,3,1,2,1585,1,1,0,3,"Asian High-Pressure Achiever","non_FASt_1_11",1.50666976300902
1,5,-1.2916,6,3,-1.2154,1,1,1,3,-1.4818,1,-1.293,1,"Hispanic/Latino","With family (commuting)","Female",1,8,0,-0.4,-0.927780000000004,0,11,0.6,1.6,3,3,3,3,2,3,2,3,2,2,2,2,2,3,3,4,5,5,5,5,3,6,6,6,6,6,1,2,2,2,1586,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.77701844587624
1,5,-1.2916,6,3,-1.2154,1,0,0,5,0.5182,3,0.707,1,"Hispanic/Latino","With family (commuting)","Female",0,7,0,-0.5,-1.02778,0,30,2.5,3.5,3,3,3,2,3,2,3,3,4,4,3,3,3,3,4,5,5,5,5,5,4,3,4,4,3,4,3,3,3,3,1587,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.485515038533873
0,6,-0.2916,7,4,-0.2154,1,0,1,7,2.5182,3,0.707,1,"Hispanic/Latino","With family (commuting)","Male",0,0,0,-1.2,-1.72778,0,13,0.8,1.8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,3,3,3,5,5,5,5,6,3,2,2,2,1588,0,3,1,2,"Latino First-Gen Striver","non_DE",0.785029732250167
0,6,-0.2916,7,4,-0.2154,1,0,0,5,0.5182,1,-1.293,1,"Hispanic/Latino","With family (commuting)","Male",0,9,0,-0.3,-0.827780000000004,0,2,-0.3,0.7,1,2,2,3,3,3,3,3,3,4,3,3,3,3,3,5,4,NA,4,4,NA,6,7,6,6,5,1,3,3,1,1589,1,1,0,2,"Latino First-Gen Striver","non_FASt_1_11",0.783143367240929
1,6,-0.2916,7,5,0.7846,0,0,1,5,0.5182,2,-0.293,0,"White","With family (commuting)","Male",0,4,0,-0.8,-1.32778,0,12,0.7,1.7,4,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,NA,4,3,4,3,4,4,3,2,3,2,2,1590,1,3,1,10,"Continuing-Gen Cruiser","non_FASt_1_11",0.984289683986384
1,8,1.7084,7,7,2.7846,0,1,0,4,-0.4818,4,1.707,0,"White","On-campus (residence hall)","Female",0,55,1,4.3,3.77222,3.77222,-14,-1.9,-0.9,2,3,3,4,3,3,3,3,3,4,3,3,4,4,3,4,4,4,4,5,4,6,7,7,7,7,4,2,2,2,1591,2,5,1,6,"White Residential Traditional","FASt_12plus",0.611809857724764
1,4,-2.2916,7,2,-2.2154,1,0,0,6,1.5182,3,0.707,1,"Hispanic/Latino","With family (commuting)","Female",0,4,0,-0.8,-1.32778,0,28,2.3,3.3,4,4,4,3,3,3,2,3,2,2,3,2,2,3,3,5,5,5,NA,4,5,5,5,5,5,5,3,2,3,2,1592,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.288428260740242
1,6,-0.2916,7,3,-1.2154,1,0,0,4,-0.4818,1,-1.293,1,"Hispanic/Latino","With family (commuting)","Female",1,5,0,-0.7,-1.22778,0,-4,-0.9,0.1,2,3,3,2,2,2,2,2,2,3,2,2,3,3,3,5,4,4,4,5,5,5,6,6,6,6,1,2,2,3,1593,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.646852695681556
0,6,-0.2916,7,5,0.7846,0,1,1,3,-1.4818,3,0.707,1,"Other/Multiracial/Unknown","On-campus (residence hall)","Male",0,0,0,-1.2,-1.72778,0,26,2.1,3.1,3,3,3,2,3,3,3,3,3,3,3,3,2,2,3,3,NA,4,3,3,3,5,5,5,NA,6,3,4,3,1,1594,0,2,1,8,"Multiracial Bridge-Builder","non_DE",1.27344860138307
1,7,0.7084,7,4,-0.2154,1,1,0,3,-1.4818,1,-1.293,1,"Asian","With family (commuting)","Female",0,9,0,-0.3,-0.827780000000004,0,11,0.6,1.6,1,1,1,3,3,3,3,2,3,4,4,3,3,3,3,6,5,6,6,5,6,5,5,NA,5,5,1,1,1,2,1595,1,2,1,4,"Asian First-Gen Navigator","non_FASt_1_11",1.26028031497435
0,7,0.7084,7,6,1.7846,0,0,1,4,-0.4818,2,-0.293,0,"White","With family (commuting)","Female",0,3,0,-0.9,-1.42778,0,0,-0.5,0.5,3,3,3,3,4,4,3,3,3,3,3,4,4,4,4,4,4,3,4,3,4,5,5,5,5,5,2,3,1,2,1596,1,1,0,10,"Continuing-Gen Cruiser","non_FASt_1_11",1.3606634932151
1,6,-0.2916,6,6,1.7846,0,1,1,3,-1.4818,3,0.707,0,"Asian","With family (commuting)","Female",0,1,0,-1.1,-1.62778,0,-11,-1.6,-0.6,2,2,3,3,3,3,3,3,2,2,3,2,2,3,3,6,NA,6,5,6,5,5,4,4,5,4,3,1,3,2,1597,1,1,0,3,"Asian High-Pressure Achiever","non_FASt_1_11",1.45189217893757
0,8,1.7084,7,5,0.7846,0,1,0,6,1.5182,4,1.707,0,"Asian","With family (commuting)","Male",1,4,0,-0.8,-1.32778,0,1,-0.4,0.6,4,4,3,4,3,4,2,4,3,3,2,3,4,4,4,2,2,2,2,2,2,6,5,5,6,5,4,2,2,1,1598,1,3,1,10,"Continuing-Gen Cruiser","non_FASt_1_11",1.54563559552359
0,4,-2.2916,6,2,-2.2154,1,0,0,5,0.5182,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Female",0,7,0,-0.5,-1.02778,0,10,0.5,1.5,3,3,4,3,2,3,3,2,3,3,2,2,2,3,3,3,4,3,3,4,3,6,6,6,6,6,2,4,3,3,1599,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.298682559236274
1,5,-1.2916,7,2,-2.2154,1,1,0,6,1.5182,1,-1.293,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,7,0,-0.5,-1.02778,0,-1,-0.6,0.4,3,3,3,2,3,3,3,2,4,4,3,4,4,3,3,3,3,3,3,3,4,5,6,5,6,6,1,3,2,1,1600,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.566737299086087
0,6,-0.2916,6,5,0.7846,0,1,1,4,-0.4818,2,-0.293,0,"White","With family (commuting)","Male",0,19,1,0.7,0.172219999999996,0.172219999999996,16,1.1,2.1,4,3,3,3,2,4,2,3,4,4,4,4,4,3,3,1,2,1,2,1,3,7,7,7,7,7,2,3,3,2,1601,2,6,1,10,"Continuing-Gen Cruiser","FASt_12plus",1.20695095245523
1,6,-0.2916,7,1,-3.2154,1,1,1,4,-0.4818,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Female",0,9,0,-0.3,-0.827780000000004,0,16,1.1,2.1,3,3,3,3,2,3,2,3,2,3,2,3,3,2,2,5,6,6,6,5,5,5,NA,5,4,5,2,1,2,2,1602,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.620701202256547
1,5,-1.2916,7,3,-1.2154,1,1,0,6,1.5182,3,0.707,1,"Hispanic/Latino","With family (commuting)","Female",1,7,0,-0.5,-1.02778,0,11,0.6,1.6,3,4,3,2,2,2,2,2,4,3,4,4,4,3,2,5,6,5,5,5,NA,4,5,4,4,4,3,3,2,1,1603,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",0.680298624170377
0,6,-0.2916,7,5,0.7846,0,1,0,6,1.5182,2,-0.293,0,"White","With family (commuting)","Female",0,15,1,0.3,-0.227780000000004,-0.227780000000004,0,-0.5,0.5,3,3,3,3,2,3,2,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,4,4,5,4,2,2,2,2,1604,2,6,1,10,"Continuing-Gen Cruiser","FASt_12plus",1.28390934621953
0,7,0.7084,7,7,2.7846,0,0,0,2,-2.4818,3,0.707,0,"Asian","With family (commuting)","Female",0,4,0,-0.8,-1.32778,0,20,1.5,2.5,3,4,4,3,4,3,4,4,4,3,4,4,4,4,4,2,2,2,2,1,1,5,5,5,5,4,3,4,3,3,1605,1,3,1,10,"Continuing-Gen Cruiser","non_FASt_1_11",1.49257896969921
0,5,-1.2916,7,2,-2.2154,1,0,0,4,-0.4818,4,1.707,1,"Hispanic/Latino","With family (commuting)","Female",1,6,0,-0.6,-1.12778,0,-10,-1.5,-0.5,2,2,2,2,1,2,2,2,2,2,3,2,3,3,3,3,3,3,2,NA,3,6,5,5,5,5,4,1,3,3,1606,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.380622309402414
1,8,1.7084,7,7,2.7846,0,0,1,4,-0.4818,3,0.707,0,"Asian","With family (commuting)","Female",0,19,1,0.7,0.172219999999996,0.172219999999996,6,0.1,1.1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,NA,3,2,3,5,6,NA,6,6,3,2,1,1,1607,2,5,1,3,"Asian High-Pressure Achiever","FASt_12plus",0.786798189308981
1,4,-2.2916,5,2,-2.2154,0,0,0,5,0.5182,2,-0.293,1,"Hispanic/Latino","On-campus (residence hall)","Female",1,4,0,-0.8,-1.32778,0,-4,-0.9,0.1,3,3,3,2,2,3,3,3,2,3,3,4,3,3,3,5,4,4,4,4,4,4,5,4,4,4,2,2,3,1,1608,1,3,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.299160709286922
0,8,1.7084,7,5,0.7846,0,0,0,5,0.5182,1,-1.293,0,"Asian","With family (commuting)","Female",1,7,0,-0.5,-1.02778,0,-1,-0.6,0.4,4,4,4,3,3,3,3,3,2,3,2,3,2,3,3,4,3,3,NA,3,3,6,6,6,6,5,1,2,1,3,1609,1,2,1,10,"Continuing-Gen Cruiser","non_FASt_1_11",1.32090111253735
0,6,-0.2916,7,2,-2.2154,1,0,1,5,0.5182,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Female",0,11,0,-0.1,-0.627780000000004,0,7,0.2,1.2,3,2,3,3,3,3,3,3,3,4,2,3,3,2,2,5,5,5,5,5,5,4,5,4,5,5,2,1,2,1,1610,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.536326357742199
1,8,1.7084,7,6,1.7846,0,0,0,3,-1.4818,1,-1.293,0,"White","Off-campus (rent/apartment)","Male",0,4,0,-0.8,-1.32778,0,18,1.3,2.3,4,4,3,3,2,3,2,3,3,4,4,3,4,4,4,2,2,2,2,2,2,5,5,5,5,5,1,2,3,2,1611,1,1,0,10,"Continuing-Gen Cruiser","non_FASt_1_11",1.52003467692255
0,7,0.7084,7,6,1.7846,0,0,0,5,0.5182,3,0.707,0,"Asian","With family (commuting)","Female",1,26,1,1.4,0.872219999999996,0.872219999999996,12,0.7,1.7,2,3,2,4,3,3,3,3,2,2,2,2,2,4,4,3,2,3,3,3,NA,4,4,4,4,NA,3,1,1,1,1612,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus",1.20107941916546
1,7,0.7084,7,5,0.7846,0,1,0,5,0.5182,2,-0.293,0,"Other/Multiracial/Unknown","With family (commuting)","Male",0,11,0,-0.1,-0.627780000000004,0,11,0.6,1.6,3,3,3,3,4,4,4,3,3,2,3,3,2,3,3,3,NA,3,NA,3,4,3,4,3,4,5,2,3,2,2,1613,1,1,0,8,"Multiracial Bridge-Builder","non_FASt_1_11",1.40134789939883
1,5,-1.2916,7,1,-3.2154,0,0,1,5,0.5182,3,0.707,1,"White","Off-campus (rent/apartment)","Female",0,3,0,-0.9,-1.42778,0,6,0.1,1.1,1,1,2,4,4,4,3,4,3,3,3,3,3,4,4,3,4,3,3,3,4,5,5,5,5,5,3,1,3,2,1614,1,2,1,7,"White Commuter Working","non_FASt_1_11",0.321383754907945
1,6,-0.2916,7,2,-2.2154,1,0,0,6,1.5182,4,1.707,1,"Asian","With family (commuting)","Male",0,8,0,-0.4,-0.927780000000004,0,11,0.6,1.6,2,2,2,4,4,4,4,4,3,3,3,2,2,3,3,NA,6,5,6,6,4,4,5,5,5,5,4,2,1,1,1615,1,3,1,4,"Asian First-Gen Navigator","non_FASt_1_11",0.476469197058103
1,5,-1.2916,7,4,-0.2154,1,0,1,4,-0.4818,1,-1.293,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,3,0,-0.9,-1.42778,0,23,1.8,2.8,3,2,3,3,4,4,3,3,3,3,4,3,3,3,3,5,NA,6,5,6,5,6,5,6,6,5,1,1,3,3,1616,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.680042334621747
1,7,0.7084,7,5,0.7846,0,1,0,6,1.5182,1,-1.293,0,"White","Off-campus (rent/apartment)","Female",0,4,0,-0.8,-1.32778,0,20,1.5,2.5,4,4,4,2,2,2,2,3,3,3,3,3,3,4,4,3,NA,3,3,2,2,6,5,6,6,6,1,3,4,2,1617,1,3,1,10,"Continuing-Gen Cruiser","non_FASt_1_11",1.40366626910202
0,5,-1.2916,6,4,-0.2154,0,0,0,6,1.5182,3,0.707,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,9,0,-0.3,-0.827780000000004,0,-9,-1.4,-0.4,4,4,4,3,3,4,3,3,3,3,2,3,2,3,3,4,4,4,4,5,4,5,NA,6,6,5,3,2,1,2,1618,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.598901409103976
1,6,-0.2916,7,5,0.7846,0,0,1,6,1.5182,3,0.707,0,"Asian","With family (commuting)","Male",0,11,0,-0.1,-0.627780000000004,0,16,1.1,2.1,2,2,2,4,3,4,4,3,3,2,2,2,2,3,3,4,4,4,4,3,4,4,5,4,4,5,3,3,3,2,1619,1,1,0,3,"Asian High-Pressure Achiever","non_FASt_1_11",0.959781660743701
0,4,-2.2916,7,3,-1.2154,0,1,0,4,-0.4818,3,0.707,1,"White","Off-campus (rent/apartment)","Male",0,3,0,-0.9,-1.42778,0,17,1.2,2.2,1,1,1,3,3,3,2,3,2,2,2,3,2,1,1,5,5,5,5,5,5,4,4,4,4,3,3,1,3,2,1620,1,1,0,7,"White Commuter Working","non_FASt_1_11",0.554787450760619
1,5,-1.2916,7,6,1.7846,1,1,1,4,-0.4818,2,-0.293,0,"Other/Multiracial/Unknown","On-campus (residence hall)","Female",0,0,0,-1.2,-1.72778,0,6,0.1,1.1,4,4,4,4,4,4,3,4,3,3,3,3,4,3,3,3,2,3,3,3,3,4,4,4,4,4,2,1,3,2,1621,0,3,1,8,"Multiracial Bridge-Builder","non_DE",1.26569792703871
1,7,0.7084,7,2,-2.2154,1,0,0,5,0.5182,1,-1.293,1,"Hispanic/Latino","With family (commuting)","Female",0,45,1,3.3,2.77222,2.77222,-6,-1.1,-0.1,3,3,3,3,3,3,2,3,3,2,3,2,2,2,2,5,5,5,5,5,5,3,3,3,3,3,1,3,2,2,1622,2,6,1,1,"Latina Commuter Caretaker","FASt_12plus",1.83624175752238
0,6,-0.2916,7,1,-3.2154,1,0,1,3,-1.4818,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Female",1,4,0,-0.8,-1.32778,0,28,2.3,3.3,4,4,4,4,4,3,4,4,3,2,3,3,2,3,3,5,5,5,5,5,6,6,6,6,5,5,2,2,3,3,1623,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.438170603056921
0,8,1.7084,7,6,1.7846,0,0,0,3,-1.4818,1,-1.293,0,"Asian","With family (commuting)","Female",0,29,1,1.7,1.17222,1.17222,25,2,3,3,3,3,4,3,4,4,4,3,2,3,3,3,3,3,5,5,5,5,NA,6,5,5,6,6,6,1,1,2,2,1624,2,4,1,3,"Asian High-Pressure Achiever","FASt_12plus",0.963793370046317
0,5,-1.2916,6,2,-2.2154,1,0,0,5,0.5182,4,1.707,1,"Hispanic/Latino","With family (commuting)","Male",0,6,0,-0.6,-1.12778,0,28,2.3,3.3,3,3,3,3,3,4,3,4,2,3,2,3,2,4,4,3,3,3,2,2,3,6,6,6,6,5,4,3,3,1,1625,1,3,1,2,"Latino First-Gen Striver","non_FASt_1_11",0.374596933639227
1,5,-1.2916,7,3,-1.2154,1,0,0,3,-1.4818,3,0.707,1,"Hispanic/Latino","With family (commuting)","Male",0,4,0,-0.8,-1.32778,0,24,1.9,2.9,3,4,3,3,3,3,3,3,3,2,2,3,2,3,3,4,4,4,4,4,3,5,4,5,5,5,3,2,2,3,1626,1,1,0,2,"Latino First-Gen Striver","non_FASt_1_11",0.500384086485243
1,7,0.7084,7,3,-1.2154,1,0,0,2,-2.4818,1,-1.293,1,"Asian","With family (commuting)","Male",0,27,1,1.5,0.972219999999996,0.972219999999996,13,0.8,1.8,2,2,2,3,3,3,2,3,1,2,2,2,1,2,3,4,5,5,6,5,5,3,4,4,4,4,1,1,2,4,1627,2,6,1,4,"Asian First-Gen Navigator","FASt_12plus",1.65809504719893
0,5,-1.2916,6,2,-2.2154,1,0,1,5,0.5182,3,0.707,1,"Hispanic/Latino","With family (commuting)","Male",0,7,0,-0.5,-1.02778,0,-13,-1.8,-0.8,2,2,2,3,3,3,3,3,2,2,2,2,2,3,3,4,4,4,4,NA,5,3,3,4,4,3,3,3,3,2,1628,1,3,1,2,"Latino First-Gen Striver","non_FASt_1_11",0.410605250567882
0,7,0.7084,7,7,2.7846,0,0,1,5,0.5182,1,-1.293,0,"Asian","With family (commuting)","Male",0,5,0,-0.7,-1.22778,0,-4,-0.9,0.1,3,4,3,3,3,4,3,3,4,3,4,3,3,3,3,2,2,2,2,2,2,6,6,5,5,5,1,1,1,2,1629,1,1,0,10,"Continuing-Gen Cruiser","non_FASt_1_11",1.53696743075875
1,6,-0.2916,7,3,-1.2154,1,0,0,4,-0.4818,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Female",0,2,0,-1,-1.52778,0,28,2.3,3.3,3,2,3,3,3,3,4,3,3,2,3,2,3,2,2,2,2,2,2,NA,3,4,4,3,4,3,2,2,2,1,1630,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",0.636092562866563
0,7,0.7084,7,7,2.7846,0,0,0,5,0.5182,2,-0.293,0,"Asian","With family (commuting)","Male",0,41,1,2.9,2.37222,2.37222,18,1.3,2.3,2,2,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,NA,4,4,4,6,7,6,6,6,2,2,2,2,1631,2,4,1,3,"Asian High-Pressure Achiever","FASt_12plus",1.01038781607389
0,5,-1.2916,7,4,-0.2154,1,0,1,7,2.5182,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Female",0,2,0,-1,-1.52778,0,-3,-0.8,0.2,3,3,3,2,3,2,2,3,3,2,3,2,2,3,3,4,NA,4,4,5,3,4,3,4,3,3,2,3,3,1,1632,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.640837164288594
0,7,0.7084,7,5,0.7846,0,0,0,7,2.5182,2,-0.293,0,"White","On-campus (residence hall)","Male",0,45,1,3.3,2.77222,2.77222,1,-0.4,0.6,3,3,3,3,2,3,3,2,4,4,4,4,4,3,3,3,3,2,3,3,NA,4,4,5,4,5,2,2,1,2,1633,2,5,1,10,"Continuing-Gen Cruiser","FASt_12plus",1.38904673183175
1,8,1.7084,7,8,3.7846,0,0,1,3,-1.4818,2,-0.293,0,"White","With family (commuting)","Female",0,22,1,1,0.472219999999996,0.472219999999996,-2,-0.7,0.3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,2,6,6,6,6,6,2,3,3,2,1634,2,7,1,10,"Continuing-Gen Cruiser","FASt_12plus",0.620769283128328
0,6,-0.2916,7,2,-2.2154,1,1,0,3,-1.4818,3,0.707,1,"Hispanic/Latino","With family (commuting)","Female",1,8,0,-0.4,-0.927780000000004,0,34,2.9,3.9,2,3,3,3,4,3,3,3,2,3,3,2,3,2,2,4,4,4,4,4,4,5,5,4,5,4,3,2,2,1,1635,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.716813580391078
