"cohort","hgrades","hgrades_c","Cgrades","bparented","bparented_c","pell","hapcl","hprecalc13","hchallenge","hchallenge_c","cSFcareer","cSFcareer_c","firstgen","re_all","living18","sex","StemMaj","trnsfr_cr","x_FASt","credit_dose","credit_dose_c","XZ_c","r","r_minus","r_plus","sbmyself","sbvalued","sbcommunity","pgthink","pganalyze","pgwork","pgvalues","pgprobsolve","SEwellness","SEnonacad","SEactivities","SEacademic","SEdiverse","evalexp","sameinst","MHWdacad","MHWdlonely","MHWdmental","MHWdexhaust","MHWdsleep","MHWdfinancial","QIstudent","QIadvisor","QIfaculty","QIstaff","QIadmin","SFcareer","SFotherwork","SFdiscuss","SFperform","id","DE_group_temp","hdc17","DC_student","archetype_id","archetype_name","credit_band"
1,6,-0.2412,7,1.58204571948035,-1.28225155541975,1,1,0,2.35900985239809,-0.666020188602046,3.67676639769253,0.492507104623455,0,"Hispanic/Latino","With family (commuting)","Female",0,18,1,0.6,0.861440000000009,0.861440000000009,6,0,0.6,2,1,2,3,3,3,3,3,4,3,4,4,3,4,4,2,1,3,2,4,2,5,5,3,4,3,3,3,3,3,760,2,7,1,4,"Asian First-Gen Navigator","FASt_12plus"
1,7,0.7588,5,4.65422916302982,1.78993188812972,1,0,1,3.96110749818616,0.936077457186024,2.70655951180261,-0.477699781266465,0,"White","Off-campus (rent/apartment)","Female",1,38,1,2.6,2.86144000000001,2.86144000000001,26,0,2.6,3,2,1,3,3,2,2,3,2,3,2,2,2,3,3,5,2,6,4,5,2,6,6,6,5,4,2,3,2,3,761,2,7,1,1,"Latina Commuter Caretaker","FASt_12plus"
1,8,1.7588,7,2.92593909028795,0.061641815387846,1,0,1,2.85103979049468,-0.173990250505456,2.169808139857,-1.01445115321208,0,"Hispanic/Latino","With family (commuting)","Female",1,32,1,2,2.26144000000001,2.26144000000001,20,0,2,3,3,3,3,2,2,2,2,2,1,2,3,3,2,3,4,4,3,5,3,2,4,4,6,4,4,2,2,2,2,762,2,7,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
1,8,1.7588,6,3.14651627572691,0.282219000826806,0,1,0,3.07999775359448,0.054967712594344,1.25450349080779,-1.92975580226129,0,"White","Off-campus (rent/apartment)","Female",0,22,1,1,1.26144000000001,1.26144000000001,10,0,1,2,3,3,3,3,4,3,3,3,3,3,3,4,3,3,2,4,3,5,4,3,4,3,6,3,4,3,3,3,3,763,2,7,1,4,"Asian First-Gen Navigator","FASt_12plus"
0,7,0.7588,7,1.35537161551383,-1.50892565938627,1,1,0,2.32947319404903,-0.695556846951106,2.08893724912667,-1.09532204394241,1,"Hispanic/Latino","With family (commuting)","Female",0,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,4,3,2,2,3,3,3,3,3,3,2,3,2,3,3,4,5,4,5,4,4,3,4,3,2,4,2,2,2,2,764,0,1,0,3,"Asian High-Pressure Achiever","non_DE"
0,8,1.7588,7,3.76179170683923,0.897494431939126,1,1,1,2.20190580275005,-0.823124238250086,3.09895772015353,-0.0853015729155451,1,"White","On-campus (residence hall)","Male",0,25,1,1.3,1.56144000000001,1.56144000000001,13,0,1.3,1,2,1,3,3,3,3,3,2,2,2,2,2,2,1,5,4,3,6,4,6,6,3,7,5,4,2,2,2,3,765,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,4,-2.2412,7,4.34770252875888,1.48340525385878,1,0,0,3.28905157643717,0.264021535437034,4.33514896808475,1.15088967501568,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,9,0,-0.3,-0.0385599999999905,0,-3,-0.3,0,2,3,2,2,3,3,3,3,3,2,2,3,3,3,4,1,3,1,3,2,2,5,4,5,3,3,2,3,3,2,766,1,6,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
1,6,-0.2412,3,1.27933628521949,-1.58496098968061,1,1,0,2.90592214592468,-0.119107895075456,3.53868625430734,0.354426961238265,1,"Hispanic/Latino","With family (commuting)","Female",0,52,1,4,4.26144000000001,4.26144000000001,40,0,4,2,2,1,3,3,3,3,2,2,2,3,3,3,4,4,6,5,5,6,6,6,5,4,5,5,5,2,2,3,2,767,2,7,1,1,"Latina Commuter Caretaker","FASt_12plus"
1,7,0.7588,7,3.99669715660658,1.13239988170648,1,1,0,3.86003012529293,0.835000084292794,2.46119011036551,-0.723069182703565,0,"Hispanic/Latino","Off-campus (rent/apartment)","Female",0,10,0,-0.2,0.0614400000000094,0,-2,-0.2,0,3,2,2,3,3,3,3,3,3,2,3,2,3,2,2,4,2,4,5,5,1,3,5,3,4,3,3,2,2,2,768,1,6,1,10,"Continuing-Gen Cruiser","non_FASt_1_11"
1,6,-0.2412,4,5.71516513314766,2.85086785824756,1,1,1,1.68507196243835,-1.33995807856179,1.89415734508938,-1.2901019479797,0,"White","On-campus (residence hall)","Female",1,9,0,-0.3,-0.0385599999999905,0,-3,-0.3,0,3,3,3,3,3,2,3,3,2,3,2,2,3,4,3,4,3,5,5,3,4,6,4,6,5,5,3,3,3,3,769,1,6,1,6,"White Residential Traditional","non_FASt_1_11"
1,5,-1.2412,6,3.11382644453039,0.249529169630286,1,1,0,1.2491530849551,-1.77587695604504,4.91463262633413,1.73037333326505,0,"Black/African American","With family (commuting)","Male",0,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,4,3,3,3,3,2,3,4,3,2,2,2,2,2,3,6,5,4,2,5,5,6,5,6,7,6,3,3,3,3,770,0,1,0,1,"Latina Commuter Caretaker","non_DE"
0,5,-1.2412,8,2.80798651310662,-0.0563107617934842,1,0,0,2.03808786285922,-0.986942178140916,2.07034036165382,-1.11391893141526,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,3,2,2,4,4,3,3,2,3,2,3,3,3,3,4,1,2,3,1,3,2,5,5,5,6,3,3,2,3,2,771,0,1,0,6,"White Residential Traditional","non_DE"
1,7,0.7588,6,1.94505788571293,-0.919239389187174,0,1,0,1.15871238663644,-1.8663176543637,2.68671345771747,-0.497545835351605,1,"Black/African American","Off-campus (rent/apartment)","Female",0,6,0,-0.6,-0.338559999999991,0,-6,-0.6,0,3,2,2,3,3,3,3,3,2,2,2,2,2,4,4,3,3,5,3,6,3,5,4,6,2,2,2,3,3,3,772,1,4,1,6,"White Residential Traditional","non_FASt_1_11"
1,8,1.7588,4,2.32631195086669,-0.537985324033414,0,0,0,2.73413425401428,-0.290895786985856,2.15960197598418,-1.0246573170849,1,"Hispanic/Latino","On-campus (residence hall)","Female",1,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,2,2,2,3,1,2,2,2,3,3,2,3,3,2,3,4,3,6,5,3,4,6,5,5,3,5,3,3,3,3,773,0,1,0,8,"Multiracial Bridge-Builder","non_DE"
0,4,-2.2412,4,2.28491422260669,-0.579383052293414,1,1,0,2.74108850081889,-0.283941540181246,4.08995754979949,0.905698256730415,0,"White","With family (commuting)","Male",0,17,1,0.5,0.76144000000001,0.76144000000001,5,0,0.5,3,2,2,2,2,2,3,2,3,3,3,3,3,3,4,2,3,1,6,3,2,4,4,5,4,3,3,3,3,3,774,2,7,1,2,"Latino First-Gen Striver","FASt_12plus"
1,6,-0.2412,6,5.1167175792615,2.2524203043614,1,0,0,2.8163063884888,-0.208723652511336,4.18176069955956,0.997501406490485,0,"Hispanic/Latino","Off-campus (rent/apartment)","Female",0,12,1,0,0.261440000000009,0.261440000000009,0,0,0,2,3,3,3,3,2,3,3,3,3,2,3,4,3,3,1,4,4,1,6,4,1,5,2,3,1,3,2,3,2,775,2,7,1,6,"White Residential Traditional","FASt_12plus"
0,6,-0.2412,8,3.14790864865358,0.283611373753476,1,0,1,3.27550592382592,0.250475882825784,2.91554290989747,-0.268716383171605,0,"Asian","Off-campus (rent/apartment)","Female",0,9,0,-0.3,-0.0385599999999905,0,-3,-0.3,0,4,4,4,4,4,4,4,4,3,3,2,3,2,4,4,5,4,3,3,3,3,7,5,7,5,5,3,3,3,3,776,1,6,1,7,"White Commuter Working","non_FASt_1_11"
0,5,-1.2412,5,2.98235675427891,0.118059479378806,0,1,0,1.65403356738375,-1.37099647361639,1.42838456496671,-1.75587472810237,0,"Hispanic/Latino","With family (commuting)","Male",0,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,2,3,2,3,3,3,3,3,2,2,3,3,3,4,4,1,3,2,4,3,1,5,6,4,6,4,3,2,2,3,777,0,1,0,4,"Asian First-Gen Navigator","non_DE"
1,6,-0.2412,6,3.88972490306862,1.02542762816852,1,1,0,2.00227353181854,-1.0227565091816,3.53767668415129,0.353417391082215,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,10,0,-0.2,0.0614400000000094,0,-2,-0.2,0,2,3,3,3,3,3,3,3,2,3,3,3,2,2,3,6,5,6,5,6,5,4,5,5,4,2,3,2,2,2,778,1,6,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,4,-2.2412,4,2.01417449055348,-0.850122784346624,1,0,0,3.20347238986336,0.178442348863224,2.41944123186826,-0.764818061200815,1,"Black/African American","Off-campus (rent/apartment)","Female",0,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,3,3,3,2,2,2,3,2,3,2,2,3,3,4,3,1,1,1,2,3,1,7,6,6,5,3,4,3,3,3,779,0,1,0,1,"Latina Commuter Caretaker","non_DE"
0,5,-1.2412,6,2.18983421645414,-0.674463058445964,1,1,0,2.27165676220178,-0.753373278798356,3.62694751690862,0.442688223839545,1,"Hispanic/Latino","Off-campus (rent/apartment)","Female",0,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,3,2,2,3,3,3,2,3,4,3,3,3,4,3,2,1,4,2,3,4,4,5,6,4,5,5,2,2,2,2,780,0,1,0,1,"Latina Commuter Caretaker","non_DE"
1,5,-1.2412,4,4.95913312098703,2.09483584608693,1,0,0,2.57391474790482,-0.451115293095316,2.25781592652674,-0.926443366542335,0,"Hispanic/Latino","With family (commuting)","Female",0,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,3,3,2,3,2,2,2,2,2,3,2,3,3,3,2,3,2,2,3,1,1,3,3,3,5,2,2,2,3,2,781,0,1,0,2,"Latino First-Gen Striver","non_DE"
0,7,0.7588,6,3.6689444589623,0.804647184062196,0,1,0,2.48518713251666,-0.539842908483476,2.57548195199347,-0.608777341075605,0,"Hispanic/Latino","Off-campus (rent/apartment)","Female",0,12,1,0,0.261440000000009,0.261440000000009,0,0,0,4,4,3,3,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,3,4,5,7,7,7,6,3,3,3,2,782,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,7,0.7588,5,1.13926083022377,-1.72503644467633,1,1,0,2.82250631627099,-0.202523724729146,0.787216755475444,-2.39704253759363,1,"Hispanic/Latino","With family (commuting)","Male",0,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,2,2,1,3,2,3,2,2,2,2,2,2,2,4,2,6,4,6,6,4,4,5,6,6,6,6,3,2,2,2,783,0,1,0,10,"Continuing-Gen Cruiser","non_DE"
1,7,0.7588,6,2.42542660652734,-0.438870668372764,0,0,0,1.39636118027044,-1.6286688607297,4.56962546100664,1.38536616793757,1,"Hispanic/Latino","With family (commuting)","Female",1,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,3,3,3,2,2,3,2,1,3,3,3,3,2,3,4,5,4,2,4,1,5,4,2,6,3,3,3,2,3,2,784,0,1,0,2,"Latino First-Gen Striver","non_DE"
0,7,0.7588,6,4.52917273985936,1.66487546495926,1,0,1,2.8025046142448,-0.222525426755336,3.33861084102564,0.154351547956565,0,"Other/Multiracial/Unknown","With family (commuting)","Female",1,35,1,2.3,2.56144000000001,2.56144000000001,23,0,2.3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,2,5,4,5,3,5,2,5,5,7,5,5,1,3,2,3,785,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,6,-0.2412,5,3.35168310321054,0.487385828310436,0,1,1,2.14350019792247,-0.881529843077666,4.36227366334705,1.17801437027798,0,"Hispanic/Latino","With family (commuting)","Female",1,17,1,0.5,0.76144000000001,0.76144000000001,5,0,0.5,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,6,4,4,6,2,4,5,5,5,5,3,3,4,3,3,786,2,7,1,8,"Multiracial Bridge-Builder","FASt_12plus"
1,6,-0.2412,4,5.0041618912479,2.1398646163478,0,1,0,2.99330480131259,-0.031725239687546,1.60357686716594,-1.58068242590314,0,"Other/Multiracial/Unknown","Off-campus (rent/apartment)","Female",0,6,0,-0.6,-0.338559999999991,0,-6,-0.6,0,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,3,4,6,4,2,4,4,4,4,1,3,2,2,2,787,1,4,1,10,"Continuing-Gen Cruiser","non_FASt_1_11"
1,5,-1.2412,6,3.90404518151979,1.03974790661969,1,0,0,4.17650341256157,1.15147337156143,4.16196852956128,0.977709236492205,0,"Hispanic/Latino","With family (commuting)","Female",0,4,0,-0.8,-0.538559999999991,0,-8,-0.8,0,2,2,2,2,2,2,2,3,3,3,3,4,3,3,3,2,5,3,6,2,3,3,3,3,3,4,3,2,2,2,788,1,3,1,4,"Asian First-Gen Navigator","non_FASt_1_11"
0,6,-0.2412,5,3.68056508132016,0.816267806420056,1,0,1,1.56078275750392,-1.46424728349622,3.1223162777994,-0.0619430152696752,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,5,0,-0.7,-0.43855999999999,0,-7,-0.7,0,3,4,3,2,2,2,3,2,3,2,3,3,3,3,3,2,2,5,2,5,1,7,6,6,7,5,3,3,2,3,789,1,4,1,3,"Asian High-Pressure Achiever","non_FASt_1_11"
0,6,-0.2412,4,2.67678458311199,-0.187512691788114,0,1,0,2.91533239698075,-0.109697644019386,3.91675984667934,0.732500553610265,0,"Other/Multiracial/Unknown","Off-campus (rent/apartment)","Female",0,12,1,0,0.261440000000009,0.261440000000009,0,0,0,3,2,2,3,3,3,3,2,2,3,2,3,3,2,3,3,2,2,1,3,5,3,4,4,4,4,3,2,2,3,790,2,7,1,6,"White Residential Traditional","FASt_12plus"
0,6,-0.2412,5,4.76314158077509,1.89884430587499,0,0,1,3.68385277386892,0.658822732868784,3.2808357664376,0.096576473368525,0,"Asian","With family (commuting)","Female",0,13,1,0.1,0.361440000000009,0.361440000000009,1,0,0.1,4,3,2,2,3,3,2,3,2,2,1,2,3,3,4,5,4,2,1,4,2,6,7,6,6,6,3,3,3,3,791,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,7,0.7588,5,2.08803551830709,-0.776261756593014,0,0,1,2.28664928605131,-0.738380754948826,3.61074342405482,0.426484130985745,1,"Hispanic/Latino","Off-campus (rent/apartment)","Female",0,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,3,2,3,3,3,3,3,3,1,2,2,2,2,3,4,1,1,2,1,2,1,3,3,4,3,4,3,3,3,3,792,0,1,0,4,"Asian First-Gen Navigator","non_DE"
1,6,-0.2412,7,3.68368128608314,0.819384011183036,0,0,1,2.3991074956814,-0.625922545318736,1.95318081384033,-1.23107847922875,0,"Hispanic/Latino","With family (commuting)","Female",1,15,1,0.3,0.56144000000001,0.56144000000001,3,0,0.3,3,2,3,2,2,3,2,3,4,3,3,3,3,4,4,2,2,2,5,4,1,4,4,5,2,3,2,2,2,2,793,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,7,0.7588,8,3.7306450793412,0.866347804441096,1,1,1,2.91358299834342,-0.111447042656716,3.67716251549556,0.492903222426485,0,"Asian","On-campus (residence hall)","Female",0,29,1,1.7,1.96144000000001,1.96144000000001,17,0,1.7,2,2,3,3,3,3,3,4,3,2,2,2,3,4,4,3,1,1,4,5,1,6,5,5,6,5,3,3,3,3,794,2,7,1,7,"White Commuter Working","FASt_12plus"
0,7,0.7588,6,5.05919917623803,2.19490190133793,0,1,0,2.53448068576306,-0.490549355237076,3.13055589629179,-0.0537033967772853,0,"Asian","On-campus (residence hall)","Female",1,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,4,4,3,3,2,3,3,3,3,3,3,4,4,4,3,5,3,2,4,5,3,4,6,5,6,4,4,3,4,3,795,0,1,0,1,"Latina Commuter Caretaker","non_DE"
1,7,0.7588,3,5.98152608774097,3.11722881284087,1,1,1,3.40563156604212,0.380601525041984,2.50689998492924,-0.677359308139835,0,"Other/Multiracial/Unknown","With family (commuting)","Female",0,32,1,2,2.26144000000001,2.26144000000001,20,0,2,3,4,4,2,2,3,3,2,2,1,2,1,2,4,3,4,5,4,3,3,2,7,4,7,4,5,3,2,3,2,796,2,7,1,1,"Latina Commuter Caretaker","FASt_12plus"
0,4,-2.2412,7,2.31228938995336,-0.552007884946744,1,0,0,3.4588328484204,0.433802807420264,3.09824221006252,-0.086017083006555,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,3,3,4,3,3,3,3,3,3,3,2,3,3,2,3,3,4,4,3,4,3,6,7,7,6,6,2,3,3,3,797,0,1,0,6,"White Residential Traditional","non_DE"
0,4,-2.2412,7,1.87254688796763,-0.991750386932474,0,1,1,3.39162282200501,0.366592781004874,3.42690430284913,0.242645009780055,1,"White","On-campus (residence hall)","Male",1,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,2,2,2,3,3,3,3,4,2,3,2,3,3,3,3,4,1,1,2,1,1,7,6,6,5,6,3,2,2,2,798,0,1,0,10,"Continuing-Gen Cruiser","non_DE"
1,6,-0.2412,7,2.85501161166352,-0.00928566323658409,1,1,1,2.85244205598338,-0.172587985016756,1.78498082204575,-1.39927847102333,1,"Hispanic/Latino","With family (commuting)","Female",0,19,1,0.7,0.961440000000009,0.961440000000009,7,0,0.7,3,3,3,2,3,3,3,3,2,3,3,3,2,2,2,5,2,3,6,5,5,5,5,6,4,4,3,3,3,3,799,2,7,1,2,"Latino First-Gen Striver","FASt_12plus"
0,6,-0.2412,7,2.65649017979049,-0.207807095109614,0,0,0,3.46432783695528,0.439297795955144,3.96366494649192,0.779405653422845,1,"Asian","With family (commuting)","Male",0,32,1,2,2.26144000000001,2.26144000000001,20,0,2,3,3,2,3,3,2,2,3,3,2,2,2,2,3,3,6,4,4,3,6,4,5,3,3,4,3,3,3,3,2,800,2,7,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
0,6,-0.2412,7,3.26724155078348,0.402944275883376,1,1,0,2.07840970212594,-0.946620338874196,2.7003778781051,-0.483881414963975,0,"Hispanic/Latino","On-campus (residence hall)","Female",1,17,1,0.5,0.76144000000001,0.76144000000001,5,0,0.5,4,4,4,3,3,3,2,4,3,3,3,3,2,4,4,6,5,3,2,3,2,7,7,7,6,5,3,3,3,3,801,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,7,0.7588,7,2.34393282538546,-0.520364449514644,1,0,0,3.93988947200555,0.914859431005414,4.56158789260406,1.37732859953499,1,"Hispanic/Latino","With family (commuting)","Male",0,1,0,-1.1,-0.838559999999991,0,-11,-1.1,0,4,3,3,3,3,3,3,3,3,2,4,3,2,3,4,4,3,1,3,2,3,5,4,3,4,5,3,3,3,3,802,1,2,1,4,"Asian First-Gen Navigator","non_FASt_1_11"
1,8,1.7588,7,1.91273322867979,-0.951564046220314,0,0,0,2.61471778074855,-0.410312260251586,4.04348413405595,0.859224840986875,1,"Other/Multiracial/Unknown","Off-campus (rent/apartment)","Male",0,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,3,2,2,3,3,3,3,3,3,3,4,3,3,4,4,3,3,3,1,5,4,6,5,5,6,4,3,2,3,3,803,0,1,0,3,"Asian High-Pressure Achiever","non_DE"
0,5,-1.2412,5,1.94913961919819,-0.915157655701914,0,1,0,4.0996694688001,1.07463942779996,1.87665529451497,-1.30760399855411,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",1,2,0,-1,-0.73855999999999,0,-10,-1,0,2,3,2,3,3,3,2,2,3,2,2,3,2,3,4,6,4,2,4,2,1,6,7,6,6,6,3,3,3,3,804,1,2,1,10,"Continuing-Gen Cruiser","non_FASt_1_11"
0,5,-1.2412,6,3.82381850472293,0.959521229822826,0,0,0,3.07283061042502,0.0478005694248842,3.4042435009988,0.219984207929725,0,"Other/Multiracial/Unknown","On-campus (residence hall)","Male",0,5,0,-0.7,-0.43855999999999,0,-7,-0.7,0,3,4,3,4,3,3,3,3,2,2,2,3,3,4,4,3,2,6,6,4,2,5,4,5,4,3,3,3,3,3,805,1,4,1,3,"Asian High-Pressure Achiever","non_FASt_1_11"
1,6,-0.2412,5,2.78870074474812,-0.0755965301519841,0,1,0,4.52767265621704,1.5026426152169,2.7946455494474,-0.389613743621675,1,"Hispanic/Latino","With family (commuting)","Male",0,4,0,-0.8,-0.538559999999991,0,-8,-0.8,0,2,2,1,3,3,3,3,2,3,3,3,3,3,3,3,6,4,5,5,5,5,4,1,2,2,3,2,3,3,3,806,1,3,1,10,"Continuing-Gen Cruiser","non_FASt_1_11"
0,6,-0.2412,5,1.09774468659771,-1.76655258830239,1,0,0,2.9048723207825,-0.120157720217636,1.72291060268986,-1.46134869037922,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,10,0,-0.2,0.0614400000000094,0,-2,-0.2,0,2,3,2,2,2,2,2,3,2,2,2,3,2,3,3,3,4,3,2,6,4,4,4,4,4,3,3,3,2,3,807,1,6,1,10,"Continuing-Gen Cruiser","non_FASt_1_11"
1,5,-1.2412,6,3.62796072273206,0.763663447831956,1,0,1,3.62479699328176,0.599766952281624,2.01925484551243,-1.16500444755665,0,"Hispanic/Latino","Off-campus (rent/apartment)","Female",0,3,0,-0.9,-0.638559999999991,0,-9,-0.9,0,3,3,4,3,3,3,3,3,3,2,3,3,3,4,3,5,6,3,6,5,5,5,5,5,6,5,3,3,3,3,808,1,3,1,7,"White Commuter Working","non_FASt_1_11"
1,8,1.7588,7,3.16909886082284,0.304801585922736,1,1,1,5.24783473378216,2.22280469278202,3.31091146579529,0.126652172726215,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",1,18,1,0.6,0.861440000000009,0.861440000000009,6,0,0.6,3,2,3,3,3,2,3,3,2,3,2,3,2,3,3,3,4,3,4,2,4,6,6,5,5,6,3,3,3,3,809,2,7,1,7,"White Commuter Working","FASt_12plus"
0,7,0.7588,7,4.88950041182241,2.02520313692231,1,0,1,3.76656036172113,0.741530320720994,3.39185239544896,0.207593102379885,0,"Asian","With family (commuting)","Female",1,1,0,-1.1,-0.838559999999991,0,-11,-1.1,0,4,2,2,2,3,2,3,3,2,2,2,2,3,3,3,3,4,2,3,4,1,5,4,4,6,6,3,3,3,3,810,1,2,1,10,"Continuing-Gen Cruiser","non_FASt_1_11"
0,7,0.7588,7,4.65283956788481,1.78854229298471,0,1,0,4.44506607601938,1.42003603501924,2.20091994439383,-0.983339348675245,0,"Hispanic/Latino","On-campus (residence hall)","Female",1,12,1,0,0.261440000000009,0.261440000000009,0,0,0,3,3,2,2,3,3,3,3,3,3,3,3,3,4,4,5,1,5,1,2,5,4,6,7,5,5,3,3,3,3,811,2,7,1,10,"Continuing-Gen Cruiser","FASt_12plus"
1,6,-0.2412,7,3.85989288798288,0.995595613082776,1,1,0,2.00925383529932,-1.01577620570082,3.79990517643717,0.615645883368095,0,"White","With family (commuting)","Male",0,12,1,0,0.261440000000009,0.261440000000009,0,0,0,2,3,2,3,3,3,3,4,3,2,2,2,3,2,2,5,3,4,3,5,3,3,3,3,4,2,3,2,2,2,812,2,7,1,1,"Latina Commuter Caretaker","FASt_12plus"
0,3,-3.2412,4,1.92495950051121,-0.939337774388894,1,0,0,3.01361700523423,-0.0114130357659059,3.84173348381435,0.657474190745275,1,"White","With family (commuting)","Male",0,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,3,3,3,2,3,3,3,2,3,3,3,2,2,4,4,2,6,2,5,5,3,5,7,5,6,4,3,3,3,3,813,0,1,0,1,"Latina Commuter Caretaker","non_DE"
0,7,0.7588,6,3.39998292821832,0.535685653318216,1,0,1,3.28635075647677,0.261320715476634,3.32574442727806,0.141485134208985,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,8,0,-0.4,-0.138559999999991,0,-4,-0.4,0,3,3,3,2,2,2,2,3,3,2,3,3,2,3,3,6,3,6,6,5,6,6,4,6,4,5,3,2,2,3,814,1,5,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,7,0.7588,4,3.22941298754483,0.365115712644726,1,1,0,4.29118051834389,1.26615047734375,1.72291821257038,-1.4613410804987,1,"White","Off-campus (rent/apartment)","Male",0,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,3,3,3,3,2,2,3,3,2,2,2,3,2,2,3,3,6,6,6,6,6,6,5,3,5,5,3,3,2,3,815,0,1,0,3,"Asian High-Pressure Achiever","non_DE"
1,7,0.7588,6,1.64328759276332,-1.22100968213678,1,0,1,2.29761029692885,-0.727419744071286,1.90714908853405,-1.27711020453503,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,2,0,-1,-0.73855999999999,0,-10,-1,0,2,2,2,2,3,3,3,2,3,3,3,3,3,3,2,2,2,2,5,5,5,6,3,5,5,5,2,3,2,2,816,1,2,1,10,"Continuing-Gen Cruiser","non_FASt_1_11"
1,6,-0.2412,5,2.2963250626682,-0.567972212231904,0,1,0,3.47925633839651,0.454226297396374,4.4089786337527,1.22471934068363,1,"Hispanic/Latino","With family (commuting)","Female",0,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,3,3,4,2,3,3,3,3,3,2,3,3,3,3,3,3,1,3,1,3,2,6,6,7,6,4,3,3,3,3,817,0,1,0,1,"Latina Commuter Caretaker","non_DE"
0,8,1.7588,6,1.57467509577342,-1.28962217912668,0,0,1,2.36793488841558,-0.657095152584556,2.79669595572651,-0.387563337342565,1,"Black/African American","Off-campus (rent/apartment)","Male",1,9,0,-0.3,-0.0385599999999905,0,-3,-0.3,0,2,3,2,2,3,3,3,3,3,3,3,4,3,4,4,6,1,5,6,6,4,5,4,4,6,3,2,3,3,2,818,1,6,1,10,"Continuing-Gen Cruiser","non_FASt_1_11"
1,8,1.7588,8,1.83344886705927,-1.03084840784083,1,0,1,3.45862754983441,0.433597508834274,4.36574008555649,1.18148079248741,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,1,2,1,4,3,3,2,3,2,2,2,2,2,3,4,4,2,5,5,4,5,4,4,5,4,4,3,2,3,2,819,0,1,0,3,"Asian High-Pressure Achiever","non_DE"
0,5,-1.2412,6,2.01013009432744,-0.854167180572664,1,0,0,3.91517969688313,0.890149655882994,4.00230352643083,0.818044233361755,1,"Black/African American","With family (commuting)","Female",0,8,0,-0.4,-0.138559999999991,0,-4,-0.4,0,2,3,3,3,3,4,3,4,2,2,2,2,2,3,4,4,1,1,4,3,1,4,4,4,5,3,3,3,2,3,820,1,5,1,10,"Continuing-Gen Cruiser","non_FASt_1_11"
0,8,1.7588,5,3.60300900856087,0.738711733660766,0,1,0,3.92029136705275,0.895261326052614,5.78021636452393,2.59595707145486,0,"Hispanic/Latino","With family (commuting)","Female",0,0,0,-1.2,-0.93855999999999,0,-12,-1.2,0,3,3,3,2,2,2,3,3,2,2,2,3,3,4,4,3,2,4,1,3,1,7,6,5,5,5,3,3,2,3,821,0,1,0,3,"Asian High-Pressure Achiever","non_DE"
