cohort,hgrades,hgrades_c,Cgrades,bparented,bparented_c,pell,hapcl,hprecalc13,hchallenge,hchallenge_c,cSFcareer,cSFcareer_c,firstgen,re_all,living18,sex,StemMaj,trnsfr_cr,x_FASt,credit_dose,credit_dose_c,XZ_c,r,r_minus,r_plus,sbmyself,sbvalued,sbcommunity,pgthink,pganalyze,pgwork,pgvalues,pgprobsolve,SEwellness,SEnonacad,SEactivities,SEacademic,SEdiverse,evalexp,sameinst,MHWdacad,MHWdlonely,MHWdmental,MHWdexhaust,MHWdsleep,MHWdfinancial,QIstudent,QIadvisor,QIfaculty,QIstaff,QIadmin,SFcareer,SFotherwork,SFdiscuss,SFperform,id,DE_group_temp,hdc17,DC_student
1,6,-0.6163999999999996,7,8,1.9588,1,0,0,5,0.5182000000000002,4,1.6842000000000001,1,Asian,With family (commuting),Female,0,3,0,0.0,-1.0654885001324295,-0.0,5,0.0,1.0,2,2,2,2,2,3,2,3,2,2,2,1,2,3,3,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,4,2,2,1,1474,1,1,0
0,7,0.3836000000000004,6,8,1.9588,1,1,0,4,-0.4817999999999998,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Male,0,5,0,0.0,-1.0654885001324295,-0.0,-15,-2.0,-1.0,2,2,2,3,3,4,3,3,2,2,1,2,2,2,2,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,,4.0,2,1,2,3,1475,1,3,1
0,6,-0.6163999999999996,7,6,-0.0411999999999999,1,0,1,3,-1.4817999999999998,1,-1.3157999999999999,1,White,Off-campus (rent/apartment),Female,0,11,0,0.0,-1.0654885001324295,-0.0,6,0.09999999999999998,1.1,2,2,2,3,3,2,2,3,3,3,3,4,4,1,1,2.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,,1,2,3,2,1476,1,2,1
0,6,-0.6163999999999996,7,8,1.9588,1,0,0,4,-0.4817999999999998,3,0.6842000000000001,0,Black/African American,Off-campus (rent/apartment),Male,0,2,0,0.0,-1.0654885001324295,-0.0,-6,-1.1,-0.09999999999999998,4,3,3,4,4,3,3,3,3,3,3,2,3,2,3,3.0,3.0,,2.0,3.0,,3.0,3.0,3.0,3.0,3.0,3,2,2,2,1477,1,1,0
1,5,-1.6163999999999996,7,7,0.9588000000000001,1,0,1,3,-1.4817999999999998,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Male,0,28,1,1.6079847941268308,0.5424962939944014,0.5424962939944014,-5,-1.0,0.0,2,3,3,4,3,3,3,3,3,3,3,3,4,2,2,,4.0,4.0,4.0,4.0,4.0,5.0,,4.0,4.0,4.0,2,3,2,2,1478,2,6,1
0,6,-0.6163999999999996,7,6,-0.0411999999999999,1,0,1,6,1.5182000000000002,3,0.6842000000000001,1,Black/African American,On-campus (residence hall),Female,0,20,1,0.8518185469885282,-0.21366995314390125,-0.21366995314390125,-1,-0.6,0.4,2,2,2,2,2,3,2,2,3,3,2,2,2,3,3,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,3,2,2,2,1479,2,7,1
1,5,-1.6163999999999996,7,6,-0.0411999999999999,1,0,0,5,0.5182000000000002,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Female,0,6,0,0.0,-1.0654885001324295,-0.0,17,1.2,2.2,3,3,2,3,4,3,3,3,2,2,2,2,2,2,2,5.0,5.0,5.0,5.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,3,4,2,2,1480,1,2,1
1,8,1.3836000000000004,7,8,1.9588,0,1,0,4,-0.4817999999999998,1,-1.3157999999999999,0,Asian,On-campus (residence hall),Female,0,7,0,0.0,-1.0654885001324295,-0.0,6,0.09999999999999998,1.1,4,4,4,4,3,4,4,4,3,3,3,3,3,4,4,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,5.0,5.0,6.0,1,4,3,2,1481,1,1,0
0,8,1.3836000000000004,7,6,-0.0411999999999999,1,0,0,7,2.5182,3,0.6842000000000001,0,White,Off-campus (rent/apartment),Female,0,27,1,1.5087156885838797,0.44322718845145026,0.44322718845145026,28,2.3,3.3,3,3,3,3,3,4,3,3,2,2,1,2,3,3,3,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3,3,3,3,1482,2,6,1
1,6,-0.6163999999999996,6,5,-1.0412,1,1,0,5,0.5182000000000002,2,-0.31579999999999986,1,White,Off-campus (rent/apartment),Male,0,8,0,0.0,-1.0654885001324295,-0.0,27,2.2,3.2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,3,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2,2,3,3,1483,1,3,1
1,7,0.3836000000000004,7,6,-0.0411999999999999,0,0,1,7,2.5182,1,-1.3157999999999999,0,White,With family (commuting),Female,0,58,1,4.603296971135839,3.5378084710034092,3.5378084710034092,-2,-0.7,0.3,3,4,4,3,3,4,3,2,4,4,4,4,4,4,4,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,5.0,1,3,3,2,1484,2,5,1
1,6,-0.6163999999999996,7,5,-1.0412,1,1,1,4,-0.4817999999999998,3,0.6842000000000001,1,White,With family (commuting),Male,1,0,0,0.0,-1.0654885001324295,-0.0,27,2.2,3.2,2,2,2,4,3,4,4,4,3,4,3,3,3,2,3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,3,1,3,4,1485,0,3,1
1,8,1.3836000000000004,7,7,0.9588000000000001,0,1,0,5,0.5182000000000002,2,-0.31579999999999986,0,White,With family (commuting),Male,0,58,1,4.626861476763901,3.5613729766314717,3.5613729766314717,-13,-1.8,-0.8,3,3,3,2,3,3,3,2,3,3,3,3,4,3,3,3.0,3.0,3.0,3.0,3.0,2.0,6.0,6.0,6.0,6.0,5.0,2,2,3,2,1486,2,7,1
0,6,-0.6163999999999996,6,6,-0.0411999999999999,1,0,1,7,2.5182,1,-1.3157999999999999,1,Asian,With family (commuting),Male,0,0,0,0.0,-1.0654885001324295,-0.0,4,-0.09999999999999998,0.9,2,1,1,2,3,2,3,2,2,2,2,3,1,3,3,5.0,4.0,,4.0,4.0,4.0,3.0,,3.0,3.0,3.0,1,1,2,1,1487,0,2,1
1,7,0.3836000000000004,5,7,0.9588000000000001,1,0,0,5,0.5182000000000002,3,0.6842000000000001,1,White,With family (commuting),Female,0,10,0,0.0,-1.0654885001324295,-0.0,-1,-0.6,0.4,3,2,2,3,2,2,3,3,3,3,3,3,4,2,2,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,3,2,3,3,1488,1,3,1
0,6,-0.6163999999999996,6,7,0.9588000000000001,1,1,1,4,-0.4817999999999998,2,-0.31579999999999986,0,Other/Multiracial/Unknown,With family (commuting),Female,0,32,1,2.033949453059254,0.9684609529268244,0.9684609529268244,34,2.9,3.9,1,1,2,3,3,2,3,3,3,3,4,3,3,2,2,5.0,4.0,5.0,4.0,4.0,4.0,6.0,5.0,6.0,6.0,6.0,2,2,2,2,1489,2,7,1
1,6,-0.6163999999999996,5,7,0.9588000000000001,1,0,1,4,-0.4817999999999998,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Female,0,6,0,0.0,-1.0654885001324295,-0.0,-13,-1.8,-0.8,2,2,2,4,3,2,3,3,2,2,1,2,2,3,3,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3,1,2,3,1490,1,3,1
0,6,-0.6163999999999996,6,7,0.9588000000000001,1,0,1,4,-0.4817999999999998,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Male,0,11,0,0.0,-1.0654885001324295,-0.0,-12,-1.7,-0.7,3,3,3,3,3,3,2,2,3,3,3,4,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3,1,2,1,1491,1,1,0
1,7,0.3836000000000004,7,7,0.9588000000000001,1,0,0,4,-0.4817999999999998,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Male,0,1,0,0.0,-1.0654885001324295,-0.0,-6,-1.1,-0.09999999999999998,4,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,2,2,3,2,1492,1,1,0
1,7,0.3836000000000004,7,6,-0.0411999999999999,1,0,1,4,-0.4817999999999998,2,-0.31579999999999986,0,Hispanic/Latino,With family (commuting),Female,0,27,1,1.5483947876941229,0.4829062875616934,0.4829062875616934,-15,-2.0,-1.0,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,5.0,5.0,5.0,2,2,2,2,1493,2,7,1
0,5,-1.6163999999999996,7,5,-1.0412,0,0,0,5,0.5182000000000002,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Male,0,7,0,0.0,-1.0654885001324295,-0.0,7,0.19999999999999996,1.2,2,2,3,3,3,3,3,3,2,2,2,1,2,2,2,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,1,2,2,1494,1,1,0
0,5,-1.6163999999999996,7,5,-1.0412,1,0,0,5,0.5182000000000002,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Female,0,4,0,0.0,-1.0654885001324295,-0.0,6,0.09999999999999998,1.1,2,2,2,3,3,2,2,2,3,3,4,3,4,2,2,4.0,4.0,4.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,2,2,3,1,1495,1,3,1
1,8,1.3836000000000004,7,6,-0.0411999999999999,1,0,1,5,0.5182000000000002,2,-0.31579999999999986,1,White,Off-campus (rent/apartment),Female,0,7,0,0.0,-1.0654885001324295,-0.0,34,2.9,3.9,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,6.0,2,2,3,2,1496,1,3,1
0,7,0.3836000000000004,7,6,-0.0411999999999999,0,1,1,5,0.5182000000000002,2,-0.31579999999999986,0,White,With family (commuting),Female,0,34,1,2.2644469119156945,1.198958411783265,1.198958411783265,-8,-1.3,-0.30000000000000004,4,4,3,4,3,3,3,3,4,4,4,4,4,3,3,2.0,2.0,2.0,2.0,2.0,3.0,5.0,6.0,6.0,5.0,6.0,2,3,2,1,1497,2,4,1
1,7,0.3836000000000004,7,8,1.9588,0,0,0,5,0.5182000000000002,2,-0.31579999999999986,0,Asian,Off-campus (rent/apartment),Female,0,28,1,1.6643646354860948,0.5988761353536654,0.5988761353536654,18,1.3,2.3,4,4,4,3,3,3,3,3,4,3,3,4,4,4,4,3.0,3.0,2.0,3.0,3.0,2.0,7.0,7.0,6.0,6.0,7.0,2,1,3,2,1498,2,6,1
0,7,0.3836000000000004,6,6,-0.0411999999999999,1,0,0,4,-0.4817999999999998,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Female,0,7,0,0.0,-1.0654885001324295,-0.0,-8,-1.3,-0.30000000000000004,3,3,4,3,3,3,4,2,3,3,2,3,4,3,3,2.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3,3,2,3,1499,1,1,0
0,5,-1.6163999999999996,6,6,-0.0411999999999999,1,0,0,5,0.5182000000000002,2,-0.31579999999999986,1,Black/African American,On-campus (residence hall),Female,1,3,0,0.0,-1.0654885001324295,-0.0,-10,-1.5,-0.5,2,2,2,3,3,3,2,2,2,2,2,2,2,3,3,4.0,3.0,3.0,3.0,4.0,4.0,7.0,6.0,6.0,7.0,7.0,2,2,3,1,1500,1,1,0
1,8,1.3836000000000004,7,7,0.9588000000000001,1,1,0,3,-1.4817999999999998,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Female,0,37,1,2.5556015697978083,1.4901130696653788,1.4901130696653788,16,1.1,2.1,4,3,4,3,2,2,3,3,3,4,3,3,4,3,3,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,3,3,2,1501,2,6,1
0,8,1.3836000000000004,7,5,-1.0412,1,0,1,4,-0.4817999999999998,2,-0.31579999999999986,1,White,Off-campus (rent/apartment),Female,0,10,0,0.0,-1.0654885001324295,-0.0,-10,-1.5,-0.5,2,2,1,3,3,3,2,3,3,3,3,3,3,3,3,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,,2,2,2,2,1502,1,2,1
0,8,1.3836000000000004,7,5,-1.0412,1,0,0,4,-0.4817999999999998,3,0.6842000000000001,0,Hispanic/Latino,With family (commuting),Female,1,6,0,0.0,-1.0654885001324295,-0.0,27,2.2,3.2,2,2,2,3,4,3,4,4,2,2,3,3,2,3,3,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,3,2,3,2,1503,1,1,0
0,7,0.3836000000000004,6,5,-1.0412,1,1,0,5,0.5182000000000002,3,0.6842000000000001,1,Black/African American,On-campus (residence hall),Female,0,10,0,0.0,-1.0654885001324295,-0.0,0,-0.5,0.5,3,3,3,3,3,2,3,3,3,2,3,3,3,4,4,4.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,6.0,3,2,3,2,1504,1,3,1
1,7,0.3836000000000004,6,8,1.9588,1,0,0,6,1.5182000000000002,3,0.6842000000000001,1,Asian,With family (commuting),Male,1,22,1,1.0124470122180624,-0.053041487914367025,-0.053041487914367025,-1,-0.6,0.4,1,1,2,2,3,2,2,3,2,1,1,2,2,2,2,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3,1,2,1,1505,2,4,1
0,6,-0.6163999999999996,7,6,-0.0411999999999999,1,0,0,4,-0.4817999999999998,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Male,1,6,0,0.0,-1.0654885001324295,-0.0,-12,-1.7,-0.7,2,2,2,3,4,4,3,3,3,2,2,3,2,2,3,4.0,4.0,4.0,4.0,5.0,,6.0,5.0,5.0,5.0,5.0,3,1,2,1,1506,1,3,1
1,6,-0.6163999999999996,7,6,-0.0411999999999999,0,1,1,3,-1.4817999999999998,3,0.6842000000000001,0,White,On-campus (residence hall),Male,1,3,0,0.0,-1.0654885001324295,-0.0,20,1.5,2.5,4,4,4,3,3,3,3,3,3,2,3,3,3,4,4,3.0,2.0,2.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,3,1,3,2,1507,1,2,1
0,6,-0.6163999999999996,7,5,-1.0412,1,0,0,6,1.5182000000000002,4,1.6842000000000001,0,Other/Multiracial/Unknown,On-campus (residence hall),Female,0,1,0,0.0,-1.0654885001324295,-0.0,25,2.0,3.0,3,3,2,4,4,4,4,4,2,2,2,2,2,4,3,3.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4,3,1,1,1508,1,3,1
1,8,1.3836000000000004,7,7,0.9588000000000001,0,1,1,5,0.5182000000000002,2,-0.31579999999999986,1,Asian,With family (commuting),Female,1,49,1,3.74289469228081,2.6774061921483807,2.6774061921483807,-7,-1.2,-0.19999999999999996,2,2,2,3,3,2,3,3,3,4,3,3,3,2,2,5.0,5.0,5.0,5.0,5.0,6.0,3.0,4.0,3.0,3.0,3.0,2,3,3,1,1509,2,6,1
1,7,0.3836000000000004,6,6,-0.0411999999999999,0,1,1,6,1.5182000000000002,1,-1.3157999999999999,1,White,On-campus (residence hall),Female,0,72,1,6.001101770463616,4.935613270331187,4.935613270331187,16,1.1,2.1,4,4,4,2,2,3,3,2,3,3,3,3,4,3,3,3.0,2.0,,2.0,2.0,2.0,7.0,,7.0,,6.0,1,2,3,2,1510,2,4,1
1,7,0.3836000000000004,6,7,0.9588000000000001,1,0,1,4,-0.4817999999999998,3,0.6842000000000001,0,White,On-campus (residence hall),Female,0,72,1,6.015053605621948,4.949565105489519,4.949565105489519,16,1.1,2.1,4,4,4,3,3,3,4,3,3,3,3,3,3,4,4,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,,6.0,6.0,3,3,2,2,1511,2,7,1
1,7,0.3836000000000004,7,8,1.9588,1,0,1,4,-0.4817999999999998,1,-1.3157999999999999,0,Asian,With family (commuting),Male,0,9,0,0.0,-1.0654885001324295,-0.0,-9,-1.4,-0.4,3,3,3,2,3,3,3,2,3,4,3,4,3,3,3,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,1,1,2,4,1512,1,3,1
0,5,-1.6163999999999996,7,7,0.9588000000000001,1,1,1,4,-0.4817999999999998,2,-0.31579999999999986,0,White,Off-campus (rent/apartment),Female,0,3,0,0.0,-1.0654885001324295,-0.0,27,2.2,3.2,2,2,3,2,2,2,3,2,3,2,3,3,3,2,2,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2,3,3,3,1513,1,1,0
0,8,1.3836000000000004,7,8,1.9588,0,1,0,7,2.5182,3,0.6842000000000001,0,Asian,With family (commuting),Female,0,35,1,2.3638499514271603,1.2983614512947308,1.2983614512947308,-8,-1.3,-0.30000000000000004,4,4,3,3,3,3,2,3,3,3,2,3,3,4,4,6.0,6.0,5.0,,5.0,5.0,7.0,7.0,7.0,7.0,7.0,3,2,2,2,1514,2,6,1
1,5,-1.6163999999999996,6,7,0.9588000000000001,0,0,0,4,-0.4817999999999998,3,0.6842000000000001,1,Other/Multiracial/Unknown,On-campus (residence hall),Female,1,3,0,0.0,-1.0654885001324295,-0.0,26,2.1,3.1,3,3,3,3,2,3,3,2,4,4,4,4,4,3,4,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,3,2,1,2,1515,1,1,0
0,6,-0.6163999999999996,7,5,-1.0412,1,1,0,4,-0.4817999999999998,2,-0.31579999999999986,1,Hispanic/Latino,On-campus (residence hall),Male,0,31,1,1.946444817472371,0.8809563173399415,0.8809563173399415,29,2.4,3.4,4,4,4,4,4,4,4,3,2,2,3,3,2,4,4,4.0,3.0,3.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,2,2,3,2,1516,2,6,1
1,7,0.3836000000000004,7,6,-0.0411999999999999,1,0,0,5,0.5182000000000002,1,-1.3157999999999999,1,Hispanic/Latino,With family (commuting),Male,1,57,1,4.594882519964708,3.5293940198322784,3.5293940198322784,1,-0.4,0.6,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,4.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,5.0,1,1,2,2,1517,2,5,1
0,7,0.3836000000000004,7,6,-0.0411999999999999,0,1,0,3,-1.4817999999999998,3,0.6842000000000001,0,Asian,With family (commuting),Female,0,19,1,0.7755469772247701,-0.2899415229076594,-0.2899415229076594,-10,-1.5,-0.5,3,4,4,4,4,4,4,3,2,3,2,2,1,3,3,4.0,5.0,4.0,4.0,5.0,,6.0,6.0,7.0,6.0,6.0,3,2,3,1,1518,2,5,1
1,7,0.3836000000000004,7,6,-0.0411999999999999,1,0,1,5,0.5182000000000002,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Male,1,6,0,0.0,-1.0654885001324295,-0.0,25,2.0,3.0,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,5.0,5.0,,5.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,2,2,3,3,1519,1,3,1
1,8,1.3836000000000004,7,6,-0.0411999999999999,1,1,1,6,1.5182000000000002,2,-0.31579999999999986,0,Asian,With family (commuting),Male,0,65,1,5.333127878808601,4.267639378676172,4.267639378676172,8,0.30000000000000004,1.3,3,4,4,4,4,4,3,4,4,4,4,4,4,2,2,2.0,2.0,,2.0,2.0,3.0,7.0,7.0,7.0,7.0,7.0,2,2,3,2,1520,2,6,1
0,6,-0.6163999999999996,7,6,-0.0411999999999999,0,0,0,5,0.5182000000000002,2,-0.31579999999999986,0,White,Off-campus (rent/apartment),Male,0,3,0,0.0,-1.0654885001324295,-0.0,3,-0.2,0.8,3,3,2,2,3,2,2,3,3,3,2,3,2,1,1,6.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,2,1,2,3,1521,1,2,1
0,6,-0.6163999999999996,7,7,0.9588000000000001,1,0,0,6,1.5182000000000002,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Female,0,22,1,1.070676758602295,0.005188258469865481,0.005188258469865481,21,1.6,2.6,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,2,2,3,2,1522,2,4,1
1,7,0.3836000000000004,7,5,-1.0412,1,0,1,4,-0.4817999999999998,4,1.6842000000000001,1,White,Off-campus (rent/apartment),Male,0,30,1,1.8122659506604435,0.746777450528014,0.746777450528014,-11,-1.6,-0.6000000000000001,2,2,3,4,4,4,4,4,2,1,1,2,1,2,2,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,,4.0,4,3,2,2,1523,2,5,1
0,7,0.3836000000000004,7,5,-1.0412,0,0,0,4,-0.4817999999999998,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Male,0,10,0,0.0,-1.0654885001324295,-0.0,28,2.3,3.3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,2,3,1524,1,2,1
1,8,1.3836000000000004,7,6,-0.0411999999999999,1,0,0,3,-1.4817999999999998,3,0.6842000000000001,1,Hispanic/Latino,On-campus (residence hall),Male,0,41,1,2.943401281209629,1.8779127810771996,1.8779127810771996,26,2.1,3.1,4,4,4,3,2,3,3,2,3,3,4,3,3,3,4,3.0,3.0,3.0,3.0,2.0,4.0,5.0,5.0,5.0,6.0,,3,3,3,3,1525,2,6,1
1,5,-1.6163999999999996,7,6,-0.0411999999999999,1,0,1,4,-0.4817999999999998,2,-0.31579999999999986,0,White,Off-campus (rent/apartment),Male,0,11,0,0.0,-1.0654885001324295,-0.0,26,2.1,3.1,2,2,2,3,3,4,3,3,2,2,3,2,2,2,3,3.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,2,3,2,2,1526,1,2,1
0,7,0.3836000000000004,7,8,1.9588,0,1,0,5,0.5182000000000002,4,1.6842000000000001,0,Asian,With family (commuting),Female,0,30,1,1.8239084919587014,0.758419991826272,0.758419991826272,25,2.0,3.0,2,3,3,3,2,3,3,3,3,3,3,3,2,3,3,,5.0,,5.0,5.0,5.0,7.0,6.0,6.0,6.0,6.0,4,1,2,3,1527,2,4,1
0,7,0.3836000000000004,6,8,1.9588,1,1,0,4,-0.4817999999999998,3,0.6842000000000001,0,White,Off-campus (rent/apartment),Male,1,51,1,3.9616063454213917,2.896117845288962,2.896117845288962,10,0.5,1.5,3,3,4,3,3,3,3,4,1,1,1,1,1,2,3,4.0,,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3,2,2,2,1528,2,5,1
1,5,-1.6163999999999996,7,7,0.9588000000000001,1,0,0,5,0.5182000000000002,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Male,0,8,0,0.0,-1.0654885001324295,-0.0,20,1.5,2.5,2,2,2,2,2,3,2,2,3,3,3,3,2,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,3,3,1,1529,1,1,0
1,7,0.3836000000000004,7,7,0.9588000000000001,1,0,0,4,-0.4817999999999998,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Female,0,5,0,0.0,-1.0654885001324295,-0.0,11,0.6000000000000001,1.6,3,3,3,3,3,3,4,3,2,3,3,2,2,3,3,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,4.0,2,3,1,3,1530,1,2,1
0,7,0.3836000000000004,7,5,-1.0412,1,0,0,7,2.5182,2,-0.31579999999999986,0,Hispanic/Latino,With family (commuting),Female,0,6,0,0.0,-1.0654885001324295,-0.0,-12,-1.7,-0.7,3,2,2,4,3,3,3,4,3,3,2,2,2,2,2,5.0,5.0,5.0,5.0,,5.0,4.0,5.0,5.0,5.0,4.0,2,1,1,1,1531,1,1,0
0,6,-0.6163999999999996,7,6,-0.0411999999999999,1,0,1,6,1.5182000000000002,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Female,0,19,1,0.7483101210960268,-0.31717837903640267,-0.31717837903640267,11,0.6000000000000001,1.6,2,3,2,2,2,2,3,2,3,2,2,3,3,3,3,,5.0,4.0,5.0,4.0,,5.0,5.0,5.0,5.0,5.0,2,3,2,3,1532,2,7,1
0,6,-0.6163999999999996,7,5,-1.0412,1,1,0,4,-0.4817999999999998,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Female,0,5,0,0.0,-1.0654885001324295,-0.0,-4,-0.9,0.09999999999999998,3,4,4,4,4,4,4,4,3,2,3,3,3,3,3,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,2,3,2,2,1533,1,1,0
1,7,0.3836000000000004,7,5,-1.0412,0,0,1,2,-2.4818,1,-1.3157999999999999,0,White,With family (commuting),Male,0,26,1,1.4012408035144646,0.3357523033820351,0.3357523033820351,-6,-1.1,-0.09999999999999998,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2.0,1.0,2.0,2.0,2.0,,7.0,7.0,7.0,7.0,6.0,1,2,1,3,1534,2,6,1
1,8,1.3836000000000004,7,7,0.9588000000000001,1,0,0,6,1.5182000000000002,2,-0.31579999999999986,1,White,With family (commuting),Male,0,21,1,0.9007530008566459,-0.16473549927578357,-0.16473549927578357,-10,-1.5,-0.5,2,2,3,3,3,3,3,3,3,3,3,3,3,4,3,5.0,4.0,5.0,5.0,4.0,4.0,3.0,,3.0,3.0,3.0,2,1,4,1,1535,2,6,1
1,6,-0.6163999999999996,7,8,1.9588,1,1,0,5,0.5182000000000002,1,-1.3157999999999999,0,White,On-campus (residence hall),Female,0,26,1,1.4438341788485285,0.37834567871609903,0.37834567871609903,15,1.0,2.0,4,3,3,3,3,2,2,3,3,4,3,3,4,4,4,3.0,2.0,3.0,3.0,3.0,2.0,7.0,7.0,6.0,6.0,6.0,1,2,4,3,1536,2,5,1
0,7,0.3836000000000004,7,8,1.9588,0,0,0,3,-1.4817999999999998,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Female,0,4,0,0.0,-1.0654885001324295,-0.0,33,2.8,3.8,3,3,3,3,3,3,2,3,2,2,2,2,1,3,3,5.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,,5.0,2,3,2,3,1537,1,2,1
0,7,0.3836000000000004,7,7,0.9588000000000001,0,0,0,6,1.5182000000000002,2,-0.31579999999999986,0,White,On-campus (residence hall),Male,0,5,0,0.0,-1.0654885001324295,-0.0,10,0.5,1.5,3,3,3,3,4,4,3,3,4,4,4,3,4,4,3,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,6.0,5.0,6.0,2,3,1,3,1538,1,1,0
1,8,1.3836000000000004,6,5,-1.0412,0,0,1,2,-2.4818,3,0.6842000000000001,1,White,Off-campus (rent/apartment),Female,0,7,0,0.0,-1.0654885001324295,-0.0,6,0.09999999999999998,1.1,2,2,3,3,3,3,3,3,2,2,3,2,2,3,3,3.0,3.0,,3.0,3.0,,5.0,5.0,5.0,5.0,6.0,3,2,2,2,1539,1,1,0
