lhs	op	rhs	block	group	label	est	se	z	pvalue	ci.lower	ci.upper	std.lv	std.all	std.nox
hprecalc13	~~	cSFcareer_c	1	1		-0.00202265995217529	0	NA	NA	-0.00202265995217529	-0.00202265995217529	-0.00202265995217529	-0.00513610526672338	-0.00202265995217529
hchallenge_c	~~	hchallenge_c	1	1		1.43521540897177	0	NA	NA	1.43521540897177	1.43521540897177	1.43521540897177	1	1.43521540897177
hchallenge_c	~~	cSFcareer_c	1	1		0.0161639095579308	0	NA	NA	0.0161639095579308	0.0161639095579308	0.0161639095579308	0.0165557166672097	0.0161639095579308
cSFcareer_c	~~	cSFcareer_c	1	1		0.664170779084583	0	NA	NA	0.664170779084583	0.664170779084583	0.664170779084583	1	0.664170779084583
sbvalued	~1		1	1		3.28126886689325	0.0740628410797166	44.3038481788931	0	3.13610836578429	3.42642936800221	3.28126886689325	4.13403035302215	4.13403035302215
sbmyself	~1		1	1		3.24873568218118	0.0723536385861035	44.9007920771679	0	3.10692515640199	3.39054620796037	3.24873568218118	3.9825015687714	3.9825015687714
sbcommunity	~1		1	1		3.25746942375329	0.074378280928244	43.7959762325767	0	3.11169067190193	3.40324817560465	3.25746942375329	4.15161899728869	4.15161899728869
pganalyze	~1		1	1		3.140122911493	0.0395209849279488	79.4545712162236	0	3.06266320440067	3.21758261858533	3.140122911493	4.38716887991022	4.38716887991022
pgthink	~1		1	1		3.12532881381193	0.0389741639234368	80.1897590401557	0	3.04894085619443	3.20171677142942	3.12532881381193	4.64760642399578	4.64760642399578
pgwork	~1		1	1		3.14344619788177	0.0386531335977154	81.3244853728383	0	3.06768744814063	3.2192049476229	3.14344619788177	4.54618248209319	4.54618248209319
pgvalues	~1		1	1		3.15304829931167	0.0398937928443521	79.0360623672325	0	3.07485790213003	3.2312386964933	3.15304829931167	4.2869473362364	4.2869473362364
pgprobsolve	~1		1	1		3.12753855055138	0.0386949893135422	80.8254145054594	0	3.05169776511467	3.20337933598808	3.12753855055138	4.61190916593278	4.61190916593278
SEacademic	~1		1	1		3.2325267512941	0.0734484683440465	44.0108122629915	0	3.08857039862014	3.37648310396807	3.2325267512941	4.2168159716366	4.2168159716366
SEwellness	~1		1	1		3.23177707197116	0.073115583225667	44.2009340470755	0	3.08847316214021	3.37508098180211	3.23177707197116	4.19547435886426	4.19547435886426
SEnonacad	~1		1	1		3.20996642156522	0.0729919357276178	43.9770008777924	0	3.06690485637722	3.35302798675321	3.20996642156522	3.98269957497616	3.98269957497616
SEactivities	~1		1	1		3.18708293888644	0.0699307492960772	45.574843269486	0	3.05002118885423	3.32414468891865	3.18708293888644	3.95290750169018	3.95290750169018
SEdiverse	~1		1	1		3.20735192631459	0.0719932814906838	44.5507116761948	0	3.06624768746399	3.34845616516518	3.20735192631459	4.09896942615489	4.09896942615489
sameinst	~1		1	1		3.45619018463638	0.0727518547600754	47.5065576820601	0	3.31359916949814	3.59878119977461	3.45619018463638	5.08552678953688	5.08552678953688
evalexp	~1		1	1		3.45827771384727	0.0713853576546553	48.445196990923	0	3.31836498382063	3.5981904438739	3.45827771384727	4.92838084113435	4.92838084113435
MHWdacad	~1		1	1		3.01361900751633	0.150457760787846	20.0296680725277	0	2.71872721517761	3.30851079985506	3.01361900751633	2.63545684984049	2.63545684984049
MHWdlonely	~1		1	1		2.98168152579991	0.154345179536082	19.3182678899464	0	2.67917053272182	3.284192518878	2.98168152579991	2.60247460984789	2.60247460984789
MHWdmental	~1		1	1		3.01012288762869	0.152739147271689	19.7076056885034	0	2.71075965994682	3.30948611531056	3.01012288762869	2.701333008326	2.701333008326
MHWdexhaust	~1		1	1		2.97584276926563	0.155082908554837	19.1887216779493	0	2.67188585388043	3.27979968465083	2.97584276926563	2.60560135291588	2.60560135291588
MHWdsleep	~1		1	1		2.99802726476294	0.151847273879549	19.7437016033696	0	2.70041207680843	3.29564245271744	2.99802726476294	2.63692224429708	2.63692224429708
MHWdfinancial	~1		1	1		2.99907218828333	0.15240168728382	19.6787334952409	0	2.70037037002391	3.29777400654275	2.99907218828333	2.47379812634487	2.47379812634487
QIadmin	~1		1	1		5.62876854432271	0.14712044488982	38.259594365271	0	5.34041777094915	5.91711931769626	5.62876854432271	4.90684405013216	4.90684405013216
QIstudent	~1		1	1		5.63569268398396	0.150469697582098	37.4540041918343	0	5.34077749595841	5.9306078720095	5.63569268398396	4.91177716340612	4.91177716340612
QIadvisor	~1		1	1		5.64672728738908	0.149181609600341	37.8513631976269	0	5.3543367054167	5.93911786936147	5.64672728738908	5.02550533111091	5.02550533111091
QIfaculty	~1		1	1		5.65269708722464	0.149267829970399	37.8694933017087	0	5.36013751643221	5.94525665801707	5.65269708722464	5.09756435953958	5.09756435953958
QIstaff	~1		1	1		5.63985451920864	0.147114038114281	38.3366168959857	0	5.35151630288439	5.92819273553288	5.63985451920864	5.08264344675468	5.08264344675468
x_FASt	~1		1	1		0.518891529234474	0	NA	NA	0.518891529234474	0.518891529234474	0.518891529234474	1.03852460104638	0.518891529234474
credit_dose_c	~1		1	1		0.129821786978272	0	NA	NA	0.129821786978272	0.129821786978272	0.129821786978272	0.0700224581363241	0.129821786978272
XZ_c	~1		1	1		0.764845015507666	0	NA	NA	0.764845015507666	0.764845015507666	0.764845015507666	0.544232392277527	0.764845015507666
cohort	~1		1	1		0.476289075881994	0	NA	NA	0.476289075881994	0.476289075881994	0.476289075881994	0.953651055656196	0.476289075881994
hgrades_c	~1		1	1		0.029119375291035	0	NA	NA	0.029119375291035	0.029119375291035	0.029119375291035	0.0313465760712465	0.029119375291035
bparented_c	~1		1	1		-0.00865958439105776	0	NA	NA	-0.00865958439105776	-0.00865958439105776	-0.00865958439105776	-0.00906468117142461	-0.00865958439105776
pell	~1		1	1		1.5675579163202	0	NA	NA	1.5675579163202	1.5675579163202	1.5675579163202	3.16413152085321	1.5675579163202
hapcl	~1		1	1		0.256814320701763	0	NA	NA	0.256814320701763	0.256814320701763	0.256814320701763	0.587842460645987	0.256814320701763
hprecalc13	~1		1	1		0.371571261976439	0	NA	NA	0.371571261976439	0.371571261976439	0.371571261976439	0.768941039032647	0.371571261976439
hchallenge_c	~1		1	1		0.0390657734668066	0	NA	NA	0.0390657734668066	0.0390657734668066	0.0390657734668066	0.0326090302116294	0.0390657734668066
cSFcareer_c	~1		1	1		0.00760949007749759	0	NA	NA	0.00760949007749759	0.00760949007749759	0.00760949007749759	0.00933717874743674	0.00760949007749759
Belong	~1		1	1		0	0	NA	NA	0	0	0	0	0
Gains	~1		1	1		0	0	NA	NA	0	0	0	0	0
SupportEnv	~1		1	1		0	0	NA	NA	0	0	0	0	0
Satisf	~1		1	1		0	0	NA	NA	0	0	0	0	0
DevAdj	~1		1	1		0	0	NA	NA	0	0	0	0	0
EmoDiss	~1		1	1		0	0	NA	NA	0	0	0	0	0
QualEngag	~1		1	1		0	0	NA	NA	0	0	0	0	0
Belong	=~	sbvalued	2	2		1	0	NA	NA	1	1	0.68043945939664	0.867782936416835	0.867782936416835
Belong	=~	sbmyself	2	2		1.00711256384498	0.0169120081753849	59.5501464640261	0	0.973965636914977	1.04025949077498	0.685279128494241	0.84920820820917	0.84920820820917
Belong	=~	sbcommunity	2	2		1.01686225243018	0.0160878523709182	63.2068363747763	0	0.985330641194586	1.04839386366578	0.691913201324443	0.894487228563601	0.894487228563601
Gains	=~	pganalyze	2	2		1	0	NA	NA	1	1	0.505051119554521	0.712359343481043	0.712359343481043
Gains	=~	pgthink	2	2		1.01064662850794	0.0281319922367414	35.9251708874	0	0.95550893691057	1.06578432010532	0.510428211201939	0.77302385173987	0.77302385173987
Gains	=~	pgwork	2	2		1.00338193360413	0.0275266583168369	36.4512801392389	0	0.949430674688393	1.05733319251987	0.506759168907547	0.745480830462529	0.745480830462529
Gains	=~	pgvalues	2	2		0.972462962872136	0.0287085099283644	33.873682935781	0	0.916195317362731	1.02873060838154	0.491143508123878	0.67916271391478	0.67916271391478
Gains	=~	pgprobsolve	2	2		1.02023118053532	0.0285472865818598	35.7382890878188	0	0.964279526978528	1.07618283409211	0.515268899933792	0.760730359508286	0.760730359508286
SupportEnv	=~	SEacademic	2	2		1	0	NA	NA	1	1	0.63924212662044	0.845621421697993	0.845621421697993
SupportEnv	=~	SEwellness	2	2		0.997485564930116	0.0171398333802123	58.1969230857109	0	0.963892108803882	1.03107902105635	0.637634793799118	0.83354780405628	0.83354780405628
SupportEnv	=~	SEnonacad	2	2		0.976601368731963	0.0197943358914766	49.3374152124238	0	0.93780518328678	1.01539755417715	0.624284735808653	0.783195489347345	0.783195489347345
SupportEnv	=~	SEactivities	2	2		0.983983613909905	0.019504243317371	50.4497199864987	0	0.945755999462152	1.02221122835766	0.629003777915434	0.760908343096703	0.760908343096703
SupportEnv	=~	SEdiverse	2	2		0.995120929529149	0.018377293195647	54.149483220133	0	0.959102096732348	1.03113976232595	0.636123219236722	0.806738253374619	0.806738253374619
Satisf	=~	sameinst	2	2		1	0	NA	NA	1	1	0.587784814941857	0.874285111754315	0.874285111754315
Satisf	=~	evalexp	2	2		1.00479413367041	0.027538378962834	36.4870472233128	0	0.950819902710635	1.05876836463018	0.590602733914123	0.867719430692657	0.867719430692657
DevAdj	=~	Belong	2	2		1	0	NA	NA	1	1	0.546693070599285	0.546693070599285	0.546693070599285
DevAdj	=~	Gains	2	2		0.441738873946841	0.0336236322209714	13.1377499921417	0	0.375837765764317	0.507639982129365	0.32535938738273	0.32535938738273	0.32535938738273
DevAdj	=~	SupportEnv	2	2		0.976409364937917	0.047711047784498	20.4650581003414	0	0.882897429615631	1.0699213002602	0.568197879462978	0.568197879462978	0.568197879462978
DevAdj	=~	Satisf	2	2		0.934705031976636	0.0451926458821984	20.6826799743722	0	0.846129073681455	1.02328099027182	0.591547030537734	0.591547030537734	0.591547030537734
EmoDiss	=~	MHWdacad	2	2		1	0	NA	NA	1	1	1.11087608993694	0.921691876003753	0.921691876003753
EmoDiss	=~	MHWdlonely	2	2		0.998221421184235	0.0107790043686002	92.6079429090971	0	0.977094960832579	1.01934788153589	1.10890030925644	0.937092488083789	0.937092488083789
EmoDiss	=~	MHWdmental	2	2		1.01507600458005	0.0103371567757276	98.1968278708435	0	0.994815549597075	1.03533645956302	1.12762366295669	0.95374816948383	0.95374816948383
EmoDiss	=~	MHWdexhaust	2	2		1.0138516538323	0.0107207198104523	94.56936397534	0	0.992839429115467	1.03486387854913	1.12626356098532	0.945422978661725	0.945422978661725
EmoDiss	=~	MHWdsleep	2	2		0.999098249823131	0.0110094249878418	90.7493580206487	0	0.977520173356466	1.0206763262898	1.10987435722636	0.927071975418759	0.927071975418759
EmoDiss	=~	MHWdfinancial	2	2		0.998663808919834	0.013250856364001	75.3659825060767	0	0.972692607682078	1.02463501015759	1.1093917472144	0.881622616447011	0.881622616447011
QualEngag	=~	QIadmin	2	2		1	0	NA	NA	1	1	1.04442474385308	0.900744083280773	0.900744083280773
QualEngag	=~	QIstudent	2	2		1.00151755391528	0.0127559626285678	78.5136789027842	0	0.976516326575152	1.02651878125542	1.04600971471233	0.910822886736061	0.910822886736061
QualEngag	=~	QIadvisor	2	2		1.01561685663814	0.0122330956590139	83.0220644837183	0	0.991640429727044	1.03959328354925	1.06073537534716	0.929959317572692	0.929959317572692
QualEngag	=~	QIfaculty	2	2		1.00278314451715	0.0116858213992422	85.8119519593359	0	0.979879355444869	1.02568693358943	1.04733152885251	0.939270511243804	0.939270511243804
QualEngag	=~	QIstaff	2	2		1.00366287651429	0.012241964483659	81.9854426022894	0	0.979669067026303	1.02765668600228	1.04825034271828	0.928032155639726	0.928032155639726
EmoDiss	~	x_FASt	2	2	W4__a1_g2	0.159035763332995	0.111984559308827	1.4201579602989	0.15556169950341	-0.060449939736895	0.378521466402886	0.143162468590015	0.0715559269838061	0.143162468590015
EmoDiss	~	credit_dose_c	2	2	W4__a1c_g2	-0.00924137126796001	0.0754376354739551	-0.122503458782859	0.902500306912866	-0.157096419875773	0.138613677339853	-0.00831899376687872	-0.0156757966280088	-0.00831899376687872
EmoDiss	~	XZ_c	2	2	W4__a1z_g2	0.0137376806619575	0.0780561649878831	0.175997381681383	0.860295999456215	-0.13924959148561	0.166724952809525	0.0123665283521741	0.017632289895033	0.0123665283521741
EmoDiss	~	cohort	2	2	W4__g1_g2	-0.00324817232768411	0.041333995233092	-0.0785835559656624	0.937363867523637	-0.0842613143216948	0.0777649696663265	-0.00292397357104742	-0.00146194424642074	-0.00292397357104742
EmoDiss	~	hgrades_c	2	2		-0.0593369579825817	0.021764337169402	-2.72633885060384	0.0064041215890065	-0.101994274981996	-0.0166796409831674	-0.0534145603817524	-0.0506588429237794	-0.0534145603817524
EmoDiss	~	bparented_c	2	2		-0.0190333994435588	0.0216643071607248	-0.878560265156524	0.379639748170428	-0.0614946612285925	0.023427862341475	-0.0171336835997966	-0.0167872578971544	-0.0171336835997966
EmoDiss	~	pell	2	2		0.595530337422619	0.0450209090188328	13.2278612405072	0	0.507290977194452	0.683769697650785	0.536090697078937	0.263048878434904	0.536090697078937
EmoDiss	~	hapcl	2	2		-0.0450250151115849	0.0482285530616623	-0.933575905833593	0.350522698710922	-0.139551242138922	0.0495012119157521	-0.0405310866976539	-0.0180526531308357	-0.0405310866976539
EmoDiss	~	hprecalc13	2	2		-0.0485503076962388	0.0436717977321173	-1.11170847589207	0.266263514329297	-0.134145458391307	0.037044842998829	-0.043704521265729	-0.0212191747011473	-0.043704521265729
EmoDiss	~	hchallenge_c	2	2		-0.0150308168052628	0.0161541770892229	-0.930460073716192	0.352132927182195	-0.0466924221000218	0.0166307884894962	-0.0135305971038732	-0.0166798117275889	-0.0135305971038732
EmoDiss	~	cSFcareer_c	2	2		0.0097053253437446	0.0252687472971652	0.384084150654884	0.700916078196811	-0.039820509293143	0.0592311599806322	0.00873664077538615	0.00714168067764336	0.00873664077538615
QualEngag	~	x_FASt	2	2	W4__a2_g2	0.0411102103138711	0.109033791721603	0.377041004121347	0.706143132889858	-0.172592094558313	0.254812515186055	0.0393615821109407	0.01967383297618	0.0393615821109407
QualEngag	~	credit_dose_c	2	2	W4__a2c_g2	-0.0498342671996893	0.0722057654732173	-0.690170194486394	0.490087164564578	-0.191354967003341	0.0916864326039622	-0.0477145600896447	-0.0899103618923386	-0.0477145600896447
QualEngag	~	XZ_c	2	2	W4__a2z_g2	0.0278249609262663	0.0747053528626332	0.372462746778404	0.709548343685943	-0.118594840136851	0.174244761989384	0.0266414225534478	0.0379855422880971	0.0266414225534478
QualEngag	~	cohort	2	2	W4__g2_g2	-0.0322764795436933	0.0389627300380065	-0.828393685766089	0.407447581294625	-0.108642027157543	0.0440890680701563	-0.030903595240974	-0.0154513480229827	-0.030903595240974
QualEngag	~	hgrades_c	2	2		0.05959585237727	0.0204640846809527	2.91221685730903	0.00358873391881942	0.0194869834260248	0.0997047213285152	0.0570609349577548	0.0541170969198204	0.0570609349577548
QualEngag	~	bparented_c	2	2		0.00430087725170691	0.0203671145305107	0.211167725563876	0.832756394146712	-0.0356179336970965	0.0442196882005103	0.00411793887211077	0.00403467832519454	0.00411793887211077
QualEngag	~	pell	2	2		-0.544197535409617	0.0421278307990748	-12.91776778171	0	-0.6267665665226	-0.461628504296633	-0.521050021662616	-0.255668722762133	-0.521050021662616
QualEngag	~	hapcl	2	2		0.123991772409245	0.0448706748952121	2.76331418457171	0.0057217660611486	0.0360468656526241	0.211936679165866	0.118717766061169	0.0528772067513806	0.118717766061169
QualEngag	~	hprecalc13	2	2		0.129460153476862	0.040655637186456	3.18431003511586	0.00145099512830238	0.0497765688228805	0.209143738130843	0.123953548820817	0.0601812336820765	0.123953548820817
QualEngag	~	hchallenge_c	2	2		0.0121841402213579	0.0160132555923476	0.76087839547009	0.446729703827655	-0.019201264014878	0.0435695444575938	0.0116658862144613	0.0143810937683592	0.0116658862144613
QualEngag	~	cSFcareer_c	2	2		-0.0106077814523719	0.0237489883914385	-0.446662454734115	0.655118794314858	-0.0571549433688513	0.0359393804641074	-0.0101565780730528	-0.00830239439163521	-0.0101565780730528
DevAdj	~	x_FASt	2	2	W4__c_g2	0.0018744663380664	0.0423704298849253	0.0442399650689713	0.964713125704763	-0.0811700502458668	0.0849189829219996	0.00503900263725058	0.00251861055717684	0.00503900263725058
DevAdj	~	credit_dose_c	2	2	W4__cc_g2	0.0247789482846005	0.0293778782128673	0.84345602174045	0.398973451738539	-0.0328006349548233	0.0823585315240244	0.0666115913733603	0.125518757279776	0.0666115913733603
DevAdj	~	XZ_c	2	2	W4__cz_g2	-0.0321063741863816	0.0299669819034147	-1.07139164997871	0.283993365756383	-0.0908405794424379	0.0266278310696748	-0.086309420933437	-0.123060626817165	-0.086309420933437
DevAdj	~	EmoDiss	2	2	W4__b1_g2	-0.196201740258201	0.0095699633099921	-20.5018278443497	0	-0.214958523679155	-0.177444956837247	-0.585916076402595	-0.585916076402595	-0.585916076402595
DevAdj	~	QualEngag	2	2	W4__b2_g2	0.15540836992959	0.0089447095683168	17.3743338162778	0	0.137877061323519	0.172939678535662	0.436333439423087	0.436333439423087	0.436333439423087
DevAdj	~	cohort	2	2	W4__g3_g2	0.000977915431863696	0.0147889380493771	0.0661247906102958	0.947278473988469	-0.0280078705145094	0.0299637013782368	0.00262886472810837	0.00131439411830926	0.00262886472810837
DevAdj	~	hgrades_c	2	2		0.00852647727457473	0.00805022834169822	1.05915968003164	0.289527064144424	-0.00725168034247738	0.0243046348916268	0.0229211592657138	0.0217386307885706	0.0229211592657138
DevAdj	~	bparented_c	2	2		-0.00450213583086785	0.00752825729758049	-0.598031609827522	0.549818841683649	-0.0192572490004764	0.0102529773387407	-0.0121027909993868	-0.0118580848419821	-0.0121027909993868
DevAdj	~	pell	2	2		-0.0888481785060228	0.016996994710724	-5.22728753042239	1.72014890109651e-07	-0.12216167598446	-0.055534681027586	-0.238844622981382	-0.117196232909464	-0.238844622981382
DevAdj	~	hapcl	2	2		0.0291902115237431	0.0171289897403743	1.70414087264817	0.0883547722989191	-0.00438199145894663	0.0627624145064329	0.0784700956549447	0.0349507879857614	0.0784700956549447
DevAdj	~	hprecalc13	2	2		0.0735655630825392	0.0154173355177658	4.77161329191855	1.82756135602702e-06	0.043348140730148	0.10378298543493	0.197761388858085	0.0960160033285116	0.197761388858085
DevAdj	~	hchallenge_c	2	2		0.00911747887147072	0.00607952231218894	1.49970316799248	0.133691309592535	-0.00279816590362728	0.0210331236465687	0.0245099093781593	0.0302145330874522	0.0245099093781593
DevAdj	~	cSFcareer_c	2	2		-0.0050216375181705	0.00901040631794277	-0.557315324190288	0.577312007469423	-0.0226817093874105	0.0126384343510695	-0.0134993326812579	-0.0110348961173304	-0.0134993326812579
sbvalued	~~	sbvalued	2	2		0.151834575833705	0.00672188284185808	22.5881020847627	0	0.138659927555365	0.165009224112045	0.151834575833705	0.246952775263775	0.246952775263775
sbmyself	~~	sbmyself	2	2		0.181580897007804	0.00768898208226003	23.6157263816164	0	0.1665107690488	0.196651024966807	0.181580897007804	0.27884541911017	0.27884541911017
sbcommunity	~~	sbcommunity	2	2		0.119605639575716	0.00639584196823161	18.700530777621	0	0.107070019667172	0.132141259484259	0.119605639575716	0.199892597936608	0.199892597936608
pganalyze	~~	pganalyze	2	2		0.247581166882358	0.0075621224017045	32.7396402399613	0	0.232759679328333	0.262402654436382	0.247581166882358	0.492544165755257	0.492544165755257
pgthink	~~	pgthink	2	2		0.175460091131759	0.00632026094282118	27.7615264178379	0	0.163072607310935	0.187847574952584	0.175460091131759	0.402434124641255	0.402434124641255
pgwork	~~	pgwork	2	2		0.205289081151434	0.00690360223838837	29.73651639573	0	0.191758269400603	0.218819892902266	0.205289081151434	0.444258331412899	0.444258331412899
pgvalues	~~	pgvalues	2	2		0.281738865789886	0.00860062756229376	32.7579428069953	0	0.264881945523348	0.298595786056425	0.281738865789886	0.53873800802791	0.53873800802791
pgprobsolve	~~	pgprobsolve	2	2		0.193279954027729	0.00684720535824028	28.227567878496	0	0.179859678130828	0.206700229924629	0.193279954027729	0.421289320122395	0.421289320122395
SEacademic	~~	SEacademic	2	2		0.162820274390786	0.00574477177536525	28.3423399148757	0	0.151560728611668	0.174079820169904	0.162820274390786	0.284924411165465	0.284924411165465
SEwellness	~~	SEwellness	2	2		0.178593133506456	0.00646254977341935	27.6350882806373	0	0.165926768702257	0.191259498310656	0.178593133506456	0.305198058352953	0.305198058352953
SEnonacad	~~	SEnonacad	2	2		0.245636187332935	0.00800520438031217	30.6845616505492	0	0.229946275058641	0.261326099607229	0.245636187332935	0.386604825465973	0.386604825465973
SEactivities	~~	SEactivities	2	2		0.287702071306833	0.0087542289851231	32.8643529653785	0	0.270544097783575	0.304860044830091	0.287702071306833	0.42101849340583	0.42101849340583
SEdiverse	~~	SEdiverse	2	2		0.217099256045392	0.00718945044187278	30.1969194725876	0	0.203008192110685	0.231190319980098	0.217099256045392	0.34917339054207	0.34917339054207
sameinst	~~	sameinst	2	2		0.10650081413344	0.00941197786997461	11.3154552214993	0	0.0880536764850018	0.124947951781878	0.10650081413344	0.235625543364745	0.235625543364745
evalexp	~~	evalexp	2	2		0.11445636603088	0.00957777674470208	11.9502019186437	0	0.0956842685592982	0.133228463502461	0.11445636603088	0.247062989598412	0.247062989598412
MHWdacad	~~	MHWdacad	2	2		0.218600068387167	0.00746363297100369	29.2886948268264	0	0.203971616570174	0.23322852020416	0.218600068387167	0.150484085708682	0.150484085708682
MHWdlonely	~~	MHWdlonely	2	2		0.170636903576197	0.0061717357549846	27.6481220762541	0	0.158540523774329	0.182733283378065	0.170636903576197	0.121857668776934	0.121857668776934
MHWdmental	~~	MHWdmental	2	2		0.126316020941809	0.00494229350139792	25.5581787900862	0	0.116629303678043	0.136002738205575	0.126316020941809	0.0903644292062444	0.0903644292062444
MHWdexhaust	~~	MHWdexhaust	2	2		0.150678618516388	0.00562031179476769	26.8096546986352	0	0.139663009816758	0.161694227216019	0.150678618516388	0.106175391418391	0.106175391418391
MHWdsleep	~~	MHWdsleep	2	2		0.201424880507919	0.00694728340088327	28.9933300377973	0	0.187808455251795	0.215041305764043	0.201424880507919	0.140537552393159	0.140537552393159
MHWdfinancial	~~	MHWdfinancial	2	2		0.352700176882851	0.0108212787672985	32.5932068166194	0	0.331490860232278	0.373909493533424	0.352700176882851	0.222741562169127	0.222741562169127
QIadmin	~~	QIadmin	2	2		0.253648045740821	0.0084245258151266	30.1082875531564	0	0.237136278556345	0.270159812925297	0.253648045740821	0.188660096434679	0.188660096434679
QIstudent	~~	QIstudent	2	2		0.224738465145554	0.00760488701271576	29.5518480116508	0	0.209833160494134	0.239643769796973	0.224738465145554	0.170401668997789	0.170401668997789
QIadvisor	~~	QIadvisor	2	2		0.175867151147643	0.00653586164393576	26.9080284633656	0	0.163057097717592	0.188677204577694	0.175867151147643	0.135175667659734	0.135175667659734
QIfaculty	~~	QIfaculty	2	2		0.14642829270037	0.00568329273602138	25.7646930224603	0	0.13528924362417	0.15756734177657	0.14642829270037	0.117770906707804	0.117770906707804
QIstaff	~~	QIstaff	2	2		0.177034025419003	0.00668514597594162	26.4816992861651	0	0.163931380074765	0.190136670763242	0.177034025419003	0.138756318098684	0.138756318098684
Belong	~~	Belong	2	2		0.324620153996013	0.0130165886363589	24.9389577457537	0	0.299108109067176	0.350132198924849	0.701126686558725	0.701126686558725	0.701126686558725
Gains	~~	Gains	2	2		0.228074544658383	0.0111796875935485	20.4007976743463	0	0.206162759616618	0.249986329700147	0.894141269041935	0.894141269041935	0.894141269041935
SupportEnv	~~	SupportEnv	2	2		0.276704618673798	0.0116602689400979	23.7305520220251	0	0.253850911501155	0.299558325846441	0.677151169773774	0.677151169773774	0.677151169773774
Satisf	~~	Satisf	2	2		0.224594056223456	0.0104096617348777	21.5755383742155	0	0.204191494131851	0.244996618315061	0.650072110661989	0.650072110661989	0.650072110661989
DevAdj	~~	DevAdj	2	2		0.0421884115047533	0.00507938167142132	8.30581638354184	0	0.0322330063650347	0.052143816644472	0.304878678524748	0.304878678524748	0.304878678524748
EmoDiss	~~	EmoDiss	2	2		1.13336217841373	0.0330352332567089	34.3076790046145	0	1.06861431100971	1.19811004581776	0.918411846640119	0.918411846640119	0.918411846640119
QualEngag	~~	QualEngag	2	2		0.996356439376949	0.0307782936743068	32.3720492734362	0	0.936032092269711	1.05668078648419	0.913398780325522	0.913398780325522	0.913398780325522
x_FASt	~~	x_FASt	2	2		0.249823257884613	0	NA	NA	0.249823257884613	0.249823257884613	0.249823257884613	1	0.249823257884613
x_FASt	~~	credit_dose_c	2	2		0.71294626556775	0	NA	NA	0.71294626556775	0.71294626556775	0.71294626556775	0.7569750113311	0.71294626556775
x_FASt	~~	XZ_c	2	2		0.379600087767811	0	NA	NA	0.379600087767811	0.379600087767811	0.379600087767811	0.5326586086856	0.379600087767811
x_FASt	~~	cohort	2	2		0.00331082442645345	0	NA	NA	0.00331082442645345	0.00331082442645345	0.00331082442645345	0.0132483669711013	0.00331082442645345
x_FASt	~~	hgrades_c	2	2		0.00862575593923331	0	NA	NA	0.00862575593923331	0.00862575593923331	0.00862575593923331	0.018196385307035	0.00862575593923331
x_FASt	~~	bparented_c	2	2		0.0059436574523951	0	NA	NA	0.0059436574523951	0.0059436574523951	0.0059436574523951	0.012136915227144	0.0059436574523951
x_FASt	~~	pell	2	2		-0.0208793396749998	0	NA	NA	-0.0208793396749998	-0.0208793396749998	-0.0208793396749998	-0.0851338242030254	-0.0208793396749998
x_FASt	~~	hapcl	2	2		-0.00148060256325774	0	NA	NA	-0.00148060256325774	-0.00148060256325774	-0.00148060256325774	-0.00665072933227776	-0.00148060256325774
x_FASt	~~	hprecalc13	2	2		0.00292423982509715	0	NA	NA	0.00292423982509715	0.00292423982509715	0.00292423982509715	0.0120502049263801	0.00292423982509715
x_FASt	~~	hchallenge_c	2	2		0.00462509038854395	0	NA	NA	0.00462509038854395	0.00462509038854395	0.00462509038854395	0.00750636380086374	0.00462509038854395
x_FASt	~~	cSFcareer_c	2	2		0.00470800605375167	0	NA	NA	0.00470800605375167	0.00470800605375167	0.00470800605375167	0.0115229752771492	0.00470800605375167
credit_dose_c	~~	credit_dose_c	2	2		3.55072994800157	0	NA	NA	3.55072994800157	3.55072994800157	3.55072994800157	1	3.55072994800157
credit_dose_c	~~	XZ_c	2	2		2.53943830334561	0	NA	NA	2.53943830334561	2.53943830334561	2.53943830334561	0.945187401747989	2.53943830334561
credit_dose_c	~~	cohort	2	2		0.0123542659235133	0	NA	NA	0.0123542659235133	0.0123542659235133	0.0123542659235133	0.013112960592822	0.0123542659235133
credit_dose_c	~~	hgrades_c	2	2		0.205834298541039	0	NA	NA	0.205834298541039	0.205834298541039	0.205834298541039	0.115176350822234	0.205834298541039
credit_dose_c	~~	bparented_c	2	2		-0.0219720233567806	0	NA	NA	-0.0219720233567806	-0.0219720233567806	-0.0219720233567806	-0.0119009658985892	-0.0219720233567806
credit_dose_c	~~	pell	2	2		-0.110751664679512	0	NA	NA	-0.110751664679512	-0.110751664679512	-0.110751664679512	-0.119782468145198	-0.110751664679512
credit_dose_c	~~	hapcl	2	2		0.0719690112104115	0	NA	NA	0.0719690112104115	0.0719690112104115	0.0719690112104115	0.0857499597265438	0.0719690112104115
credit_dose_c	~~	hprecalc13	2	2		0.0152655995822882	0	NA	NA	0.0152655995822882	0.0152655995822882	0.0152655995822882	0.0166860263088095	0.0152655995822882
credit_dose_c	~~	hchallenge_c	2	2		0.00389407195686061	0	NA	NA	0.00389407195686061	0.00389407195686061	0.00389407195686061	0.00167637420269291	0.00389407195686061
credit_dose_c	~~	cSFcareer_c	2	2		0.0149939296187974	0	NA	NA	0.0149939296187974	0.0149939296187974	0.0149939296187974	0.00973420969611473	0.0149939296187974
