cohort,hgrades,bparented,bparented_c,pell,hapcl,hprecalc13,hchallenge,hchallenge_c,cSFcareer,cSFcareer_c,firstgen,re_all,living18,sex,trnsfr_cr,x_FASt,credit_dose,credit_dose_c,XZ_c,EmoDiss,QualEngag,DevAdj,sbmyself,sbvalued,sbcommunity,pgthink,pganalyze,pgwork,pgvalues,pgprobsolve,SEwellness,SEnonacad,SEactivities,SEacademic,SEdiverse,evalexp,sameinst,MHWdacad,MHWdlonely,MHWdmental,MHWdexhaust,MHWdsleep,MHWdfinancial,QIstudent,QIadvisor,QIfaculty,QIstaff,QIadmin,SFcareer,SFotherwork,SFdiscuss,SFperform
1,7,0.9123675071439483,-1.934293292052303,0,1,0,2.8768406340931403,-0.11737980370356604,2.1234146742789237,-1.0678951135153327,1,White,With family (commuting),Woman,38,1,2.6,2.8539666666666665,2.8539666666666665,,,,2,2,2,3,3,3,3,2,2,2,3,3,2,2,2,3,3,2,3,3,3,4,4,5,3,4,3,2,2,3
0,6,3.641337149163906,0.7946763499676548,1,1,0,4.122934488695612,1.1287140508989055,3.3103912067877794,0.11908141899352298,0,White,With family (commuting),Woman,1,0,-1.1,-0.8460333333333334,-0.0,,,,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,2,2,1,1,1,1,4,4,4,6,5,3,3,3,3
0,5,3.4341014432605275,0.5874406440642761,1,1,0,2.3070118839564797,-0.6872085538402266,3.779685509211915,0.5883757214176586,0,Hispanic/Latino,Off-campus (rent/apartment),Man,4,0,-0.8,-0.5460333333333334,-0.0,,,,2,2,2,3,3,3,2,2,3,2,2,2,2,3,2,3,3,3,3,2,2,2,3,5,3,5,2,2,2,2
0,9,2.915393495753647,0.06873269655739556,0,0,0,3.5909663731171846,0.5967459353204783,2.5932323939231523,-0.5980773938711041,0,Hispanic/Latino,With family (commuting),Man,0,0,-1.2,-0.9460333333333333,-0.0,,,,3,2,1,2,2,2,2,3,3,1,2,2,2,2,3,3,3,2,4,4,3,4,5,4,3,4,2,3,3,2
1,7,4.124221032895629,1.2775602336993774,1,1,0,1.3891048774230514,-1.6051155603736549,1.8106843409507913,-1.380625446843465,0,Asian,On-campus (residence hall),Woman,4,0,-0.8,-0.5460333333333334,-0.0,,,,3,3,2,2,2,3,2,2,2,2,3,3,3,3,2,2,3,2,2,1,2,4,4,3,5,5,2,2,3,3
1,6,2.8801981042896814,0.03353730509343,0,0,0,3.870874213159445,0.8766537753627386,2.025103437011774,-1.1662063507824825,0,Hispanic/Latino,Off-campus (rent/apartment),Man,30,1,1.8,2.0539666666666667,2.0539666666666667,,,,2,2,2,3,3,2,3,3,2,3,2,3,2,2,3,3,2,3,2,3,3,4,3,3,5,5,3,3,3,3
0,7,3.5281352220702216,0.6814744228739702,0,0,0,3.3235889136015184,0.3293684758048121,3.4831932126165013,0.29188342482224483,0,Hispanic/Latino,With family (commuting),Woman,4,0,-0.8,-0.5460333333333334,-0.0,,,,2,4,3,3,3,2,2,3,3,3,3,3,3,2,3,2,2,2,2,3,3,4,3,5,4,6,2,3,3,3
0,7,4.79090939991805,1.9442486007217985,1,1,1,2.3900013616683906,-0.6042190761283157,2.947259479314124,-0.24405030848013265,0,Asian,Off-campus (rent/apartment),Woman,25,1,1.3,1.5539666666666667,1.5539666666666667,,,,3,2,2,2,3,3,3,2,2,2,2,2,3,2,3,1,2,1,1,2,2,5,6,6,5,4,2,2,2,2
0,6,3.351953900334885,0.5052931011386335,0,1,1,3.450340750332241,0.45612031253553464,2.6350884044618486,-0.5562213833324079,0,Hispanic/Latino,On-campus (residence hall),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,3,2,2,2,3,3,2,3,2,2,2,2,2,2,3,1,1,2,2,2,2,3,4,2,3,3,2,2,3,3
0,6,2.126312356563563,-0.7203484426326883,0,1,0,4.736038255210111,1.7418178174134042,3.9636947943101535,0.772385006515897,0,Hispanic/Latino,With family (commuting),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,3,2,3,3,3,3,3,3,3,2,2,2,3,3,3,2,3,1,3,4,2,5,4,5,4,5,2,3,3,3
0,6,2.0322897646182883,-0.8143710345779631,1,1,1,4.782887854488629,1.7886674166919225,2.5514941956944033,-0.6398155920998532,0,Other/Multiracial/Unknown,On-campus (residence hall),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,1,2,2,2,1,5,6,5,4,4,3,3,3,3
1,8,5.135110929406436,2.288450130210185,0,0,0,3.4916214608852973,0.497401023088591,3.6490520127878043,0.4577422249935479,0,Other/Multiracial/Unknown,With family (commuting),Man,0,0,-1.2,-0.9460333333333333,-0.0,,,,3,2,2,3,3,3,3,3,2,2,3,2,3,2,3,2,2,1,2,2,1,5,5,6,3,5,3,2,2,3
1,5,3.5206494350753275,0.6739886358790761,0,0,0,2.6499870708703948,-0.34423336692631157,2.109349636013736,-1.0819601517805206,1,Hispanic/Latino,With family (commuting),Man,0,0,-1.2,-0.9460333333333333,-0.0,,,,1,1,2,3,3,2,2,2,1,2,2,2,2,2,2,3,1,2,2,3,1,2,5,4,3,3,3,3,2,3
1,6,4.325259903977278,1.4785991047810265,1,0,0,1.463639732887577,-1.5305807049091293,3.8606543857367446,0.6693445979424881,1,Asian,On-campus (residence hall),Woman,2,0,-1.0,-0.7460333333333333,-0.0,,,,2,2,1,2,2,2,3,3,2,3,2,2,2,2,2,2,2,1,1,2,2,4,6,4,4,5,3,3,2,3
0,6,2.60234558311742,-0.24431521607883155,1,0,0,2.8104874452703807,-0.18373299252632558,2.777962959672652,-0.4133468281216044,1,Hispanic/Latino,With family (commuting),Man,0,0,-1.2,-0.9460333333333333,-0.0,,,,3,2,2,2,3,2,3,2,2,3,2,3,2,3,2,3,3,3,3,3,3,4,3,5,5,3,2,2,2,2
0,6,3.1483868986341537,0.3017260994379023,1,1,0,2.724377972968302,-0.26984246482840435,2.6096550415530637,-0.5816547462411927,0,Hispanic/Latino,On-campus (residence hall),Woman,11,0,-0.1,0.15396666666666667,0.0,,,,3,3,3,2,2,2,3,3,3,3,2,2,3,3,3,2,3,3,2,1,3,6,4,4,5,3,3,2,3,3
0,6,3.6753844076984064,0.828723608502155,0,1,0,3.498742166146708,0.5045217283500016,4.117895233972219,0.9265854461779628,0,White,Off-campus (rent/apartment),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,4,3,2,2,3,3,3,2,3,2,2,3,3,3,2,3,3,2,3,3,3,5,5,4,5,6,3,3,3,3
0,5,1.8775457556620547,-0.9691150435341966,1,1,0,2.971999333705046,-0.022221104091660226,3.6025128060445826,0.4112030182503261,1,Hispanic/Latino,On-campus (residence hall),Woman,3,0,-0.9,-0.6460333333333333,-0.0,,,,2,1,2,2,3,3,3,2,2,3,2,2,2,3,2,2,1,1,3,2,2,4,5,3,2,4,2,2,2,3
0,6,2.0695025886085645,-0.7771582105876869,1,1,0,3.5590218163327547,0.5648013785360484,3.3102846722864996,0.11897488449224314,0,Asian,On-campus (residence hall),Man,0,0,-1.2,-0.9460333333333333,-0.0,,,,3,3,3,3,3,4,3,2,3,3,3,3,3,3,4,3,2,2,2,2,2,5,6,5,4,4,3,3,3,3
1,7,4.6552595719618814,1.80859877276563,1,1,0,3.004701338675417,0.010480900878710564,3.602850355978124,0.41154056818386753,0,White,Off-campus (rent/apartment),Man,18,1,0.6,0.8539666666666667,0.8539666666666667,,,,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,2,1,2,3,2,1,5,5,5,4,3,3,3,2,3
1,8,2.6842334926080835,-0.16242730658816784,0,1,0,4.127050507269577,1.1328300694728708,3.0783022983482367,-0.1130074894460198,1,Hispanic/Latino,On-campus (residence hall),Man,37,1,2.5,2.753966666666667,2.753966666666667,,,,2,2,1,2,2,1,2,2,2,3,1,3,2,2,3,3,4,3,3,3,4,5,4,6,5,5,2,2,2,3
1,5,1.8496908561574779,-0.9969699430387735,1,0,0,3.2767583465475885,0.28253790875088214,3.521126247559499,0.32981645976524243,1,White,Off-campus (rent/apartment),Man,0,0,-1.2,-0.9460333333333333,-0.0,,,,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,1,2,2,1,1,2,5,4,5,5,4,3,4,4,3
0,5,2.8059791894845945,-0.04068160971165691,1,0,0,2.4057029644390924,-0.588517473357614,3.7186828274042707,0.5273730396100142,0,White,With family (commuting),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,3,1,3,7,4,7,4,5,3,2,3,3
0,7,2.860690944069868,0.014030144873616646,1,1,0,3.7537184771020033,0.759498039305297,2.302715283371173,-0.8885945044230836,0,Hispanic/Latino,With family (commuting),Man,0,0,-1.2,-0.9460333333333333,-0.0,,,,3,3,1,3,3,3,2,3,2,2,3,3,3,2,2,2,1,2,1,2,2,4,4,4,4,3,3,2,3,4
1,6,2.603998653643752,-0.24266214555249954,0,0,1,2.6630069002060672,-0.3312135375906391,4.130704472976561,0.9393946851823043,1,Hispanic/Latino,Off-campus (rent/apartment),Man,9,0,-0.3,-0.046033333333333315,-0.0,,,,3,3,3,3,3,3,4,3,2,3,3,4,3,3,3,2,2,2,3,2,3,7,6,5,5,3,3,3,3,2
0,6,1.4117533723360562,-1.4349074268601951,1,0,0,2.4897828975009895,-0.5044375402957169,2.283386421869528,-0.9079233659247286,1,Hispanic/Latino,With family (commuting),Man,0,0,-1.2,-0.9460333333333333,-0.0,,,,4,3,4,3,3,3,3,4,3,3,3,3,3,4,3,2,2,2,2,2,2,5,4,5,5,7,3,3,3,4
1,5,5.055241379510367,2.2085805803141154,1,1,1,2.2602829118821752,-0.7339375259145311,2.387638137911554,-0.8036716498827023,0,Hispanic/Latino,Off-campus (rent/apartment),Man,25,1,1.3,1.5539666666666667,1.5539666666666667,,,,4,4,3,3,3,3,4,3,3,3,3,4,3,3,3,2,2,2,1,2,1,5,6,4,3,3,3,2,3,3
1,6,3.742014960869539,0.8953541616732879,0,0,0,4.576896255199682,1.582675817402976,2.7025262478004635,-0.488783539993793,1,Other/Multiracial/Unknown,With family (commuting),Woman,4,0,-0.8,-0.5460333333333334,-0.0,,,,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,3,3,3,2,4,3,5,7,4,4,5,2,2,2,2
1,6,2.647937896611767,-0.19872290258448455,1,1,0,3.794517148029403,0.8002967102326966,2.3289318409943376,-0.8623779467999189,1,Hispanic/Latino,With family (commuting),Man,0,0,-1.2,-0.9460333333333333,-0.0,,,,1,2,1,1,2,2,2,1,1,2,1,2,1,2,2,4,2,3,3,4,3,2,3,5,3,3,2,2,1,2
0,5,2.3289270929577026,-0.5177337062385488,0,1,1,2.8236662567960855,-0.1705541810006208,2.63710589524045,-0.5542038925538066,1,Hispanic/Latino,On-campus (residence hall),Woman,2,0,-1.0,-0.7460333333333333,-0.0,,,,4,3,3,3,3,2,3,3,3,3,2,4,3,3,3,1,2,2,3,3,1,3,5,3,4,4,2,2,3,2
0,5,2.4682180070000066,-0.37844279219624477,1,0,0,3.964641759009129,0.9704213212124229,2.9646289065511846,-0.22668088124307184,1,Hispanic/Latino,On-campus (residence hall),Woman,4,0,-0.8,-0.5460333333333334,-0.0,,,,3,4,3,3,3,2,3,3,3,3,3,3,3,4,4,3,2,2,3,2,3,5,3,5,4,5,2,2,3,3
0,6,3.843055646615497,0.9963948474192454,0,0,1,3.8608087692350375,0.8665883314383311,3.8624758145691427,0.6711660267748862,0,Hispanic/Latino,With family (commuting),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,2,4,4,3,4,4,3,4,3,3,3,3,3,4,3,2,2,1,2,2,2,5,5,5,5,5,3,3,3,3
1,7,4.758143116035186,1.911482316838935,1,0,1,2.4911195219608087,-0.5031009158358977,3.1032781799805096,-0.08803160781374686,0,White,Off-campus (rent/apartment),Woman,11,0,-0.1,0.15396666666666667,0.0,,,,4,3,3,3,3,3,3,3,3,2,2,3,3,2,3,4,2,4,3,3,3,5,6,4,5,4,2,3,2,2
1,8,3.364339070008609,0.5176782708123575,1,0,1,4.0735948080695135,1.0793743702728071,3.7803081952213593,0.5889984074271029,0,Hispanic/Latino,Off-campus (rent/apartment),Woman,5,0,-0.7,-0.4460333333333333,-0.0,,,,3,4,3,4,3,3,3,3,3,3,4,3,3,3,4,2,1,1,1,2,2,7,5,6,3,7,3,3,3,3
0,5,3.4378864858772924,0.591225686681041,1,0,0,3.561770539639523,0.5675501018428166,1.5516516583288733,-1.6396581294653831,0,Hispanic/Latino,On-campus (residence hall),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,3,2,2,3,2,3,2,2,3,2,2,2,2,3,3,3,1,3,2,2,2,4,6,5,4,4,2,2,2,3
0,4,3.1594033084980713,0.3127425093018199,0,1,0,2.094459713943932,-0.8997607238527743,2.0318222915956965,-1.15948749619856,1,Hispanic/Latino,With family (commuting),Man,4,0,-0.8,-0.5460333333333334,-0.0,,,,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,4,4,4,3,4,4,5,5,4,5,4,2,3,3,2
0,6,1.6138679332161852,-1.2327928659800662,1,1,0,2.974413814312666,-0.019806623484040387,3.6437222486752683,0.45241246088101184,0,Hispanic/Latino,With family (commuting),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,4,4,4,3,3,4,3,3,4,3,4,3,4,3,4,2,2,2,1,2,2,4,4,6,6,5,3,3,3,3
1,6,3.514675734687172,0.6680149354909206,1,1,0,3.3522154171945004,0.3579949793977941,2.9086694137111637,-0.2826403740830927,0,Hispanic/Latino,On-campus (residence hall),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,3,4,3,2,4,3,2,3,3,3,3,3,3,3,4,2,1,1,2,1,2,5,4,6,5,4,2,4,4,3
1,5,3.3366515099244696,0.4899907107282182,1,1,0,2.3193201883500354,-0.6749002494466709,1.8558742346078057,-1.3354355531864508,0,White,Off-campus (rent/apartment),Woman,58,1,4.6,4.8539666666666665,4.8539666666666665,,,,3,3,1,3,3,3,3,3,3,3,3,3,3,2,3,2,2,1,1,2,3,5,4,5,3,3,3,3,3,3
0,5,3.1176574028620765,0.2709966036658251,0,0,1,2.704842635486433,-0.2893778023102733,3.025526022085629,-0.1657837657086274,0,White,With family (commuting),Woman,4,0,-0.8,-0.5460333333333334,-0.0,,,,3,3,3,2,3,3,3,3,2,2,2,3,2,3,3,2,2,1,1,2,2,3,4,5,4,6,3,2,3,3
1,5,0.5607027795349869,-2.2859580196612646,1,1,1,3.749148277589274,0.7549278397925678,5.319709237602994,2.1283994498087373,1,Hispanic/Latino,With family (commuting),Woman,8,0,-0.4,-0.14603333333333335,-0.0,,,,3,3,3,2,3,3,2,4,3,3,3,2,2,3,3,2,1,1,2,2,1,4,6,5,3,5,3,2,3,4
0,7,2.4624070814301264,-0.38425371776612494,1,0,0,2.5464116668736327,-0.4478087709230736,2.974349940103376,-0.21695984769088028,1,Hispanic/Latino,With family (commuting),Man,0,0,-1.2,-0.9460333333333333,-0.0,,,,2,3,1,2,2,1,2,2,2,2,2,2,3,3,2,4,2,3,3,4,3,2,3,2,2,3,3,1,2,3
0,8,2.4273338347207196,-0.41932696447553175,1,0,1,2.372368254807059,-0.6218521829896475,4.2201626324282975,1.028852844634041,0,White,With family (commuting),Man,2,0,-1.0,-0.7460333333333333,-0.0,,,,4,4,2,4,3,2,3,3,2,3,3,2,3,3,3,3,1,2,1,2,2,4,4,5,5,4,3,3,3,3
0,6,1.8806627250041932,-0.9659980741920582,0,0,0,3.5582685640510596,0.5640481262543533,3.627094459576287,0.4357846717820304,1,White,With family (commuting),Man,4,0,-0.8,-0.5460333333333334,-0.0,,,,2,2,1,2,3,3,2,3,3,2,2,3,2,3,2,2,2,3,3,2,3,4,5,4,3,2,2,2,3,3
0,6,1.8260559317936698,-1.0206048674025816,1,1,0,2.8697790768992486,-0.12444136089745772,1.988384672828688,-1.2029251149655684,1,Asian,On-campus (residence hall),Man,36,1,2.4,2.6539666666666664,2.6539666666666664,,,,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,1,2,2,3,3,2,4,5,4,5,5,3,3,3,2
0,6,4.968991917808211,2.1223311186119593,0,1,1,2.3578272963247406,-0.6363931414719657,1.0689754080891023,-2.122334379705154,0,Hispanic/Latino,With family (commuting),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,4,4,4,3,3,3,3,4,4,4,3,4,4,3,4,1,1,2,2,1,1,7,5,3,5,3,3,3,3,4
1,5,4.278638483299437,1.4319776841031855,0,1,1,2.8278851042179514,-0.16633533357875496,3.0288446353588525,-0.16246515243540394,0,Hispanic/Latino,With family (commuting),Man,5,0,-0.7,-0.4460333333333333,-0.0,,,,3,3,2,3,3,2,3,3,2,2,3,3,3,3,2,3,3,1,2,3,1,7,6,6,5,5,2,2,3,3
0,6,2.361410064471225,-0.48525073472502633,1,1,1,2.3958130330791394,-0.5984074047175669,4.020723392972241,0.8294136051779843,1,Hispanic/Latino,On-campus (residence hall),Man,52,1,4.0,4.253966666666667,4.253966666666667,,,,3,2,3,3,3,3,3,2,3,2,2,3,2,3,2,2,2,2,1,2,1,2,2,5,2,3,3,3,3,2
1,8,4.258975620611484,1.412314821415233,0,0,1,3.4631125836382446,0.46889214584153827,2.701649298956318,-0.48966048883793833,0,Hispanic/Latino,With family (commuting),Man,18,1,0.6,0.8539666666666667,0.8539666666666667,,,,3,2,3,3,3,2,2,3,2,3,2,2,3,3,2,1,3,2,3,3,3,5,6,5,2,4,3,3,2,2
0,7,3.348733027503157,0.5020722283069055,0,0,0,2.7564343011828614,-0.23778613661384496,3.218675630009445,0.02736584221518834,1,Hispanic/Latino,With family (commuting),Woman,2,0,-1.0,-0.7460333333333333,-0.0,,,,2,2,2,3,3,2,3,3,2,2,2,3,2,2,2,3,2,2,3,3,3,4,4,4,3,4,2,3,2,3
1,5,2.992448344227476,0.14578754503122449,0,0,0,3.8200412847160328,0.8258208469193264,2.0371196737883706,-1.154190114005886,0,Hispanic/Latino,With family (commuting),Woman,5,0,-0.7,-0.4460333333333333,-0.0,,,,2,2,2,2,2,2,1,2,2,3,2,2,1,2,3,3,2,2,4,3,3,5,3,3,4,4,2,2,2,2
0,7,3.380306058269168,0.5336452590729168,0,0,0,3.785132800569656,0.7909123627729495,3.356201268533434,0.1648914807391777,0,White,Off-campus (rent/apartment),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,3,4,4,3,3,3,3,3,4,3,3,3,3,4,3,2,1,1,2,1,1,5,5,4,4,3,3,3,3,2
1,5,2.0149737312390656,-0.8316870679571857,1,0,0,2.1383830318316046,-0.8558374059651017,2.8104975257260585,-0.38081226206819796,1,White,With family (commuting),Man,0,0,-1.2,-0.9460333333333333,-0.0,,,,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,3,4,3,3,2,5,4,7,5,3,2,2,2,2
1,5,2.872589492836459,0.025928693640207445,1,0,0,2.9190530116113607,-0.07516742618534566,1.1609525391138769,-2.03035724868038,0,White,Off-campus (rent/apartment),Man,9,0,-0.3,-0.046033333333333315,-0.0,,,,3,3,3,3,2,3,3,3,2,2,3,2,3,3,3,2,2,3,4,3,3,5,4,4,6,4,3,2,2,2
1,6,4.090695651602468,1.2440348524062168,1,0,0,2.9197186021816757,-0.07450183561503065,3.0409635745585133,-0.15034621323574315,0,White,With family (commuting),Man,12,1,0.0,0.2539666666666667,0.2539666666666667,,,,4,4,3,3,3,3,4,4,3,4,3,3,3,3,4,2,1,1,2,2,2,5,5,5,4,5,4,3,3,3
0,7,3.124371002514182,0.27771020331793084,1,1,0,2.706115548669727,-0.2881048891269793,2.4161712156193706,-0.7751385721748858,0,Asian,With family (commuting),Woman,38,1,2.6,2.8539666666666665,2.8539666666666665,,,,4,4,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,4,3,6,5,6,7,4,3,2,3,3
1,8,1.5464412240763643,-1.300219575119887,1,0,1,2.6736392089018195,-0.3205812288948868,3.3707773629819657,0.17946757518770928,0,Hispanic/Latino,Off-campus (rent/apartment),Woman,19,1,0.7,0.9539666666666666,0.9539666666666666,,,,3,4,2,3,3,3,2,3,3,3,3,3,4,3,3,3,3,2,2,2,2,3,4,4,3,3,3,3,3,4
0,4,2.544198457867538,-0.3024623413287135,1,0,0,2.9264319755468566,-0.06778846224984969,3.579309854631056,0.38800006683679955,0,White,On-campus (residence hall),Man,8,0,-0.4,-0.14603333333333335,-0.0,,,,4,4,3,3,3,2,3,3,3,2,3,2,3,3,3,2,1,2,2,3,2,6,6,5,5,5,3,3,2,3
1,6,1.6816612299608715,-1.1649995692353798,0,1,0,2.291288168995809,-0.7029322688008972,1.842358162282651,-1.3489516255116054,1,White,With family (commuting),Man,5,0,-0.7,-0.4460333333333333,-0.0,,,,4,3,4,3,3,4,4,3,3,3,3,3,3,4,3,1,1,2,2,2,2,7,6,6,5,5,3,3,4,3
0,7,3.3457002745709783,0.4990394753747269,0,0,0,4.042936969503558,1.048716531706852,2.6209161956244382,-0.5703935921698182,0,Hispanic/Latino,With family (commuting),Woman,7,0,-0.5,-0.24603333333333333,-0.0,,,,3,3,3,3,2,3,4,3,3,3,2,3,3,3,3,3,1,2,2,3,2,6,4,6,5,5,3,3,3,3
0,5,2.4834605847210636,-0.3632002144751878,1,0,1,2.5822106496958823,-0.412009788100824,3.11792626672129,-0.0733835210729663,1,Asian,On-campus (residence hall),Woman,3,0,-0.9,-0.6460333333333333,-0.0,,,,3,2,3,2,3,3,2,2,3,3,2,3,3,2,3,3,2,2,2,2,2,5,6,5,5,3,3,3,3,3
0,8,1.3277316753947077,-1.5189291238015437,0,1,1,3.09806638497799,0.10384594718128382,2.8915278836031013,-0.29978190419115514,1,White,With family (commuting),Man,43,1,3.1,3.3539666666666665,3.3539666666666665,,,,3,3,3,2,2,2,3,3,2,3,2,3,2,3,3,3,3,3,4,4,4,3,6,4,3,5,3,3,2,2
1,8,1.438109671625519,-1.4085511275707323,0,0,1,3.9372632645189127,0.9430428267222064,2.877918491340788,-0.31339129645346864,1,White,Off-campus (rent/apartment),Man,0,0,-1.2,-0.9460333333333333,-0.0,,,,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,1,2,1,1,1,1,5,3,5,3,2,3,3,4,3
1,8,2.128116516521309,-0.7185442826749422,1,1,1,4.6275309609208035,1.6333105231240972,0.7323189633753852,-2.4589908244188714,1,Hispanic/Latino,With family (commuting),Man,12,1,0.0,0.2539666666666667,0.2539666666666667,,,,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,5,4,5,3,2,2,2
0,6,1.3809723877925801,-1.4656884114036712,0,0,1,2.203266031913419,-0.7909544058832871,3.0727194866358327,-0.11859030115842373,1,Black/African American,On-campus (residence hall),Woman,6,0,-0.6,-0.3460333333333333,-0.0,,,,4,4,4,3,3,4,3,4,3,3,3,3,4,3,4,2,1,2,2,3,2,5,4,4,5,5,3,4,3,4
0,6,4.04739392045756,1.200733121261309,1,1,0,2.8627839331085227,-0.13143650468818358,4.4602458542057235,1.268936066411467,0,Hispanic/Latino,With family (commuting),Man,0,0,-1.2,-0.9460333333333333,-0.0,,,,2,2,1,2,2,3,1,3,2,2,1,2,2,2,3,3,2,2,2,3,2,4,3,4,4,3,3,3,2,3
0,7,3.464602486774178,0.6179416875779267,1,0,0,3.222803477145535,0.22858303934882862,3.4606015435309727,0.26929175573671627,0,Hispanic/Latino,With family (commuting),Man,5,0,-0.7,-0.4460333333333333,-0.0,,,,2,2,2,2,3,3,3,3,3,3,3,3,2,2,3,2,2,3,1,2,2,5,2,6,4,3,2,3,3,3
1,6,2.769709537356359,-0.0769512618398922,1,1,0,3.3410018138980924,0.34678137610138604,2.963972217893785,-0.2273375699004716,0,White,Off-campus (rent/apartment),Woman,9,0,-0.3,-0.046033333333333315,-0.0,,,,3,2,2,2,2,2,2,2,3,2,2,3,3,3,2,1,3,1,1,3,2,5,4,5,2,3,2,3,3,3
1,7,3.1667407098952074,0.320079910698956,0,1,1,2.6778785011736135,-0.31634193662309285,3.8555419405012583,0.6642321527070019,0,Black/African American,With family (commuting),Woman,31,1,1.9,2.1539666666666664,2.1539666666666664,,,,3,2,2,3,2,2,2,3,3,3,2,3,2,2,2,3,2,3,4,4,3,5,3,3,4,3,2,2,2,2
1,7,3.230705749673905,0.38404495047765375,0,1,1,3.3777340850491315,0.3835136472524252,2.776945784158208,-0.4143640036360483,1,Hispanic/Latino,Off-campus (rent/apartment),Man,0,0,-1.2,-0.9460333333333333,-0.0,,,,2,3,3,3,3,4,3,3,3,3,3,2,3,3,3,2,2,2,2,2,2,6,5,6,4,4,2,3,2,2
0,8,3.7699283758801743,0.9232675766839229,1,0,0,3.330006856554099,0.33578641875739246,3.863907551703273,0.6725977639090166,0,Asian,On-campus (residence hall),Woman,15,1,0.3,0.5539666666666667,0.5539666666666667,,,,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,4,5,4,3,3,3,3
1,5,1.7365487353401312,-1.1101120638561202,1,0,0,1.863106698463514,-1.1311137393331923,3.57335485705766,0.38204506926340365,1,Other/Multiracial/Unknown,On-campus (residence hall),Woman,2,0,-1.0,-0.7460333333333333,-0.0,,,,2,3,3,2,3,2,3,3,2,2,2,3,2,3,2,3,3,3,2,3,2,5,5,4,4,3,2,3,3,2
0,6,2.1668351251108406,-0.6798256740854107,1,0,1,4.362382091655081,1.3681616538583747,2.8721784138202464,-0.31913137397401004,0,Hispanic/Latino,With family (commuting),Man,0,0,-1.2,-0.9460333333333333,-0.0,,,,4,3,2,3,4,3,2,2,3,2,2,3,2,3,3,3,2,2,3,3,2,5,4,4,3,3,3,2,3,2
1,6,2.192369399650641,-0.6542913995456106,1,0,0,2.196688641164354,-0.7975317966323523,3.0250226330399617,-0.16628715475429479,1,White,With family (commuting),Man,10,0,-0.2,0.05396666666666666,0.0,,,,4,2,2,2,2,3,3,2,3,2,3,3,3,3,3,3,1,1,3,3,2,5,6,5,3,4,3,3,2,3
1,5,3.762982354436409,0.9163215552401578,0,1,1,2.5827267428350025,-0.41149369496170385,3.831723915343037,0.6404141275487807,0,Hispanic/Latino,On-campus (residence hall),Woman,2,0,-1.0,-0.7460333333333333,-0.0,,,,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,3,3,4,4,5,5,3,2,2,2,2
1,7,2.3390115948808243,-0.507649204315427,0,1,0,2.610085809539142,-0.38413462825756417,1.8491866988466115,-1.342123088947645,1,White,With family (commuting),Man,15,1,0.3,0.5539666666666667,0.5539666666666667,,,,4,2,3,3,3,4,2,3,3,2,2,2,3,3,3,3,2,3,1,1,2,5,6,5,5,5,3,2,3,2
1,5,5.169693524597792,2.323032725401541,0,1,0,1.7888568875810724,-1.205363550215634,4.341290805458292,1.1499810176640355,0,Hispanic/Latino,With family (commuting),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,3,4,3,3,3,4,3,3,3,2,3,3,2,3,4,2,1,1,1,1,2,6,4,4,5,4,3,3,3,3
1,8,3.065313479123121,0.21865267992686954,0,1,1,3.143619464049046,0.1493990262523397,3.7673319529712606,0.5760221651770041,0,Black/African American,Off-campus (rent/apartment),Woman,27,1,1.5,1.7539666666666667,1.7539666666666667,,,,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,2,3,2,2,2,2,6,5,6,5,4,3,3,4,2
