"cohort","hgrades","hgrades_c","Cgrades","bparented","bparented_c","pell","hapcl","hprecalc13","hchallenge","hchallenge_c","cSFcareer","cSFcareer_c","hacadpr13","hacadpr13_num","hacadpr13_num_c","tcare","tcare_num","tcare_num_c","firstgen","re_all","living18","sex","StemMaj","StemMaj_c","trnsfr_cr","x_FASt","credit_dose","credit_dose_c","XZ_c","r","r_minus","r_plus","sbmyself","sbvalued","sbcommunity","pgthink","pganalyze","pgwork","pgvalues","pgprobsolve","SEwellness","SEnonacad","SEactivities","SEacademic","SEdiverse","evalexp","sameinst","MHWdacad","MHWdlonely","MHWdmental","MHWdexhaust","MHWdsleep","MHWdfinancial","QIstudent","QIadvisor","QIfaculty","QIstaff","QIadmin","SFcareer","SFotherwork","SFdiscuss","SFperform","id","DE_group_temp","hdc17","DC_student","archetype_id","archetype_name","credit_band","psw"
1,7,0.477746018783177,7,7,0.959116925592805,0,0,0,4,-0.498266367530084,1,-1.31734693877551,2,3,-7.1922,2,3,0.4952,0,"White","Off-campus (rent/apartment)","Female",0,-0.2402,80,1,6.8,6.25274,6.25274,31,2.6,3.6,2,1,1,3,4,4,3,3,2,2,2,2,2,2,2,5,6,5,5,6,5,3,3,3,4,2,1,3,4,4,402,2,4,1,7,"White Off-Campus Working","FASt_12plus",1.31951625675737
1,8,1.47774601878318,7,8,1.9591169255928,0,1,1,5,0.501733632469916,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,0,"Asian","With family (commuting)","Male",0,-0.2402,34,1,2.2,1.65274,1.65274,12,0.7,1.7,3,3,3,3,3,4,3,4,2,3,3,2,3,3,3,4,3,4,4,NA,3,5,6,5,5,6,3,1,1,1,403,2,5,1,3,"Asian High-Pressure Achiever","FASt_12plus",0.689052820881975
0,5,-1.52225398121682,7,5,-1.0408830744072,0,0,0,5,0.501733632469916,2,-0.31734693877551,2,3,-7.1922,2,3,0.4952,1,"Asian","Off-campus (rent/apartment)","Female",0,-0.2402,11,0,-0.1,-0.647260000000004,0,1,-0.4,0.6,2,2,2,3,3,4,3,3,3,3,3,3,4,3,3,6,6,6,6,6,6,4,4,4,4,4,2,3,2,3,404,1,3,1,4,"Asian First-Gen Navigator","non_FASt_1_11",0.503747586915769
1,7,0.477746018783177,7,7,0.959116925592805,1,0,0,4,-0.498266367530084,3,0.68265306122449,4,13,2.8078,1,0,-2.5048,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,11,0,-0.1,-0.647260000000004,0,26,2.1,3.1,2,2,2,4,3,3,4,4,2,2,2,2,2,2,2,3,3,3,3,3,3,7,6,6,7,7,3,1,2,3,405,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.928967223548182
1,5,-1.52225398121682,7,6,-0.0408830744071951,0,1,0,2,-2.49826636753008,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,7,0,-0.5,-1.04726,0,-4,-0.9,0.1,3,NA,3,3,3,3,3,3,2,2,2,2,3,2,2,6,5,5,5,6,5,5,NA,5,5,4,2,1,1,3,406,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.843843547256055
1,6,-0.522253981216823,7,6,-0.0408830744071951,1,1,1,3,-1.49826636753008,1,-1.31734693877551,2,3,-7.1922,1,0,-2.5048,0,"Asian","With family (commuting)","Male",0,-0.2402,32,1,2,1.45274,1.45274,-6,-1.1,-0.1,NA,2,2,3,3,4,3,4,2,1,1,1,1,2,2,4,4,4,NA,4,4,5,5,4,5,4,1,2,3,1,407,2,4,1,3,"Asian High-Pressure Achiever","FASt_12plus",1.14114091537816
1,6,-0.522253981216823,6,6,-0.0408830744071951,0,0,0,3,-1.49826636753008,1,-1.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,22,1,1,0.452739999999996,0.452739999999996,-6,-1.1,-0.1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,6,NA,5,5,5,6,5,5,5,5,6,1,3,2,2,408,2,5,1,1,"Latina Commuter Caretaker","FASt_12plus",1.51212752924301
1,6,-0.522253981216823,7,6,-0.0408830744071951,1,0,0,2,-2.49826636753008,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","",0,-0.2402,7,0,-0.5,-1.04726,0,16,1.1,2.1,3,3,3,2,3,3,3,2,2,1,1,2,1,3,2,3,3,3,3,3,4,6,5,5,5,6,2,2,2,2,409,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",0.666553821825029
1,8,1.47774601878318,7,6,-0.0408830744071951,1,1,1,5,0.501733632469916,2,-0.31734693877551,6,23,12.8078,1,0,-2.5048,0,"Asian","With family (commuting)","Female",0,-0.2402,19,1,0.7,0.152739999999996,0.152739999999996,34,2.9,3.9,3,3,3,4,3,4,3,3,4,3,4,3,3,3,3,5,5,5,5,6,5,6,6,6,5,NA,2,2,4,1,410,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus",0.691059400994162
0,8,1.47774601878318,7,8,1.9591169255928,0,0,1,1,-3.49826636753008,1,-1.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,33,1,2.1,1.55274,1.55274,-8,-1.3,-0.3,3,2,2,2,3,3,2,2,2,2,2,3,2,3,3,5,5,6,5,5,6,NA,4,5,5,5,1,2,2,3,411,2,5,1,1,"Latina Commuter Caretaker","FASt_12plus",1.03236378723063
0,6,-0.522253981216823,6,7,0.959116925592805,1,0,0,4,-0.498266367530084,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,0,"Black/African American","On-campus (residence hall)","Female",0,-0.2402,5,0,-0.7,-1.24726,0,-8,-1.3,-0.3,4,3,3,3,2,3,2,2,2,2,2,2,2,2,2,3,4,3,4,4,4,7,7,NA,6,7,2,2,3,2,412,1,1,0,5,"Black Campus Connector","non_FASt_1_11",0.788863017426901
0,6,-0.522253981216823,6,7,0.959116925592805,0,0,1,5,0.501733632469916,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,0,"Other/Multiracial/Unknown","On-campus (residence hall)","Female",0,-0.2402,0,0,-1.2,-1.74726,0,24,1.9,2.9,4,4,4,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,NA,3,2,5,5,5,5,4,2,2,2,3,413,0,3,1,8,"Multiracial Bridge-Builder","non_DE",0.895604585072524
0,6,-0.522253981216823,7,8,1.9591169255928,0,0,0,4,-0.498266367530084,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Other/Multiracial/Unknown","With family (commuting)","Female",0,-0.2402,80,1,6.8,6.25274,6.25274,-11,-1.6,-0.6,3,3,3,4,3,4,2,3,3,4,4,3,3,3,3,2,3,3,3,3,3,6,5,4,5,5,2,1,2,2,414,2,4,1,8,"Multiracial Bridge-Builder","FASt_12plus",1.35908704206932
0,6,-0.522253981216823,7,6,-0.0408830744071951,1,1,1,4,-0.498266367530084,1,-1.31734693877551,2,3,-7.1922,1,0,-2.5048,0,"Hispanic/Latino","On-campus (residence hall)","Female",1,0.7598,1,0,-1.1,-1.64726,0,26,2.1,3.1,2,3,3,3,4,3,3,4,4,4,4,3,3,4,4,3,3,3,3,3,4,7,6,6,6,6,1,3,2,2,415,1,3,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",1.08140145783839
1,6,-0.522253981216823,7,5,-1.0408830744072,0,0,0,3,-1.49826636753008,NA,-2.25851083866603e-16,5,18,7.8078,1,0,-2.5048,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2402,3,0,-0.9,-1.44726,0,13,0.8,1.8,4,4,4,3,3,3,2,3,3,3,3,2,2,2,2,5,5,5,5,4,5,5,5,6,5,5,1,4,3,1,416,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.686359459112907
0,6,-0.522253981216823,5,6,-0.0408830744071951,1,0,0,6,1.50173363246992,2,-0.31734693877551,2,3,-7.1922,5,18,15.4952,1,"Hispanic/Latino","","Female",0,-0.2402,9,0,-0.3,-0.847260000000004,0,16,1.1,2.1,3,3,3,2,3,2,2,3,2,3,3,3,3,3,3,4,4,4,3,4,4,4,3,4,3,4,2,2,3,3,417,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.668702261616176
0,6,-0.522253981216823,6,6,-0.0408830744071951,0,0,1,3,-1.49826636753008,1,-1.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Black/African American","On-campus (residence hall)","Female",0,-0.2402,9,0,-0.3,-0.847260000000004,0,14,0.9,1.9,3,3,3,3,2,3,4,3,2,2,2,2,3,2,2,3,NA,4,3,4,3,6,4,5,5,4,1,2,3,1,418,1,2,1,5,"Black Campus Connector","non_FASt_1_11",0.726310275045397
0,6,-0.522253981216823,6,7,0.959116925592805,1,0,1,4,-0.498266367530084,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,1,0,-1.1,-1.64726,0,9,0.4,1.4,2,NA,2,2,3,2,3,3,1,2,1,2,2,2,2,4,4,4,4,4,4,4,5,5,5,4,2,1,4,1,419,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11",0.885766846352004
1,6,-0.522253981216823,7,6,-0.0408830744071951,0,0,1,3,-1.49826636753008,3,0.68265306122449,2,3,-7.1922,2,3,0.4952,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,5,0,-0.7,-1.24726,0,34,2.9,3.9,3,4,3,3,3,3,3,3,3,2,2,3,3,2,2,4,4,4,4,5,5,NA,5,5,5,5,3,1,4,1,420,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.745632362045952
0,7,0.477746018783177,7,6,-0.0408830744071951,1,0,0,4,-0.498266367530084,3,0.68265306122449,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,6,0,-0.6,-1.14726,0,23,1.8,2.8,3,2,2,4,3,3,3,3,2,3,3,3,2,3,3,5,4,NA,4,4,4,5,5,6,6,5,3,1,2,3,421,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.837292509121312
0,8,1.47774601878318,7,7,0.959116925592805,0,0,1,7,2.50173363246992,2,-0.31734693877551,5,18,7.8078,1,0,-2.5048,0,"Asian","With family (commuting)","Female",0,-0.2402,1,0,-1.1,-1.64726,0,1,-0.4,0.6,3,4,NA,3,3,4,4,3,2,2,2,3,3,4,3,3,NA,4,4,4,4,5,5,5,6,6,2,1,2,2,422,1,2,1,3,"Asian High-Pressure Achiever","non_FASt_1_11",1.23032791092185
0,6,-0.522253981216823,6,7,0.959116925592805,0,0,1,4,-0.498266367530084,1,-1.31734693877551,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7598,0,0,-1.2,-1.74726,0,32,2.7,3.7,NA,3,3,2,2,3,2,3,3,3,4,3,2,3,2,NA,4,4,4,4,3,3,3,3,2,2,1,1,3,2,423,0,2,1,1,"Latina Commuter Caretaker","non_DE",0.891537259323573
1,6,-0.522253981216823,7,6,-0.0408830744071951,1,1,1,5,0.501733632469916,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,0,"Asian","With family (commuting)","Male",0,-0.2402,5,0,-0.7,-1.24726,0,-14,-1.9,-0.9,4,3,3,3,3,4,3,3,2,3,3,3,3,4,3,5,5,5,5,5,6,5,5,5,5,6,2,3,3,3,424,1,3,1,3,"Asian High-Pressure Achiever","non_FASt_1_11",1.07476320191882
0,7,0.477746018783177,7,7,0.959116925592805,0,0,0,4,-0.498266367530084,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,8,0,-0.4,-0.947260000000004,0,-9,-1.4,-0.4,4,3,NA,2,3,2,2,2,3,3,3,3,2,4,4,3,4,4,4,4,3,6,5,5,5,6,2,1,1,1,425,1,3,1,2,"Latino Off-Campus Working","non_FASt_1_11",0.849884684879046
1,5,-1.52225398121682,7,7,0.959116925592805,0,0,1,4,-0.498266367530084,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,5,0,-0.7,-1.24726,0,7,0.2,1.2,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,4,5,4,4,4,5,5,5,NA,6,5,2,1,2,2,426,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",0.710251121381901
1,8,1.47774601878318,7,7,0.959116925592805,0,0,0,3,-1.49826636753008,1,-1.31734693877551,3,8,-2.1922,1,0,-2.5048,1,"Asian","With family (commuting)","Male",1,0.7598,32,1,2,1.45274,1.45274,24,1.9,2.9,NA,3,3,2,3,3,2,2,3,3,3,3,3,3,3,NA,NA,6,6,6,6,4,5,5,5,6,1,1,2,1,427,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus",1.0943672521917
1,7,0.477746018783177,5,6,-0.0408830744071951,0,1,1,5,0.501733632469916,2,-0.31734693877551,5,18,7.8078,3,8,5.4952,0,"White","On-campus (residence hall)","Female",1,0.7598,2,0,-1,-1.54726,0,7,0.2,1.2,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,2,2,2,3,3,3,7,NA,7,7,7,2,3,3,2,428,1,2,1,6,"White Residential Traditional","non_FASt_1_11",1.33955417724431
1,7,0.477746018783177,7,6,-0.0408830744071951,1,0,0,5,0.501733632469916,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,22,1,1,0.452739999999996,0.452739999999996,23,1.8,2.8,2,2,2,3,3,3,4,3,3,2,2,2,3,3,3,3,3,3,3,4,3,4,3,4,4,3,2,3,2,1,429,2,6,1,1,"Latina Commuter Caretaker","FASt_12plus",1.3206462228232
1,6,-0.522253981216823,7,6,-0.0408830744071951,1,0,0,3,-1.49826636753008,4,1.68265306122449,2,3,-7.1922,2,3,0.4952,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2402,47,1,3.5,2.95274,2.95274,-7,-1.2,-0.2,3,3,3,2,2,3,2,3,3,3,3,3,2,2,2,4,4,3,4,4,NA,6,6,6,6,6,4,2,3,2,430,2,5,1,9,"Hispanic On-Campus Transitioner","FASt_12plus",1.47046579201123
1,7,0.477746018783177,7,NA,4.45360111104744e-16,0,0,1,3,-1.49826636753008,3,0.68265306122449,8,35,24.8078,2,3,0.4952,0,"White","With family (commuting)","Female",0,-0.2402,0,0,-1.2,-1.74726,0,-3,-0.8,0.2,2,2,1,3,3,3,3,3,3,3,3,3,4,2,2,3,3,3,3,3,4,5,5,5,5,4,3,3,2,3,431,0,2,1,11,"White Rural First-Gen","non_DE",1.11835222143785
1,6,-0.522253981216823,7,5,-1.0408830744072,0,0,0,5,0.501733632469916,3,0.68265306122449,7,28,17.8078,8,35,32.4952,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,12,1,0,-0.547260000000004,-0.547260000000004,3,-0.2,0.8,NA,3,2,2,2,3,2,2,2,3,3,3,3,2,3,6,5,5,NA,5,6,3,4,3,NA,4,3,1,2,1,432,2,6,1,2,"Latino Off-Campus Working","FASt_12plus",1.37836805873974
1,7,0.477746018783177,7,5,-1.0408830744072,1,0,1,NA,-1.57917507112703e-16,1,-1.31734693877551,2,3,-7.1922,1,0,-2.5048,0,"","With family (commuting)","Female",0,-0.2402,5,0,-0.7,-1.24726,0,13,0.8,1.8,2,2,3,2,3,3,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,6,5,5,5,5,1,2,1,2,433,1,2,1,3,"Asian High-Pressure Achiever","non_FASt_1_11",0.796226926096162
1,6,-0.522253981216823,7,7,0.959116925592805,0,0,0,4,-0.498266367530084,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,0,"White","On-campus (residence hall)","Male",0,-0.2402,9,0,-0.3,-0.847260000000004,0,31,2.6,3.6,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,7,7,7,7,7,3,2,2,1,434,1,1,0,6,"White Residential Traditional","non_FASt_1_11",0.725801706964167
1,5,-1.52225398121682,7,5,-1.0408830744072,0,1,0,4,-0.498266367530084,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,1,"Other/Multiracial/Unknown","With family (commuting)","Male",0,-0.2402,3,0,-0.9,-1.44726,0,15,1,2,3,2,2,2,2,2,2,2,3,4,3,4,3,2,2,4,4,4,4,4,4,5,5,5,5,6,2,2,2,4,435,1,2,1,8,"Multiracial Bridge-Builder","non_FASt_1_11",0.76396637013603
0,6,-0.522253981216823,6,6,-0.0408830744071951,1,0,1,4,-0.498266367530084,2,-0.31734693877551,2,3,-7.1922,2,3,0.4952,0,"Asian","Off-campus (rent/apartment)","Male",0,-0.2402,62,1,5,4.45274,4.45274,11,0.6,1.6,2,1,2,2,1,2,2,2,1,2,1,1,2,2,1,5,5,5,6,6,5,4,4,4,3,4,2,1,4,2,436,2,7,1,4,"Asian First-Gen Navigator","FASt_12plus",1.3919255695147
1,6,-0.522253981216823,7,5,-1.0408830744072,0,0,1,5,0.501733632469916,1,-1.31734693877551,5,18,7.8078,1,0,-2.5048,1,"White","Off-campus (rent/apartment)","Male",1,0.7598,10,0,-0.2,-0.747260000000004,0,33,2.8,3.8,3,2,3,4,3,4,4,4,2,2,2,2,1,3,3,4,3,3,3,3,3,5,5,4,5,4,1,2,3,1,437,1,2,1,13,"White Working-Class Striver","non_FASt_1_11",0.83270580407069
0,8,1.47774601878318,7,6,-0.0408830744071951,0,1,0,NA,-1.57917507112703e-16,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,1,"White","Off-campus (rent/apartment)","Male",0,-0.2402,3,0,-0.9,-1.44726,0,26,2.1,3.1,2,2,3,2,3,3,2,2,2,2,3,3,3,2,1,3,4,4,4,3,5,6,6,6,5,6,2,1,3,2,438,1,2,1,13,"White Working-Class Striver","non_FASt_1_11",1.2926728535711
0,6,-0.522253981216823,7,8,1.9591169255928,0,0,1,3,-1.49826636753008,2,-0.31734693877551,3,8,-2.1922,3,8,5.4952,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,16,1,0.4,-0.147260000000004,-0.147260000000004,4,-0.1,0.9,2,3,2,2,2,2,2,3,2,3,2,3,3,2,3,4,5,4,NA,4,3,3,3,3,3,4,2,1,2,3,439,2,4,1,1,"Latina Commuter Caretaker","FASt_12plus",1.24061077503421
1,5,-1.52225398121682,6,6,-0.0408830744071951,0,0,0,6,1.50173363246992,2,-0.31734693877551,5,18,7.8078,1,0,-2.5048,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,1,0,-1.1,-1.64726,0,-9,-1.4,-0.4,3,3,4,3,2,3,3,2,2,2,2,2,2,2,2,4,4,4,4,4,NA,5,4,5,4,5,2,2,2,3,440,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11",0.64605924008316
0,7,0.477746018783177,7,7,0.959116925592805,0,0,1,5,0.501733632469916,2,-0.31734693877551,2,3,-7.1922,5,18,15.4952,0,"Asian","Off-campus (rent/apartment)","Female",0,-0.2402,4,0,-0.8,-1.34726,0,-14,-1.9,-0.9,1,2,1,3,4,3,3,3,2,1,2,2,1,2,2,4,NA,NA,3,3,5,4,4,5,4,5,2,1,3,1,441,1,2,1,4,"Asian First-Gen Navigator","non_FASt_1_11",0.947962232747286
1,6,-0.522253981216823,7,5,-1.0408830744072,0,0,1,5,0.501733632469916,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,0,"Asian","With family (commuting)","Female",0,-0.2402,36,1,2.4,1.85274,1.85274,-5,-1,0,2,1,2,2,2,3,3,3,2,2,3,3,3,4,4,6,6,NA,6,6,6,6,NA,5,5,6,2,3,3,3,442,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus",1.41815172375874
0,8,1.47774601878318,7,6,-0.0408830744071951,0,0,0,4,-0.498266367530084,3,0.68265306122449,6,23,12.8078,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7598,26,1,1.4,0.852739999999996,0.852739999999996,-2,-0.7,0.3,3,3,3,3,3,3,2,3,3,3,4,3,3,3,3,4,3,3,4,4,4,5,5,NA,NA,5,3,2,2,2,443,2,6,1,1,"Latina Commuter Caretaker","FASt_12plus",0.994465060319693
0,5,-1.52225398121682,7,6,-0.0408830744071951,0,1,0,4,-0.498266367530084,1,-1.31734693877551,4,13,2.8078,3,8,5.4952,0,"Other/Multiracial/Unknown","On-campus (residence hall)","Male",0,-0.2402,11,0,-0.1,-0.647260000000004,0,-8,-1.3,-0.3,2,2,3,4,4,4,3,3,2,2,3,2,3,3,2,3,3,4,4,4,2,2,NA,2,3,3,1,2,2,2,444,1,1,0,8,"Multiracial Bridge-Builder","non_FASt_1_11",0.852492855328188
1,7,0.477746018783177,7,5,-1.0408830744072,1,1,1,5,0.501733632469916,2,-0.31734693877551,2,3,-7.1922,2,3,0.4952,1,"Hispanic/Latino","On-campus (residence hall)","Female",1,0.7598,0,0,-1.2,-1.74726,0,15,1,2,4,4,4,4,3,4,4,4,3,3,4,3,3,4,3,3,2,3,NA,2,2,6,6,6,6,6,2,2,4,3,445,0,1,0,9,"Hispanic On-Campus Transitioner","non_DE",1.1675983983608
1,5,-1.52225398121682,6,6,-0.0408830744071951,0,0,0,3,-1.49826636753008,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,0,"Black/African American","Off-campus (rent/apartment)","Male",0,-0.2402,10,0,-0.2,-0.747260000000004,0,-5,-1,0,2,2,2,2,3,2,3,3,2,2,3,3,2,3,3,4,4,4,4,4,4,3,NA,3,3,3,2,3,2,3,446,1,2,1,12,"Black Male Striver","non_FASt_1_11",0.560681563024696
0,7,0.477746018783177,7,5,-1.0408830744072,1,0,0,7,2.50173363246992,1,-1.31734693877551,2,3,-7.1922,1,0,-2.5048,0,"Black/African American","On-campus (residence hall)","Female",0,-0.2402,6,0,-0.6,-1.14726,0,-12,-1.7,-0.7,3,3,3,3,3,3,2,3,2,2,2,2,3,3,3,4,3,4,4,4,4,5,6,6,5,5,1,3,3,2,447,1,3,1,5,"Black Campus Connector","non_FASt_1_11",0.735889826249251
1,8,1.47774601878318,7,NA,4.45360111104744e-16,0,0.251835236541599,0,4,-0.498266367530084,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,0,"Asian","With family (commuting)","Female",0,-0.2402,33,1,2.1,1.55274,1.55274,26,2.1,3.1,2,2,2,3,3,3,4,3,2,2,2,3,2,3,3,4,4,4,4,4,3,6,6,5,5,5,2,2,3,1,448,2,4,1,3,"Asian High-Pressure Achiever","FASt_12plus",1.08046293668683
0,8,1.47774601878318,7,6,-0.0408830744071951,1,0,0,5,0.501733632469916,1,-1.31734693877551,2,3,-7.1922,1,0,-2.5048,0,"White","With family (commuting)","Female",0,-0.2402,55,1,4.3,3.75274,3.75274,-13,-1.8,-0.8,3,2,2,2,3,1,3,2,3,2,2,3,3,2,2,2,2,2,2,2,2,5,5,5,5,5,1,3,3,3,449,2,4,1,11,"White Rural First-Gen","FASt_12plus",1.22821469726651
1,8,1.47774601878318,7,8,1.9591169255928,0,0,1,5,0.501733632469916,3,0.68265306122449,3,8,-2.1922,4,13,10.4952,0,"White","Off-campus (rent/apartment)","Male",0,-0.2402,5,0,-0.7,-1.24726,0,21,1.6,2.6,4,3,4,2,2,3,2,2,2,2,2,2,2,3,4,5,NA,5,5,5,5,4,5,4,NA,5,3,4,2,2,450,1,2,1,7,"White Off-Campus Working","non_FASt_1_11",1.20139117196767
1,6,-0.522253981216823,7,5,-1.0408830744072,0,0,0,5,0.501733632469916,2,-0.31734693877551,5,18,7.8078,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7598,23,1,1.1,0.552739999999996,0.552739999999996,25,2,3,2,2,2,3,3,3,2,3,2,3,2,2,2,3,3,5,4,4,4,NA,5,4,4,3,4,3,2,1,3,3,451,2,6,1,1,"Latina Commuter Caretaker","FASt_12plus",1.3874205002805
1,6,-0.522253981216823,7,6,-0.0408830744071951,1,0,0,6,1.50173363246992,3,0.68265306122449,7,28,17.8078,2,3,0.4952,1,"White","With family (commuting)","Female",0,-0.2402,22,1,1,0.452739999999996,0.452739999999996,13,0.8,1.8,3,3,3,3,4,3,3,3,2,3,4,3,3,3,3,2,2,2,3,2,2,4,NA,3,3,3,3,3,2,2,452,2,4,1,11,"White Rural First-Gen","FASt_12plus",1.28641823670021
0,8,1.47774601878318,7,5,-1.0408830744072,0,1,0.350877192982456,4,-0.498266367530084,1,-1.31734693877551,6,23,12.8078,1,0,-2.5048,1,"White","On-campus (residence hall)","Female",0,-0.2402,0,0,-1.2,-1.74726,0,19,1.4,2.4,4,4,4,2,2,2,3,3,3,4,3,4,4,3,3,3,3,2,2,2,2,7,7,NA,NA,7,1,1,2,2,453,0,1,0,6,"White Residential Traditional","non_DE",1.31269278394584
1,7,0.477746018783177,7,7,0.959116925592805,1,0,1,4,-0.498266367530084,2,-0.31734693877551,7,28,17.8078,2,3,0.4952,1,"Other/Multiracial/Unknown","Off-campus (rent/apartment)","Female",1,0.7598,9,0,-0.3,-0.847260000000004,0,-13,-1.8,-0.8,1,2,2,2,2,3,3,3,4,3,4,4,3,4,4,5,5,4,4,5,4,4,4,4,4,3,2,1,3,2,454,1,1,0,8,"Multiracial Bridge-Builder","non_FASt_1_11",1.18405069776398
1,6,-0.522253981216823,6,8,1.9591169255928,0,0,0,4,-0.498266367530084,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7598,10,0,-0.2,-0.747260000000004,0,14,0.9,1.9,2,2,2,4,3,3,4,3,3,2,3,3,3,3,3,4,5,5,NA,4,4,3,3,NA,3,4,2,2,3,2,455,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",0.864693721381485
1,8,1.47774601878318,7,7,0.959116925592805,0,0,1,6,1.50173363246992,2,-0.31734693877551,5,18,7.8078,1,0,-2.5048,0,"Asian","With family (commuting)","Male",0,-0.2402,31,1,1.9,1.35274,1.35274,-8,-1.3,-0.3,3,4,3,3,3,3,2,2,3,4,3,4,3,3,2,4,5,5,4,5,4,5,5,5,4,4,2,1,2,2,456,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus",0.931303045769452
0,6.52225398121682,NA,6,5,-1.0408830744072,0,0,1,3,-1.49826636753008,3,0.68265306122449,5,18,7.8078,1,0,-2.5048,0,"White","Off-campus (rent/apartment)","Female",0,-0.2402,15,1,0.3,-0.247260000000004,-0.247260000000004,9,0.4,1.4,3,2,3,3,3,2,4,3,3,2,3,3,3,3,3,4,3,3,4,3,3,4,4,4,4,4,3,2,3,2,457,2,4,1,7,"White Off-Campus Working","FASt_12plus",1.27286918861622
0,8,1.47774601878318,7,5,-1.0408830744072,0,0,1,6,1.50173363246992,1,-1.31734693877551,3,8,-2.1922,3,8,5.4952,0,"White","With family (commuting)","Female",0,-0.2402,6,0,-0.6,-1.14726,0,2,-0.3,0.7,4,2,3,2,2,2,2,2,2,2,2,2,2,3,3,4,3,3,3,4,4,4,4,3,3,4,1,2,3,2,458,1,1,0,11,"White Rural First-Gen","non_FASt_1_11",0.988617946573287
