"cohort","hgrades","hgrades_c","Cgrades","bparented","bparented_c","pell","hapcl","hprecalc13","hchallenge","hchallenge_c","cSFcareer","cSFcareer_c","firstgen","re_all","living18","sex","StemMaj","trnsfr_cr","x_FASt","credit_dose","credit_dose_c","XZ_c","r","r_minus","r_plus","sbmyself","sbvalued","sbcommunity","pgthink","pganalyze","pgwork","pgvalues","pgprobsolve","SEwellness","SEnonacad","SEactivities","SEacademic","SEdiverse","evalexp","sameinst","MHWdacad","MHWdlonely","MHWdmental","MHWdexhaust","MHWdsleep","MHWdfinancial","QIstudent","QIadvisor","QIfaculty","QIstaff","QIadmin","SFcareer","SFotherwork","SFdiscuss","SFperform","id","DE_group_temp","hdc17","DC_student","archetype_id","archetype_name","credit_band","psw"
0,6,-0.5266,6,7,0.9346,1,0,0,1,-3.476,2,-0.2938,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,7,0,-0.5,-1.13398,0,-9,-1.4,-0.4,2,3,2,3,3,2,3,3,2,2,2,2,2,3,3,4,3,3,3,3,3,7,NA,NA,7,7,2,1,2,2,1095,1,3,1,2,"Latino Off-Campus Working","non_FASt_1_11",0.778339161503963
1,7,0.4734,7,6,-0.0654000000000003,0,0,0,4,-0.476,1,-1.2938,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,50,1,3.8,3.16602,3.16602,18,1.3,2.3,4,3,3,2,2,2,2,2,2,3,2,2,2,3,2,3,3,3,4,4,3,6,6,6,6,6,1,3,3,2,1096,2,4,1,2,"Latino Off-Campus Working","FASt_12plus",1.26067199521082
1,6,-0.5266,6,7,0.9346,1,0,0,4,-0.476,3,0.7062,0,"Hispanic/Latino","With family (commuting)","Female",1,6,0,-0.6,-1.23398,0,5,0,1,2,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,5,3,NA,5,5,5,4,3,1,2,3,1097,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",0.80314763860338
1,7,0.4734,7,5,-1.0654,0,0,0,7,2.524,1,-1.2938,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,5,0,-0.7,-1.33398,0,7,0.2,1.2,4,4,4,3,2,3,3,3,4,3,4,4,4,3,3,3,4,4,3,3,3,6,7,7,6,7,1,3,1,3,1098,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.833187820036265
1,7,0.4734,7,6,-0.0654000000000003,0,0,0,4,-0.476,4,1.7062,0,"Other/Multiracial/Unknown","With family (commuting)","Female",0,8,0,-0.4,-1.03398,0,-2,-0.7,0.3,3,3,3,3,3,3,4,3,3,3,4,4,3,4,4,4,4,4,4,4,3,7,6,6,6,6,4,2,3,2,1099,1,2,1,8,"Multiracial Bridge-Builder","non_FASt_1_11",0.907086328005579
1,8,1.4734,7,5,-1.0654,0,0,0,4,-0.476,2,-0.2938,0,"White","On-campus (residence hall)","Female",0,34,1,2.2,1.56602,1.56602,-2,-0.7,0.3,3,3,4,1,2,2,3,2,3,4,3,4,4,2,2,4,4,3,3,4,4,6,7,6,6,7,2,3,2,2,1100,2,6,1,6,"White Residential Traditional","FASt_12plus",1.15459362660315
0,6,-0.5266,7,6,-0.0654000000000003,0,1,1,5,0.524,2,-0.2938,0,"Asian","With family (commuting)","Male",1,25,1,1.3,0.666019999999996,0.666019999999996,21,1.6,2.6,2,2,1,4,4,4,4,4,2,2,3,3,2,3,3,4,4,NA,5,5,4,5,6,5,5,6,2,3,2,1,1101,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus",1.02748513553397
0,8,1.4734,6,6,-0.0654000000000003,0,1,1,2,-2.476,3,0.7062,0,"White","On-campus (residence hall)","Male",0,11,0,-0.1,-0.733980000000005,0,1,-0.4,0.6,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,3,2,2,2,3,3,5,6,6,6,6,3,3,3,3,1102,1,2,1,6,"White Residential Traditional","non_FASt_1_11",1.39669546553675
0,5,-1.5266,6,5,-1.0654,1,0,0,4,-0.476,3,0.7062,1,"Hispanic/Latino","With family (commuting)","Female",0,2,0,-1,-1.63398,0,16,1.1,2.1,4,4,4,3,3,3,2,3,2,2,3,3,3,3,2,3,3,NA,3,3,3,5,4,5,4,3,3,2,3,3,1103,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",0.554849766446281
1,7,0.4734,6,5,-1.0654,1,0,0,4,-0.476,2,-0.2938,0,"White","With family (commuting)","Male",0,8,0,-0.4,-1.03398,0,20,1.5,2.5,3,2,2,3,3,3,2,3,3,3,2,3,3,3,3,2,3,2,2,2,2,5,4,4,4,5,2,4,3,2,1104,1,2,1,11,"White Rural First-Gen","non_FASt_1_11",0.808251650860348
1,6,-0.5266,7,5,-1.0654,1,0,0,3,-1.476,4,1.7062,1,"Other/Multiracial/Unknown","With family (commuting)","Male",1,0,0,-1.2,-1.83398,0,19,1.4,2.4,3,3,3,3,2,4,2,3,4,4,4,4,3,3,3,1,2,2,1,2,1,5,5,5,5,4,4,3,3,4,1105,0,2,1,8,"Multiracial Bridge-Builder","non_DE",0.669795350821048
0,6,-0.5266,7,5,-1.0654,1,0,0,4,-0.476,2,-0.2938,0,"White","Off-campus (rent/apartment)","Male",0,9,0,-0.3,-0.933980000000004,0,24,1.9,2.9,1,1,1,4,3,3,4,4,1,2,1,1,1,3,3,3,NA,NA,3,NA,3,3,4,4,NA,5,2,1,2,1,1106,1,3,1,7,"White Off-Campus Working","non_FASt_1_11",0.681316512248076
1,8,1.4734,7,6,-0.0654000000000003,0,1,1,4,-0.476,2,-0.2938,1,"Asian","With family (commuting)","Male",0,80,1,6.8,6.16602,6.16602,14,0.9,1.9,4,3,2,4,3,3,4,3,4,4,3,3,4,3,3,5,4,5,5,5,6,6,5,6,6,6,2,3,3,1,1107,2,5,1,3,"Asian High-Pressure Achiever","FASt_12plus",0.743468054460442
1,7,0.4734,6,7,0.9346,1,0,0,4,-0.476,4,1.7062,1,"Hispanic/Latino","With family (commuting)","Female",0,4,0,-0.8,-1.43398,0,0,-0.5,0.5,2,2,1,4,3,3,3,4,2,2,2,2,3,2,2,4,3,3,3,3,3,3,4,3,4,4,4,2,2,2,1108,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",0.980278599163874
0,6,-0.5266,7,6,-0.0654000000000003,0,0,0,3,-1.476,2,-0.2938,1,"White","With family (commuting)","Male",1,18,1,0.6,-0.0339800000000046,-0.0339800000000046,27,2.2,3.2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,3,NA,3,4,4,3,3,4,3,3,3,2,3,3,2,1109,2,6,1,11,"White Rural First-Gen","FASt_12plus",1.39088734826628
0,8,1.4734,7,7,0.9346,1,0,1,5,0.524,2,-0.2938,0,"Asian","Off-campus (rent/apartment)","Female",1,1,0,-1.1,-1.73398,0,-11,-1.6,-0.6,2,2,3,3,3,4,3,3,2,2,2,2,3,3,2,5,5,6,5,5,5,5,NA,4,5,NA,2,3,2,1,1110,1,2,1,4,"Asian First-Gen Navigator","non_FASt_1_11",1.19949493975667
1,5,-1.5266,7,7,0.9346,0,0,0,5,0.524,3,0.7062,1,"Other/Multiracial/Unknown","Off-campus (rent/apartment)","Female",0,23,1,1.1,0.466019999999996,0.466019999999996,15,1,2,2,2,2,2,2,3,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,5,4,4,3,NA,3,2,3,1,1111,2,4,1,8,"Multiracial Bridge-Builder","FASt_12plus",1.46224440474776
0,8,1.4734,6,6,-0.0654000000000003,0,0,0,5,0.524,1,-1.2938,0,"White","On-campus (residence hall)","Male",0,37,1,2.5,1.86602,1.86602,33,2.8,3.8,4,3,3,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,1,2,2,1,1112,2,5,1,6,"White Residential Traditional","FASt_12plus",1.05307837149335
1,6,-0.5266,7,5,-1.0654,1,0,1,6,1.524,3,0.7062,0,"White","With family (commuting)","Female",0,9,0,-0.3,-0.933980000000004,0,-4,-0.9,0.1,3,3,3,4,4,4,4,4,3,3,3,2,2,3,3,4,4,3,4,3,4,4,5,5,5,4,3,3,3,3,1113,1,2,1,11,"White Rural First-Gen","non_FASt_1_11",0.727236958429297
0,5,-1.5266,6,8,1.9346,1,1,0,4,-0.476,1,-1.2938,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,11,0,-0.1,-0.733980000000005,0,16,1.1,2.1,4,4,4,4,4,4,3,4,3,3,3,4,3,3,3,1,2,2,NA,1,1,6,6,6,NA,6,1,2,3,1,1114,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",1.01224982748362
0,6,-0.5266,7,6,-0.0654000000000003,1,0,1,6,1.524,2,-0.2938,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,22,1,1,0.366019999999995,0.366019999999995,12,0.7,1.7,3,3,3,4,4,4,3,4,4,4,4,3,4,3,3,2,2,3,2,2,4,6,6,6,6,6,2,3,3,2,1115,2,4,1,9,"Hispanic On-Campus Transitioner","FASt_12plus",1.31746521290286
0,7,0.4734,6,7,0.9346,0,1,0,5,0.524,3,0.7062,0,"Asian","With family (commuting)","Female",0,45,1,3.3,2.66602,2.66602,4,-0.1,0.9,2,2,2,3,4,3,4,3,3,4,3,3,3,2,3,3,4,4,4,4,3,6,6,6,6,5,3,1,2,1,1116,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus",0.814481968226016
1,6,-0.5266,7,5,-1.0654,0,1,1,2,-2.476,1,-1.2938,1,"Hispanic/Latino","On-campus (residence hall)","Female",1,5,0,-0.7,-1.33398,0,34,2.9,3.9,4,3,4,3,4,3,3,3,2,3,3,3,3,3,3,3,4,4,4,3,3,5,4,5,5,NA,1,1,2,1,1117,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.941705196514503
0,6,-0.5266,7,6,-0.0654000000000003,1,0,0,4,-0.476,2,-0.2938,0,"Black/African American","Off-campus (rent/apartment)","Male",0,0,0,-1.2,-1.83398,0,32,2.7,3.7,3,4,3,4,4,4,4,4,2,2,2,2,2,2,2,3,3,2,3,2,NA,4,4,3,5,4,2,4,1,1,1118,0,1,0,12,"Black Male Striver","non_DE",0.747462215925079
0,7,0.4734,6,8,1.9346,1,1,0,4,-0.476,2,-0.2938,0,"White","On-campus (residence hall)","Male",0,27,1,1.5,0.866019999999995,0.866019999999995,12,0.7,1.7,4,4,4,2,3,3,2,2,4,4,3,4,4,4,4,2,3,2,2,2,3,4,5,5,4,5,2,2,3,4,1119,2,4,1,6,"White Residential Traditional","FASt_12plus",0.771158393959914
0,8,1.4734,7,7,0.9346,0,1,1,4,-0.476,2,-0.2938,0,"White","On-campus (residence hall)","Female",0,32,1,2,1.36602,1.36602,-9,-1.4,-0.4,4,3,4,4,4,4,3,3,3,3,4,4,3,3,3,2,2,3,2,2,3,6,7,7,6,NA,2,2,2,3,1120,2,7,1,10,"Continuing-Gen Cruiser","FASt_12plus",0.653122887872462
0,7,0.4734,7,6,-0.0654000000000003,0,0,1,6,1.524,3,0.7062,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",1,30,1,1.8,1.16602,1.16602,13,0.8,1.8,4,4,4,3,3,3,2,3,2,2,2,3,2,3,3,NA,3,3,3,NA,4,4,NA,4,4,4,3,1,2,2,1121,2,7,1,2,"Latino Off-Campus Working","FASt_12plus",1.14002860443696
1,8,1.4734,7,6,-0.0654000000000003,0,0,0,4,-0.476,3,0.7062,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,56,1,4.4,3.76602,3.76602,4,-0.1,0.9,3,3,3,3,3,3,2,3,4,3,4,3,4,3,3,4,5,5,5,6,5,6,6,6,6,6,3,2,2,2,1122,2,4,1,9,"Hispanic On-Campus Transitioner","FASt_12plus",1.06636468680114
0,7,0.4734,7,7,0.9346,1,0,1,7,2.524,1,-1.2938,1,"Hispanic/Latino","With family (commuting)","Female",0,41,1,2.9,2.26602,2.26602,12,0.7,1.7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,4,5,5,4,4,4,4,3,1,3,1,1,1123,2,5,1,1,"Latina Commuter Caretaker","FASt_12plus",1.08106710457462
0,8,1.4734,7,7,0.9346,1,1,0,6,1.524,3,0.7062,1,"Hispanic/Latino","With family (commuting)","Female",0,37,1,2.5,1.86602,1.86602,-11,-1.6,-0.6,2,3,3,3,3,3,3,3,2,2,1,2,1,2,2,5,5,6,6,6,6,3,NA,3,NA,3,3,2,3,1,1124,2,7,1,1,"Latina Commuter Caretaker","FASt_12plus",0.650955310737619
1,6,-0.5266,6,8,1.9346,1,0,1,4,-0.476,2,-0.2938,1,"Asian","Off-campus (rent/apartment)","Female",0,20,1,0.8,0.166019999999996,0.166019999999996,0,-0.5,0.5,2,2,2,3,3,2,3,3,2,2,1,2,2,2,2,6,6,6,5,6,6,5,5,5,NA,5,2,3,3,2,1125,2,4,1,4,"Asian First-Gen Navigator","FASt_12plus",1.22825075687067
0,7,0.4734,7,6,-0.0654000000000003,1,0,1,6,1.524,3,0.7062,0,"Hispanic/Latino","With family (commuting)","Female",0,24,1,1.2,0.566019999999995,0.566019999999995,24,1.9,2.9,3,3,2,3,3,3,3,3,4,3,3,4,4,2,2,5,5,5,5,5,4,4,4,4,4,4,3,2,2,2,1126,2,4,1,1,"Latina Commuter Caretaker","FASt_12plus",1.14002860443696
1,6,-0.5266,7,5,-1.0654,0,0,0,6,1.524,2,-0.2938,1,"Hispanic/Latino","With family (commuting)","Female",0,13,1,0.1,-0.533980000000005,-0.533980000000005,34,2.9,3.9,2,2,3,2,2,1,3,2,2,3,2,2,2,3,3,5,5,5,5,5,4,NA,4,4,NA,4,2,3,3,1,1127,2,7,1,1,"Latina Commuter Caretaker","FASt_12plus",1.44585380641556
1,7,0.4734,7,7,0.9346,0,1,1,4,-0.476,3,0.7062,0,"White","On-campus (residence hall)","Female",0,7,0,-0.5,-1.13398,0,8,0.3,1.3,4,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,6,5,5,5,5,3,1,4,2,1128,1,3,1,6,"White Residential Traditional","non_FASt_1_11",1.30867358997135
1,7,0.4734,7,8,1.9346,1,0,0,5,0.524,1,-1.2938,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,30,1,1.8,1.16602,1.16602,4,-0.1,0.9,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,4,4,4,4,4,4,5,5,NA,5,5,1,2,1,1,1129,2,4,1,2,"Latino Off-Campus Working","FASt_12plus",1.10113163214355
0,5,-1.5266,6,7,0.9346,1,0,1,4,-0.476,3,0.7062,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,16,1,0.4,-0.233980000000005,-0.233980000000005,19,1.4,2.4,3,2,2,3,4,3,3,3,2,2,2,3,2,3,3,4,4,3,3,4,3,4,4,4,4,3,3,2,3,2,1130,2,7,1,2,"Latino Off-Campus Working","FASt_12plus",1.41532554258059
0,6,-0.5266,7,6,-0.0654000000000003,1,0,0,5,0.524,3,0.7062,0,"Other/Multiracial/Unknown","Off-campus (rent/apartment)","Female",0,40,1,2.8,2.16602,2.16602,4,-0.1,0.9,2,2,2,4,3,4,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,5,5,6,5,6,3,1,2,2,1131,2,5,1,8,"Multiracial Bridge-Builder","FASt_12plus",1.35301970752366
0,5,-1.5266,7,8,1.9346,1,1,0,4,-0.476,2,-0.2938,0,"White","With family (commuting)","Male",1,2,0,-1,-1.63398,0,-3,-0.8,0.2,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,4,3,6,6,6,6,6,2,2,1,1,1132,1,2,1,11,"White Rural First-Gen","non_FASt_1_11",1.02652413187461
1,7,0.4734,7,6,-0.0654000000000003,1,0,0,5,0.524,3,0.7062,1,"Black/African American","Off-campus (rent/apartment)","Male",0,3,0,-0.9,-1.53398,0,-2,-0.7,0.3,3,2,3,2,3,3,2,3,2,1,2,2,2,3,3,6,6,6,6,6,6,6,NA,7,6,6,3,2,2,2,1133,1,1,0,12,"Black Male Striver","non_FASt_1_11",0.906338554985665
0,6,-0.5266,7,6,-0.0654000000000003,1,1,0,5,0.524,3,0.7062,1,"Hispanic/Latino","With family (commuting)","Female",0,7,0,-0.5,-1.13398,0,4,-0.1,0.9,2,3,3,2,3,2,3,2,1,2,3,3,2,3,2,4,3,2,3,3,3,3,3,4,3,3,3,2,2,2,1134,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11",1.07406266394123
0,7,0.4734,6,7,0.9346,0,0,0,4,-0.476,2,-0.2938,1,"Other/Multiracial/Unknown","With family (commuting)","Female",0,22,1,1,0.366019999999995,0.366019999999995,22,1.7,2.7,1,1,1,1,1,1,1,1,2,2,2,2,2,4,4,3,3,4,4,4,3,5,4,5,4,5,2,1,2,2,1135,2,6,1,8,"Multiracial Bridge-Builder","FASt_12plus",1.14602265990894
0,7,0.4734,7,7,0.9346,0,0,0,5,0.524,3,0.7062,1,"Hispanic/Latino","With family (commuting)","Female",0,2,0,-1,-1.63398,0,2,-0.3,0.7,3,3,2,4,3,4,3,3,2,2,3,2,2,2,2,4,5,4,4,4,4,3,3,3,3,2,3,3,1,2,1136,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",1.00774600142523
0,6,-0.5266,7,6,-0.0654000000000003,1,0,0,3,-1.476,2,-0.2938,0,"White","With family (commuting)","Female",1,1,0,-1.1,-1.73398,0,-13,-1.8,-0.8,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,4,4,5,4,4,4,3,4,4,4,3,2,3,2,2,1137,1,1,0,11,"White Rural First-Gen","non_FASt_1_11",0.735167713450414
1,5,-1.5266,5,6,-0.0654000000000003,0,0,0,6,1.524,3,0.7062,0,"Hispanic/Latino","On-campus (residence hall)","Male",1,6,0,-0.6,-1.23398,0,22,1.7,2.7,3,2,3,3,4,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,4,5,5,5,5,5,3,1,3,3,1138,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.612883176350107
1,7,0.4734,6,7,0.9346,1,0,1,5,0.524,3,0.7062,1,"Asian","Off-campus (rent/apartment)","Female",1,3,0,-0.9,-1.53398,0,-5,-1,0,3,3,4,3,4,2,3,3,3,2,3,3,2,2,2,5,NA,5,5,6,6,4,5,5,5,5,3,2,3,1,1139,1,1,0,4,"Asian First-Gen Navigator","non_FASt_1_11",1.01819190361542
1,7,0.4734,7,8,1.9346,1,1,0,4,-0.476,2,-0.2938,0,"Asian","Off-campus (rent/apartment)","Male",0,7,0,-0.5,-1.13398,0,1,-0.4,0.6,1,2,2,2,2,2,3,2,2,2,2,2,2,3,3,4,4,4,3,4,3,5,5,5,5,5,2,3,3,3,1140,1,3,1,4,"Asian First-Gen Navigator","non_FASt_1_11",1.32849722884034
0,8,1.4734,7,6,-0.0654000000000003,0,0,0,3,-1.476,3,0.7062,1,"Other/Multiracial/Unknown","With family (commuting)","Female",0,19,1,0.7,0.0660199999999954,0.0660199999999954,1,-0.4,0.6,3,3,3,3,3,3,3,3,2,3,2,3,3,2,2,6,6,NA,6,5,6,4,4,4,NA,5,3,2,3,1,1141,2,7,1,8,"Multiracial Bridge-Builder","FASt_12plus",1.05154992825768
1,7,0.4734,7,6,-0.0654000000000003,0,0,0,6,1.524,2,-0.2938,1,"Other/Multiracial/Unknown","Off-campus (rent/apartment)","Male",1,1,0,-1.1,-1.73398,0,14,0.9,1.9,3,2,3,2,3,3,2,2,3,4,2,4,3,3,3,3,3,NA,3,3,3,5,4,5,4,5,2,3,2,2,1142,1,1,0,8,"Multiracial Bridge-Builder","non_FASt_1_11",0.905590940442887
1,6,-0.5266,6,5,-1.0654,0,0,0,4,-0.476,3,0.7062,0,"Hispanic/Latino","With family (commuting)","Female",1,17,1,0.5,-0.133980000000005,-0.133980000000005,21,1.6,2.6,4,4,4,3,4,3,2,3,2,2,3,3,2,2,2,4,4,4,4,4,4,6,5,5,5,5,3,1,2,3,1143,2,6,1,1,"Latina Commuter Caretaker","FASt_12plus",1.4569192489809
0,8,1.4734,7,8,1.9346,1,0,0,5,0.524,3,0.7062,1,"Hispanic/Latino","With family (commuting)","Female",0,11,0,-0.1,-0.733980000000005,0,16,1.1,2.1,4,3,3,3,4,3,3,3,4,3,4,4,3,4,4,3,3,3,3,3,3,5,5,5,6,5,3,3,3,3,1144,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",1.24798862053068
1,7,0.4734,7,8,1.9346,0,0,0,3,-1.476,3,0.7062,1,"Asian","Off-campus (rent/apartment)","Female",0,43,1,3.1,2.46602,2.46602,-6,-1.1,-0.1,2,3,3,4,4,3,4,3,2,2,2,2,3,2,2,6,6,6,6,NA,6,5,5,5,NA,5,3,3,1,2,1145,2,5,1,4,"Asian First-Gen Navigator","FASt_12plus",1.09960491977404
0,6,-0.5266,7,7,0.9346,0,1,1,4,-0.476,3,0.7062,0,"Asian","With family (commuting)","Male",0,15,1,0.3,-0.333980000000005,-0.333980000000005,13,0.8,1.8,3,2,2,4,4,4,4,4,4,3,4,3,4,4,4,5,5,5,5,5,4,5,6,5,6,6,3,2,1,4,1146,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus",0.95294584082692
1,6,-0.5266,7,8,1.9346,1,0,0,5,0.524,2,-0.2938,1,"Other/Multiracial/Unknown","On-campus (residence hall)","Male",0,8,0,-0.4,-1.03398,0,20,1.5,2.5,3,3,3,3,3,4,2,3,2,2,2,3,3,3,3,4,5,NA,5,5,5,6,6,7,7,6,2,1,4,1,1147,1,2,1,8,"Multiracial Bridge-Builder","non_FASt_1_11",0.873226193455906
1,7,0.4734,7,7,0.9346,0,1,0,5,0.524,3,0.7062,0,"Asian","With family (commuting)","Female",0,11,0,-0.1,-0.733980000000005,0,8,0.3,1.3,2,1,1,3,3,3,3,3,3,2,2,2,1,2,2,6,NA,NA,5,NA,6,4,4,4,NA,4,3,1,2,3,1148,1,1,0,3,"Asian High-Pressure Achiever","non_FASt_1_11",1.28461161086615
0,6,-0.5266,6,5,-1.0654,1,1,0,3,-1.476,3,0.7062,0,"Hispanic/Latino","With family (commuting)","Female",0,6,0,-0.6,-1.23398,0,32,2.7,3.7,3,3,3,3,2,3,3,3,2,3,2,2,3,3,3,4,4,4,5,4,5,5,5,5,5,4,3,2,2,3,1149,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.973052425526354
0,6,-0.5266,7,5,-1.0654,0,0,0,4,-0.476,2,-0.2938,1,"Hispanic/Latino","With family (commuting)","Female",0,1,0,-1.1,-1.73398,0,-5,-1,0,2,2,2,3,3,2,3,2,3,3,4,4,3,2,3,4,4,4,4,5,3,4,3,3,3,3,2,1,3,2,1150,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.681316512248076
0,7,0.4734,7,5,-1.0654,1,0,1,2,-2.476,3,0.7062,0,"Hispanic/Latino","With family (commuting)","Female",0,11,0,-0.1,-0.733980000000005,0,6,0.1,1.1,2,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,1,1151,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.860116006234251
0,5,-1.5266,6,6,-0.0654000000000003,1,0,1,3,-1.476,2,-0.2938,1,"White","Off-campus (rent/apartment)","Male",0,7,0,-0.5,-1.13398,0,-1,-0.6,0.4,2,2,2,2,1,1,2,2,2,1,1,2,2,1,2,4,NA,4,4,5,6,3,2,2,2,3,2,1,3,4,1152,1,1,0,7,"White Off-Campus Working","non_FASt_1_11",0.622999261976371
1,7,0.4734,7,5,-1.0654,0,0,1,4,-0.476,3,0.7062,0,"White","On-campus (residence hall)","Female",0,3,0,-0.9,-1.53398,0,-10,-1.5,-0.5,4,4,4,3,3,3,4,4,3,3,3,3,3,3,3,3,4,3,4,3,3,6,5,6,6,6,3,3,2,3,1153,1,3,1,6,"White Residential Traditional","non_FASt_1_11",0.858882064709749
1,6,-0.5266,6,5,-1.0654,0,0,1,5,0.524,2,-0.2938,1,"White","Off-campus (rent/apartment)","Female",1,2,0,-1,-1.63398,0,12,0.7,1.7,3,2,2,2,2,2,2,2,3,2,3,2,2,3,3,5,5,5,5,5,4,6,5,5,4,5,2,2,4,1,1154,1,3,1,7,"White Off-Campus Working","non_FASt_1_11",0.702392376458705
0,6,-0.5266,7,7,0.9346,0,0,1,5,0.524,1,-1.2938,0,"Hispanic/Latino","With family (commuting)","Female",0,5,0,-0.7,-1.33398,0,30,2.5,3.5,2,2,2,3,3,3,3,3,2,2,1,2,2,3,3,5,5,5,5,5,5,4,4,5,4,5,1,2,3,1,1155,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.852692878366928
1,6,-0.5266,7,6,-0.0654000000000003,0,1,0,4,-0.476,1,-1.2938,1,"Asian","Off-campus (rent/apartment)","Female",0,28,1,1.6,0.966019999999996,0.966019999999996,10,0.5,1.5,2,1,1,2,3,2,3,2,2,2,3,2,3,3,3,4,5,5,5,5,5,5,4,5,5,5,1,2,1,2,1156,2,6,1,4,"Asian First-Gen Navigator","FASt_12plus",1.12241120610967
1,6,-0.5266,7,5,-1.0654,1,0,0,7,2.524,2,-0.2938,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",1,7,0,-0.5,-1.13398,0,0,-0.5,0.5,3,3,3,4,4,4,3,4,3,3,3,4,3,2,2,4,4,4,4,3,4,7,NA,7,7,7,2,2,2,2,1157,1,3,1,2,"Latino Off-Campus Working","non_FASt_1_11",0.692033891292622
1,7,0.4734,6,5,-1.0654,1,0,0,3,-1.476,1,-1.2938,1,"Hispanic/Latino","With family (commuting)","Female",0,1,0,-1.1,-1.73398,0,4,-0.1,0.9,4,4,4,3,3,3,3,3,2,1,2,2,1,3,3,4,4,4,3,3,4,4,NA,3,3,4,1,1,1,3,1158,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.782187001775907
1,7,0.4734,7,7,0.9346,0,0,1,4,-0.476,2,-0.2938,0,"Hispanic/Latino","With family (commuting)","Female",0,6,0,-0.6,-1.23398,0,2,-0.3,0.7,3,2,3,3,3,3,3,3,2,2,2,3,2,3,3,3,4,4,3,4,2,3,3,3,4,3,2,2,2,1,1159,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.990445458723166
1,7,0.4734,7,7,0.9346,0,0,0,4,-0.476,1,-1.2938,1,"Asian","With family (commuting)","Female",0,39,1,2.7,2.06602,2.06602,7,0.2,1.2,3,3,2,3,3,3,2,3,2,3,2,2,2,4,4,4,5,4,4,4,5,6,7,7,7,6,1,1,3,1,1160,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus",1.18825590393709
1,6,-0.5266,7,6,-0.0654000000000003,0,0,0,4,-0.476,4,1.7062,1,"Hispanic/Latino","With family (commuting)","Female",0,11,0,-0.1,-0.733980000000005,0,5,0,1,3,4,3,2,3,2,3,2,3,2,3,3,4,4,4,5,4,NA,4,4,4,6,5,6,6,5,4,1,2,1,1161,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.747688106000743
0,5,-1.5266,7,6,-0.0654000000000003,1,0,0,4,-0.476,2,-0.2938,1,"Hispanic/Latino","With family (commuting)","Female",0,0,0,-1.2,-1.83398,0,-11,-1.6,-0.6,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,5,4,4,4,NA,4,5,6,NA,5,5,2,3,2,1,1162,0,1,0,1,"Latina Commuter Caretaker","non_DE",0.602255358183102
