id,archetype_id,archetype_name
816,1,Latina Commuter Caretaker
817,9,Hispanic On-Campus Transitioner
818,9,Hispanic On-Campus Transitioner
819,1,Latina Commuter Caretaker
820,2,Latino Off-Campus Working
821,9,Hispanic On-Campus Transitioner
822,8,Multiracial Bridge-Builder
823,9,Hispanic On-Campus Transitioner
824,3,Asian High-Pressure Achiever
825,2,Latino Off-Campus Working
826,2,Latino Off-Campus Working
827,9,Hispanic On-Campus Transitioner
828,8,Multiracial Bridge-Builder
829,9,Hispanic On-Campus Transitioner
830,2,Latino Off-Campus Working
831,8,Multiracial Bridge-Builder
832,7,White Off-Campus Working
833,8,Multiracial Bridge-Builder
834,1,Latina Commuter Caretaker
835,8,Multiracial Bridge-Builder
836,1,Latina Commuter Caretaker
837,11,White Rural First-Gen
838,8,Multiracial Bridge-Builder
839,9,Hispanic On-Campus Transitioner
840,9,Hispanic On-Campus Transitioner
841,8,Multiracial Bridge-Builder
842,8,Multiracial Bridge-Builder
843,3,Asian High-Pressure Achiever
844,1,Latina Commuter Caretaker
845,1,Latina Commuter Caretaker
846,1,Latina Commuter Caretaker
847,6,White Residential Traditional
848,1,Latina Commuter Caretaker
849,3,Asian High-Pressure Achiever
850,3,Asian High-Pressure Achiever
851,6,White Residential Traditional
852,9,Hispanic On-Campus Transitioner
853,10,Continuing-Gen Cruiser
854,13,White Working-Class Striver
855,8,Multiracial Bridge-Builder
856,9,Hispanic On-Campus Transitioner
857,4,Asian First-Gen Navigator
858,9,Hispanic On-Campus Transitioner
859,8,Multiracial Bridge-Builder
860,9,Hispanic On-Campus Transitioner
861,13,White Working-Class Striver
862,9,Hispanic On-Campus Transitioner
863,4,Asian First-Gen Navigator
864,1,Latina Commuter Caretaker
865,9,Hispanic On-Campus Transitioner
866,5,Black Campus Connector
867,5,Black Campus Connector
868,8,Multiracial Bridge-Builder
869,10,Continuing-Gen Cruiser
870,9,Hispanic On-Campus Transitioner
871,2,Latino Off-Campus Working
872,1,Latina Commuter Caretaker
873,2,Latino Off-Campus Working
874,1,Latina Commuter Caretaker
875,1,Latina Commuter Caretaker
876,9,Hispanic On-Campus Transitioner
877,3,Asian High-Pressure Achiever
878,2,Latino Off-Campus Working
879,9,Hispanic On-Campus Transitioner
880,9,Hispanic On-Campus Transitioner
881,1,Latina Commuter Caretaker
882,1,Latina Commuter Caretaker
883,10,Continuing-Gen Cruiser
884,7,White Off-Campus Working
885,11,White Rural First-Gen
886,1,Latina Commuter Caretaker
887,5,Black Campus Connector
888,1,Latina Commuter Caretaker
889,8,Multiracial Bridge-Builder
890,1,Latina Commuter Caretaker
891,3,Asian High-Pressure Achiever
892,9,Hispanic On-Campus Transitioner
893,9,Hispanic On-Campus Transitioner
894,1,Latina Commuter Caretaker
895,5,Black Campus Connector
896,8,Multiracial Bridge-Builder
897,3,Asian High-Pressure Achiever
898,8,Multiracial Bridge-Builder
899,2,Latino Off-Campus Working
900,13,White Working-Class Striver
901,12,Black Male Striver
902,9,Hispanic On-Campus Transitioner
903,8,Multiracial Bridge-Builder
904,12,Black Male Striver
905,8,Multiracial Bridge-Builder
906,10,Continuing-Gen Cruiser
907,4,Asian First-Gen Navigator
908,5,Black Campus Connector
909,1,Latina Commuter Caretaker
910,1,Latina Commuter Caretaker
911,2,Latino Off-Campus Working
912,13,White Working-Class Striver
913,1,Latina Commuter Caretaker
914,11,White Rural First-Gen
915,9,Hispanic On-Campus Transitioner
916,2,Latino Off-Campus Working
917,6,White Residential Traditional
918,11,White Rural First-Gen
919,3,Asian High-Pressure Achiever
920,8,Multiracial Bridge-Builder
921,11,White Rural First-Gen
922,8,Multiracial Bridge-Builder
923,4,Asian First-Gen Navigator
924,9,Hispanic On-Campus Transitioner
925,1,Latina Commuter Caretaker
926,1,Latina Commuter Caretaker
927,2,Latino Off-Campus Working
928,1,Latina Commuter Caretaker
929,9,Hispanic On-Campus Transitioner
930,5,Black Campus Connector
931,1,Latina Commuter Caretaker
932,1,Latina Commuter Caretaker
933,7,White Off-Campus Working
934,8,Multiracial Bridge-Builder
935,3,Asian High-Pressure Achiever
936,10,Continuing-Gen Cruiser
937,9,Hispanic On-Campus Transitioner
938,1,Latina Commuter Caretaker
939,11,White Rural First-Gen
940,3,Asian High-Pressure Achiever
941,7,White Off-Campus Working
942,6,White Residential Traditional
943,3,Asian High-Pressure Achiever
944,3,Asian High-Pressure Achiever
945,9,Hispanic On-Campus Transitioner
946,3,Asian High-Pressure Achiever
947,8,Multiracial Bridge-Builder
948,6,White Residential Traditional
949,4,Asian First-Gen Navigator
950,1,Latina Commuter Caretaker
951,1,Latina Commuter Caretaker
952,5,Black Campus Connector
953,3,Asian High-Pressure Achiever
954,8,Multiracial Bridge-Builder
955,2,Latino Off-Campus Working
956,10,Continuing-Gen Cruiser
957,8,Multiracial Bridge-Builder
958,1,Latina Commuter Caretaker
959,12,Black Male Striver
960,9,Hispanic On-Campus Transitioner
961,3,Asian High-Pressure Achiever
962,12,Black Male Striver
963,1,Latina Commuter Caretaker
964,9,Hispanic On-Campus Transitioner
965,9,Hispanic On-Campus Transitioner
966,5,Black Campus Connector
967,1,Latina Commuter Caretaker
968,9,Hispanic On-Campus Transitioner
969,1,Latina Commuter Caretaker
970,3,Asian High-Pressure Achiever
971,6,White Residential Traditional
972,1,Latina Commuter Caretaker
973,1,Latina Commuter Caretaker
974,8,Multiracial Bridge-Builder
975,3,Asian High-Pressure Achiever
976,11,White Rural First-Gen
977,6,White Residential Traditional
978,3,Asian High-Pressure Achiever
979,6,White Residential Traditional
980,2,Latino Off-Campus Working
981,9,Hispanic On-Campus Transitioner
982,4,Asian First-Gen Navigator
983,4,Asian First-Gen Navigator
984,9,Hispanic On-Campus Transitioner
985,8,Multiracial Bridge-Builder
986,9,Hispanic On-Campus Transitioner
987,1,Latina Commuter Caretaker
988,2,Latino Off-Campus Working
989,2,Latino Off-Campus Working
990,1,Latina Commuter Caretaker
991,13,White Working-Class Striver
992,4,Asian First-Gen Navigator
993,3,Asian High-Pressure Achiever
994,7,White Off-Campus Working
995,6,White Residential Traditional
996,3,Asian High-Pressure Achiever
997,1,Latina Commuter Caretaker
998,3,Asian High-Pressure Achiever
999,2,Latino Off-Campus Working
1000,9,Hispanic On-Campus Transitioner
1001,13,White Working-Class Striver
1002,1,Latina Commuter Caretaker
1003,3,Asian High-Pressure Achiever
1004,1,Latina Commuter Caretaker
1005,9,Hispanic On-Campus Transitioner
1006,8,Multiracial Bridge-Builder
1007,9,Hispanic On-Campus Transitioner
1008,9,Hispanic On-Campus Transitioner
1009,3,Asian High-Pressure Achiever
1010,9,Hispanic On-Campus Transitioner
1011,8,Multiracial Bridge-Builder
1012,9,Hispanic On-Campus Transitioner
1013,4,Asian First-Gen Navigator
1014,9,Hispanic On-Campus Transitioner
1015,13,White Working-Class Striver
1016,9,Hispanic On-Campus Transitioner
1017,2,Latino Off-Campus Working
1018,3,Asian High-Pressure Achiever
1019,3,Asian High-Pressure Achiever
1020,1,Latina Commuter Caretaker
1021,11,White Rural First-Gen
1022,9,Hispanic On-Campus Transitioner
1023,2,Latino Off-Campus Working
1024,7,White Off-Campus Working
1025,10,Continuing-Gen Cruiser
1026,13,White Working-Class Striver
1027,1,Latina Commuter Caretaker
1028,1,Latina Commuter Caretaker
1029,2,Latino Off-Campus Working
1030,4,Asian First-Gen Navigator
1031,2,Latino Off-Campus Working
1032,11,White Rural First-Gen
1033,8,Multiracial Bridge-Builder
1034,8,Multiracial Bridge-Builder
1035,9,Hispanic On-Campus Transitioner
1036,1,Latina Commuter Caretaker
1037,9,Hispanic On-Campus Transitioner
1038,12,Black Male Striver
1039,9,Hispanic On-Campus Transitioner
1040,1,Latina Commuter Caretaker
1041,8,Multiracial Bridge-Builder
1042,3,Asian High-Pressure Achiever
1043,5,Black Campus Connector
1044,2,Latino Off-Campus Working
1045,9,Hispanic On-Campus Transitioner
1046,12,Black Male Striver
1047,6,White Residential Traditional
1048,8,Multiracial Bridge-Builder
1049,3,Asian High-Pressure Achiever
1050,9,Hispanic On-Campus Transitioner
1051,11,White Rural First-Gen
1052,1,Latina Commuter Caretaker
1053,8,Multiracial Bridge-Builder
1054,2,Latino Off-Campus Working
1055,11,White Rural First-Gen
1056,1,Latina Commuter Caretaker
1057,8,Multiracial Bridge-Builder
1058,6,White Residential Traditional
1059,1,Latina Commuter Caretaker
1060,3,Asian High-Pressure Achiever
1061,2,Latino Off-Campus Working
1062,1,Latina Commuter Caretaker
1063,2,Latino Off-Campus Working
1064,9,Hispanic On-Campus Transitioner
1065,3,Asian High-Pressure Achiever
1066,9,Hispanic On-Campus Transitioner
1067,8,Multiracial Bridge-Builder
1068,9,Hispanic On-Campus Transitioner
1069,4,Asian First-Gen Navigator
1070,8,Multiracial Bridge-Builder
1071,13,White Working-Class Striver
1072,3,Asian High-Pressure Achiever
1073,9,Hispanic On-Campus Transitioner
1074,10,Continuing-Gen Cruiser
1075,1,Latina Commuter Caretaker
1076,11,White Rural First-Gen
1077,8,Multiracial Bridge-Builder
1078,1,Latina Commuter Caretaker
1079,1,Latina Commuter Caretaker
1080,12,Black Male Striver
1081,9,Hispanic On-Campus Transitioner
1082,2,Latino Off-Campus Working
1083,4,Asian First-Gen Navigator
1084,9,Hispanic On-Campus Transitioner
1085,2,Latino Off-Campus Working
1086,9,Hispanic On-Campus Transitioner
1087,1,Latina Commuter Caretaker
1088,11,White Rural First-Gen
1089,8,Multiracial Bridge-Builder
1090,9,Hispanic On-Campus Transitioner
1091,1,Latina Commuter Caretaker
1092,3,Asian High-Pressure Achiever
1093,1,Latina Commuter Caretaker
1094,11,White Rural First-Gen
1095,9,Hispanic On-Campus Transitioner
1096,1,Latina Commuter Caretaker
1097,5,Black Campus Connector
1098,8,Multiracial Bridge-Builder
1099,1,Latina Commuter Caretaker
1100,9,Hispanic On-Campus Transitioner
1101,3,Asian High-Pressure Achiever
1102,2,Latino Off-Campus Working
1103,9,Hispanic On-Campus Transitioner
1104,3,Asian High-Pressure Achiever
1105,1,Latina Commuter Caretaker
1106,1,Latina Commuter Caretaker
1107,9,Hispanic On-Campus Transitioner
1108,2,Latino Off-Campus Working
1109,4,Asian First-Gen Navigator
1110,1,Latina Commuter Caretaker
1111,3,Asian High-Pressure Achiever
1112,1,Latina Commuter Caretaker
1113,2,Latino Off-Campus Working
1114,11,White Rural First-Gen
1115,1,Latina Commuter Caretaker
1116,1,Latina Commuter Caretaker
1117,1,Latina Commuter Caretaker
1118,11,White Rural First-Gen
1119,9,Hispanic On-Campus Transitioner
1120,8,Multiracial Bridge-Builder
1121,2,Latino Off-Campus Working
1122,2,Latino Off-Campus Working
1123,1,Latina Commuter Caretaker
1124,5,Black Campus Connector
1125,1,Latina Commuter Caretaker
1126,1,Latina Commuter Caretaker
1127,6,White Residential Traditional
1128,9,Hispanic On-Campus Transitioner
1129,2,Latino Off-Campus Working
1130,2,Latino Off-Campus Working
1131,6,White Residential Traditional
1132,5,Black Campus Connector
1133,9,Hispanic On-Campus Transitioner
1134,1,Latina Commuter Caretaker
1135,5,Black Campus Connector
1136,1,Latina Commuter Caretaker
1137,1,Latina Commuter Caretaker
1138,1,Latina Commuter Caretaker
1139,6,White Residential Traditional
1140,13,White Working-Class Striver
1141,1,Latina Commuter Caretaker
1142,4,Asian First-Gen Navigator
1143,9,Hispanic On-Campus Transitioner
1144,13,White Working-Class Striver
1145,1,Latina Commuter Caretaker
1146,1,Latina Commuter Caretaker
1147,9,Hispanic On-Campus Transitioner
1148,4,Asian First-Gen Navigator
1149,1,Latina Commuter Caretaker
1150,1,Latina Commuter Caretaker
1151,9,Hispanic On-Campus Transitioner
1152,10,Continuing-Gen Cruiser
1153,1,Latina Commuter Caretaker
1154,3,Asian High-Pressure Achiever
1155,11,White Rural First-Gen
1156,1,Latina Commuter Caretaker
1157,10,Continuing-Gen Cruiser
1158,10,Continuing-Gen Cruiser
1159,1,Latina Commuter Caretaker
1160,1,Latina Commuter Caretaker
1161,1,Latina Commuter Caretaker
1162,1,Latina Commuter Caretaker
1163,9,Hispanic On-Campus Transitioner
1164,7,White Off-Campus Working
1165,1,Latina Commuter Caretaker
1166,1,Latina Commuter Caretaker
1167,9,Hispanic On-Campus Transitioner
1168,5,Black Campus Connector
1169,9,Hispanic On-Campus Transitioner
1170,3,Asian High-Pressure Achiever
1171,1,Latina Commuter Caretaker
1172,1,Latina Commuter Caretaker
1173,9,Hispanic On-Campus Transitioner
1174,8,Multiracial Bridge-Builder
1175,9,Hispanic On-Campus Transitioner
1176,1,Latina Commuter Caretaker
1177,1,Latina Commuter Caretaker
1178,1,Latina Commuter Caretaker
1179,9,Hispanic On-Campus Transitioner
1180,2,Latino Off-Campus Working
1181,8,Multiracial Bridge-Builder
1182,6,White Residential Traditional
1183,11,White Rural First-Gen
1184,2,Latino Off-Campus Working
1185,9,Hispanic On-Campus Transitioner
1186,3,Asian High-Pressure Achiever
1187,1,Latina Commuter Caretaker
1188,7,White Off-Campus Working
1189,4,Asian First-Gen Navigator
1190,3,Asian High-Pressure Achiever
1191,8,Multiracial Bridge-Builder
1192,2,Latino Off-Campus Working
1193,1,Latina Commuter Caretaker
1194,5,Black Campus Connector
1195,1,Latina Commuter Caretaker
1196,1,Latina Commuter Caretaker
1197,11,White Rural First-Gen
1198,11,White Rural First-Gen
1199,9,Hispanic On-Campus Transitioner
1200,3,Asian High-Pressure Achiever
1201,2,Latino Off-Campus Working
1202,1,Latina Commuter Caretaker
1203,9,Hispanic On-Campus Transitioner
1204,1,Latina Commuter Caretaker
1205,10,Continuing-Gen Cruiser
1206,2,Latino Off-Campus Working
1207,9,Hispanic On-Campus Transitioner
1208,3,Asian High-Pressure Achiever
1209,1,Latina Commuter Caretaker
1210,9,Hispanic On-Campus Transitioner
1211,13,White Working-Class Striver
1212,9,Hispanic On-Campus Transitioner
1213,1,Latina Commuter Caretaker
1214,5,Black Campus Connector
1215,1,Latina Commuter Caretaker
1216,13,White Working-Class Striver
1217,3,Asian High-Pressure Achiever
1218,6,White Residential Traditional
1219,2,Latino Off-Campus Working
1220,2,Latino Off-Campus Working
1221,9,Hispanic On-Campus Transitioner
1222,10,Continuing-Gen Cruiser
1223,9,Hispanic On-Campus Transitioner
1224,8,Multiracial Bridge-Builder
1225,9,Hispanic On-Campus Transitioner
1226,13,White Working-Class Striver
1227,9,Hispanic On-Campus Transitioner
1228,1,Latina Commuter Caretaker
1229,9,Hispanic On-Campus Transitioner
1230,9,Hispanic On-Campus Transitioner
1231,6,White Residential Traditional
1232,1,Latina Commuter Caretaker
1233,10,Continuing-Gen Cruiser
1234,13,White Working-Class Striver
1235,1,Latina Commuter Caretaker
1236,8,Multiracial Bridge-Builder
1237,10,Continuing-Gen Cruiser
1238,8,Multiracial Bridge-Builder
1239,4,Asian First-Gen Navigator
1240,9,Hispanic On-Campus Transitioner
1241,10,Continuing-Gen Cruiser
1242,13,White Working-Class Striver
1243,1,Latina Commuter Caretaker
1244,9,Hispanic On-Campus Transitioner
1245,8,Multiracial Bridge-Builder
1246,10,Continuing-Gen Cruiser
1247,9,Hispanic On-Campus Transitioner
1248,1,Latina Commuter Caretaker
1249,10,Continuing-Gen Cruiser
1250,9,Hispanic On-Campus Transitioner
1251,9,Hispanic On-Campus Transitioner
1252,3,Asian High-Pressure Achiever
1253,9,Hispanic On-Campus Transitioner
1254,9,Hispanic On-Campus Transitioner
1255,8,Multiracial Bridge-Builder
1256,3,Asian High-Pressure Achiever
1257,7,White Off-Campus Working
1258,9,Hispanic On-Campus Transitioner
1259,1,Latina Commuter Caretaker
1260,12,Black Male Striver
1261,9,Hispanic On-Campus Transitioner
1262,8,Multiracial Bridge-Builder
1263,8,Multiracial Bridge-Builder
1264,8,Multiracial Bridge-Builder
1265,8,Multiracial Bridge-Builder
1266,2,Latino Off-Campus Working
1267,3,Asian High-Pressure Achiever
1268,1,Latina Commuter Caretaker
1269,3,Asian High-Pressure Achiever
1270,1,Latina Commuter Caretaker
1271,8,Multiracial Bridge-Builder
1272,8,Multiracial Bridge-Builder
1273,3,Asian High-Pressure Achiever
1274,1,Latina Commuter Caretaker
1275,9,Hispanic On-Campus Transitioner
1276,9,Hispanic On-Campus Transitioner
1277,1,Latina Commuter Caretaker
1278,3,Asian High-Pressure Achiever
1279,9,Hispanic On-Campus Transitioner
1280,4,Asian First-Gen Navigator
1281,8,Multiracial Bridge-Builder
1282,9,Hispanic On-Campus Transitioner
1283,1,Latina Commuter Caretaker
1284,7,White Off-Campus Working
1285,6,White Residential Traditional
1286,9,Hispanic On-Campus Transitioner
1287,10,Continuing-Gen Cruiser
1288,6,White Residential Traditional
1289,9,Hispanic On-Campus Transitioner
1290,13,White Working-Class Striver
1291,3,Asian High-Pressure Achiever
1292,2,Latino Off-Campus Working
1293,2,Latino Off-Campus Working
1294,2,Latino Off-Campus Working
1295,1,Latina Commuter Caretaker
1296,1,Latina Commuter Caretaker
1297,7,White Off-Campus Working
1298,1,Latina Commuter Caretaker
1299,1,Latina Commuter Caretaker
1300,3,Asian High-Pressure Achiever
1301,3,Asian High-Pressure Achiever
1302,6,White Residential Traditional
1303,12,Black Male Striver
1304,1,Latina Commuter Caretaker
1305,7,White Off-Campus Working
1306,2,Latino Off-Campus Working
1307,4,Asian First-Gen Navigator
1308,1,Latina Commuter Caretaker
1309,7,White Off-Campus Working
1310,1,Latina Commuter Caretaker
1311,2,Latino Off-Campus Working
1312,2,Latino Off-Campus Working
1313,2,Latino Off-Campus Working
1314,7,White Off-Campus Working
1315,1,Latina Commuter Caretaker
1316,2,Latino Off-Campus Working
1317,9,Hispanic On-Campus Transitioner
1318,2,Latino Off-Campus Working
1319,2,Latino Off-Campus Working
1320,9,Hispanic On-Campus Transitioner
1321,2,Latino Off-Campus Working
1322,1,Latina Commuter Caretaker
1323,1,Latina Commuter Caretaker
1324,1,Latina Commuter Caretaker
1325,1,Latina Commuter Caretaker
1326,9,Hispanic On-Campus Transitioner
1327,4,Asian First-Gen Navigator
1328,13,White Working-Class Striver
1329,8,Multiracial Bridge-Builder
1330,12,Black Male Striver
1331,10,Continuing-Gen Cruiser
1332,1,Latina Commuter Caretaker
1333,8,Multiracial Bridge-Builder
1334,8,Multiracial Bridge-Builder
1335,1,Latina Commuter Caretaker
1336,1,Latina Commuter Caretaker
1337,1,Latina Commuter Caretaker
1338,8,Multiracial Bridge-Builder
1339,9,Hispanic On-Campus Transitioner
1340,1,Latina Commuter Caretaker
1341,2,Latino Off-Campus Working
1342,1,Latina Commuter Caretaker
1343,3,Asian High-Pressure Achiever
1344,11,White Rural First-Gen
1345,3,Asian High-Pressure Achiever
1346,9,Hispanic On-Campus Transitioner
1347,1,Latina Commuter Caretaker
1348,8,Multiracial Bridge-Builder
1349,9,Hispanic On-Campus Transitioner
1350,2,Latino Off-Campus Working
1351,1,Latina Commuter Caretaker
1352,11,White Rural First-Gen
1353,1,Latina Commuter Caretaker
1354,1,Latina Commuter Caretaker
1355,1,Latina Commuter Caretaker
1356,1,Latina Commuter Caretaker
1357,9,Hispanic On-Campus Transitioner
1358,9,Hispanic On-Campus Transitioner
1359,9,Hispanic On-Campus Transitioner
1360,8,Multiracial Bridge-Builder
1361,2,Latino Off-Campus Working
1362,3,Asian High-Pressure Achiever
1363,8,Multiracial Bridge-Builder
1364,8,Multiracial Bridge-Builder
1365,9,Hispanic On-Campus Transitioner
1366,13,White Working-Class Striver
1367,1,Latina Commuter Caretaker
1368,9,Hispanic On-Campus Transitioner
1369,1,Latina Commuter Caretaker
1370,9,Hispanic On-Campus Transitioner
1371,1,Latina Commuter Caretaker
1372,10,Continuing-Gen Cruiser
1373,8,Multiracial Bridge-Builder
1374,9,Hispanic On-Campus Transitioner
1375,6,White Residential Traditional
1376,4,Asian First-Gen Navigator
1377,12,Black Male Striver
1378,13,White Working-Class Striver
1379,3,Asian High-Pressure Achiever
1380,8,Multiracial Bridge-Builder
1381,9,Hispanic On-Campus Transitioner
1382,9,Hispanic On-Campus Transitioner
1383,1,Latina Commuter Caretaker
1384,1,Latina Commuter Caretaker
1385,8,Multiracial Bridge-Builder
1386,1,Latina Commuter Caretaker
1387,1,Latina Commuter Caretaker
1388,2,Latino Off-Campus Working
1389,6,White Residential Traditional
1390,9,Hispanic On-Campus Transitioner
1391,1,Latina Commuter Caretaker
1392,1,Latina Commuter Caretaker
1393,8,Multiracial Bridge-Builder
1394,9,Hispanic On-Campus Transitioner
1395,9,Hispanic On-Campus Transitioner
1396,8,Multiracial Bridge-Builder
1397,9,Hispanic On-Campus Transitioner
1398,8,Multiracial Bridge-Builder
1399,13,White Working-Class Striver
1400,10,Continuing-Gen Cruiser
1401,1,Latina Commuter Caretaker
1402,10,Continuing-Gen Cruiser
1403,8,Multiracial Bridge-Builder
1404,2,Latino Off-Campus Working
1405,13,White Working-Class Striver
1406,1,Latina Commuter Caretaker
1407,1,Latina Commuter Caretaker
1408,9,Hispanic On-Campus Transitioner
1409,9,Hispanic On-Campus Transitioner
1410,5,Black Campus Connector
1411,9,Hispanic On-Campus Transitioner
1412,1,Latina Commuter Caretaker
1413,2,Latino Off-Campus Working
1414,3,Asian High-Pressure Achiever
1415,9,Hispanic On-Campus Transitioner
1416,3,Asian High-Pressure Achiever
1417,2,Latino Off-Campus Working
1418,9,Hispanic On-Campus Transitioner
1419,3,Asian High-Pressure Achiever
1420,3,Asian High-Pressure Achiever
1421,2,Latino Off-Campus Working
1422,1,Latina Commuter Caretaker
1423,1,Latina Commuter Caretaker
1424,10,Continuing-Gen Cruiser
1425,11,White Rural First-Gen
1426,4,Asian First-Gen Navigator
1427,6,White Residential Traditional
1428,1,Latina Commuter Caretaker
1429,1,Latina Commuter Caretaker
1430,5,Black Campus Connector
1431,1,Latina Commuter Caretaker
1432,1,Latina Commuter Caretaker
1433,1,Latina Commuter Caretaker
1434,1,Latina Commuter Caretaker
1435,1,Latina Commuter Caretaker
1436,9,Hispanic On-Campus Transitioner
1437,1,Latina Commuter Caretaker
1438,1,Latina Commuter Caretaker
1439,2,Latino Off-Campus Working
1440,1,Latina Commuter Caretaker
1441,8,Multiracial Bridge-Builder
1442,8,Multiracial Bridge-Builder
1443,3,Asian High-Pressure Achiever
1444,2,Latino Off-Campus Working
1445,8,Multiracial Bridge-Builder
1446,13,White Working-Class Striver
1447,1,Latina Commuter Caretaker
1448,4,Asian First-Gen Navigator
1449,8,Multiracial Bridge-Builder
1450,2,Latino Off-Campus Working
1451,3,Asian High-Pressure Achiever
1452,9,Hispanic On-Campus Transitioner
1453,9,Hispanic On-Campus Transitioner
1454,3,Asian High-Pressure Achiever
1455,1,Latina Commuter Caretaker
1456,1,Latina Commuter Caretaker
1457,6,White Residential Traditional
1458,9,Hispanic On-Campus Transitioner
1459,5,Black Campus Connector
1460,1,Latina Commuter Caretaker
1461,3,Asian High-Pressure Achiever
1462,4,Asian First-Gen Navigator
1463,7,White Off-Campus Working
1464,1,Latina Commuter Caretaker
1465,9,Hispanic On-Campus Transitioner
1466,1,Latina Commuter Caretaker
1467,10,Continuing-Gen Cruiser
1468,1,Latina Commuter Caretaker
1469,7,White Off-Campus Working
1470,1,Latina Commuter Caretaker
1471,3,Asian High-Pressure Achiever
1472,3,Asian High-Pressure Achiever
1473,7,White Off-Campus Working
1474,1,Latina Commuter Caretaker
1475,4,Asian First-Gen Navigator
1476,3,Asian High-Pressure Achiever
1477,1,Latina Commuter Caretaker
1478,1,Latina Commuter Caretaker
1479,2,Latino Off-Campus Working
1480,2,Latino Off-Campus Working
1481,9,Hispanic On-Campus Transitioner
1482,2,Latino Off-Campus Working
1483,2,Latino Off-Campus Working
1484,6,White Residential Traditional
1485,2,Latino Off-Campus Working
1486,4,Asian First-Gen Navigator
1487,8,Multiracial Bridge-Builder
1488,9,Hispanic On-Campus Transitioner
1489,1,Latina Commuter Caretaker
1490,3,Asian High-Pressure Achiever
1491,1,Latina Commuter Caretaker
1492,3,Asian High-Pressure Achiever
1493,9,Hispanic On-Campus Transitioner
1494,3,Asian High-Pressure Achiever
1495,1,Latina Commuter Caretaker
1496,1,Latina Commuter Caretaker
1497,9,Hispanic On-Campus Transitioner
1498,1,Latina Commuter Caretaker
1499,11,White Rural First-Gen
1500,9,Hispanic On-Campus Transitioner
1501,1,Latina Commuter Caretaker
1502,2,Latino Off-Campus Working
1503,1,Latina Commuter Caretaker
1504,1,Latina Commuter Caretaker
1505,3,Asian High-Pressure Achiever
1506,1,Latina Commuter Caretaker
1507,1,Latina Commuter Caretaker
1508,13,White Working-Class Striver
1509,8,Multiracial Bridge-Builder
1510,1,Latina Commuter Caretaker
1511,2,Latino Off-Campus Working
1512,9,Hispanic On-Campus Transitioner
1513,11,White Rural First-Gen
1514,13,White Working-Class Striver
1515,10,Continuing-Gen Cruiser
1516,9,Hispanic On-Campus Transitioner
1517,9,Hispanic On-Campus Transitioner
1518,5,Black Campus Connector
1519,1,Latina Commuter Caretaker
1520,11,White Rural First-Gen
1521,1,Latina Commuter Caretaker
1522,1,Latina Commuter Caretaker
1523,1,Latina Commuter Caretaker
1524,13,White Working-Class Striver
1525,1,Latina Commuter Caretaker
1526,1,Latina Commuter Caretaker
1527,2,Latino Off-Campus Working
1528,8,Multiracial Bridge-Builder
1529,11,White Rural First-Gen
1530,1,Latina Commuter Caretaker
1531,5,Black Campus Connector
1532,1,Latina Commuter Caretaker
1533,9,Hispanic On-Campus Transitioner
1534,2,Latino Off-Campus Working
1535,10,Continuing-Gen Cruiser
1536,3,Asian High-Pressure Achiever
1537,2,Latino Off-Campus Working
1538,9,Hispanic On-Campus Transitioner
1539,7,White Off-Campus Working
1540,10,Continuing-Gen Cruiser
1541,9,Hispanic On-Campus Transitioner
1542,9,Hispanic On-Campus Transitioner
1543,8,Multiracial Bridge-Builder
1544,9,Hispanic On-Campus Transitioner
1545,9,Hispanic On-Campus Transitioner
1546,3,Asian High-Pressure Achiever
1547,3,Asian High-Pressure Achiever
1548,11,White Rural First-Gen
1549,9,Hispanic On-Campus Transitioner
1550,1,Latina Commuter Caretaker
1551,1,Latina Commuter Caretaker
1552,10,Continuing-Gen Cruiser
1553,9,Hispanic On-Campus Transitioner
1554,9,Hispanic On-Campus Transitioner
1555,10,Continuing-Gen Cruiser
1556,10,Continuing-Gen Cruiser
1557,9,Hispanic On-Campus Transitioner
1558,8,Multiracial Bridge-Builder
1559,6,White Residential Traditional
1560,11,White Rural First-Gen
1561,2,Latino Off-Campus Working
1562,1,Latina Commuter Caretaker
1563,2,Latino Off-Campus Working
1564,3,Asian High-Pressure Achiever
1565,1,Latina Commuter Caretaker
1566,1,Latina Commuter Caretaker
1567,8,Multiracial Bridge-Builder
1568,1,Latina Commuter Caretaker
1569,9,Hispanic On-Campus Transitioner
1570,1,Latina Commuter Caretaker
1571,8,Multiracial Bridge-Builder
1572,9,Hispanic On-Campus Transitioner
1573,9,Hispanic On-Campus Transitioner
1574,13,White Working-Class Striver
1575,3,Asian High-Pressure Achiever
1576,10,Continuing-Gen Cruiser
1577,9,Hispanic On-Campus Transitioner
1578,1,Latina Commuter Caretaker
1579,2,Latino Off-Campus Working
1580,9,Hispanic On-Campus Transitioner
1581,1,Latina Commuter Caretaker
1582,6,White Residential Traditional
1583,3,Asian High-Pressure Achiever
1584,9,Hispanic On-Campus Transitioner
1585,9,Hispanic On-Campus Transitioner
1586,4,Asian First-Gen Navigator
1587,7,White Off-Campus Working
1588,2,Latino Off-Campus Working
1589,8,Multiracial Bridge-Builder
1590,3,Asian High-Pressure Achiever
1591,7,White Off-Campus Working
1592,8,Multiracial Bridge-Builder
1593,2,Latino Off-Campus Working
1594,1,Latina Commuter Caretaker
1595,3,Asian High-Pressure Achiever
1596,1,Latina Commuter Caretaker
1597,5,Black Campus Connector
